"PK_Mechanical_ID","CK_SiteID","System Type","Ventilation Grade","Ventilation Working","Ventilation Controls","Ventilation Use","Ventilation Use_notes","Ventilation Use Units","Notes"
"Mechanical_00000842","SITE_01478","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000844","SITE_01478","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000852","SITE_01482","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000854","SITE_01484","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000865","SITE_01489","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000867","SITE_01489","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000870","SITE_01493","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000872","SITE_01494","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000877","SITE_01497","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00000880","SITE_01497","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000890","SITE_01505","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000896","SITE_01511","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000899","SITE_01522","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000903","SITE_01523","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day","Laundry room"
"Mechanical_00000905","SITE_01526","Bathroom Vent","Unknown","Yes","Manual Switch",,"Unknown","Hours per day",
"Mechanical_00000911","SITE_01531","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000917","SITE_01589","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0100,,"Hours per day",
"Mechanical_00000920","SITE_01805","Bathroom Vent","Builder Grade","Yes","Timer",0.1000,,"Hours per day",
"Mechanical_00000921","SITE_01799","Bathroom Vent","Builder Grade","Yes","Timer",6.0000,,"Hours per day",
"Mechanical_00000927","SITE_01095","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000931","SITE_01795","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000932","SITE_01729","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000934","SITE_01097","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.3300,,"Hours per day",
"Mechanical_00000938","SITE_01662","Bathroom Vent","Unknown","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000942","SITE_02014","Bathroom Vent","Unknown","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000944","SITE_01080","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000957","SITE_01694","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1250,,"Hours per day",
"Mechanical_00000959","SITE_01759","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00002323","SITE_00747","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002325","SITE_00659","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002328","SITE_00769","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002334","SITE_00427","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002345","SITE_00652","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002347","SITE_00664","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002354","SITE_00777","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002356","SITE_00777","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002358","SITE_00660","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002366","SITE_00720","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002368","SITE_00663","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002370","SITE_00492","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002375","SITE_00713","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002377","SITE_00786","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","Laundry vent"
"Mechanical_00002380","SITE_00655","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day","Master"
"Mechanical_00002386","SITE_00743","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day","Master"
"Mechanical_00002390","SITE_00730","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Hall/bath3"
"Mechanical_00002396","SITE_00694","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day","Hall"
"Mechanical_00002399","SITE_00706","Bathroom Vent","Builder Grade","Yes","Timer",0.2500,,"Hours per day","Master"
"Mechanical_00002401","SITE_00706","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day","Laundry"
"Mechanical_00002403","SITE_00726","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Hall"
"Mechanical_00002411","SITE_00504","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002413","SITE_00504","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002416","SITE_00711","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002418","SITE_00711","Bathroom Vent","Panasonic or equivalent","Yes","Continuous",2.0000,,"Hours per day","Laundry room vent"
"Mechanical_00002423","SITE_00445","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day","Master"
"Mechanical_00002425","SITE_00649","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002435","SITE_00668","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002436","SITE_00498","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1670,,"Hours per day",
"Mechanical_00002440","SITE_00434","Bathroom Vent","Panasonic or equivalent","Yes","Humidity Control Switch",4.0000,,"Hours per day",
"Mechanical_00002441","SITE_00789","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day","Not used in winter"
"Mechanical_00002447","SITE_00699","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day","On switch with light"
"Mechanical_00002451","SITE_00688","Bathroom Vent","Builder Grade","Yes","Timer",12.0000,,"Hours per day",
"Mechanical_00002453","SITE_00420","Bathroom Vent","Builder Grade","No","Timer",0.0000,,"Hours per day","Not functioning"
"Mechanical_00001829","SITE_00537","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Pther1"
"Mechanical_00001834","SITE_00539","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001835","SITE_00539","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.6000,,"Hours per day",
"Mechanical_00001840","SITE_00543","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.2000,,"Hours per day",
"Mechanical_00001841","SITE_00543","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001842","SITE_00544","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00001843","SITE_00544","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001846","SITE_00548","Bathroom Vent","Builder Grade","Yes","Timer",0.1500,,"Hours per day",
"Mechanical_00001858","SITE_00555","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001860","SITE_00556","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001861","SITE_00556","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001862","SITE_00556","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001863","SITE_00558","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001879","SITE_00571","Bathroom Vent","Builder Grade","Yes","Continuous",0.5000,,"Hours per day",
"Mechanical_00001880","SITE_00571","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",,"Unknown","Hours per day","Vent in art closet"
"Mechanical_00001881","SITE_00572","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.2500,,"Hours per day",
"Mechanical_00001882","SITE_00572","Bathroom Vent","Panasonic or equivalent","Yes","Variable Speed",0.2500,,"Hours per day",
"Mechanical_00001890","SITE_00590","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.3330,,"Hours per day",
"Mechanical_00001895","SITE_00601","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001896","SITE_00601","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001897","SITE_00601","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001898","SITE_00602","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001900","SITE_00614","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001901","SITE_00614","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001902","SITE_00625","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001903","SITE_00625","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001904","SITE_00636","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1600,,"Hours per day",
"Mechanical_00001910","SITE_00640","Bathroom Vent","Builder Grade","Yes","Timer",4.0000,,"Hours per day","Laundry room"
"Mechanical_00001911","SITE_00640","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath1"
"Mechanical_00001912","SITE_00640","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Bath2"
"Mechanical_00001921","SITE_01773","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001938","SITE_01822","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001939","SITE_01825","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00001940","SITE_01825","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001941","SITE_01826","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002068","SITE_01971","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002071","SITE_01972","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002072","SITE_01974","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002074","SITE_01974","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002081","SITE_01983","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002082","SITE_01984","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002098","SITE_02004","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00002099","SITE_02005","Bathroom Vent","Builder Grade","Yes","Timer",2.0000,,"Hours per day","Turns on automatically at 8:30 am - could be on for ten minutes, could be on all day"
"Mechanical_00002126","SITE_02027","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002127","SITE_02027","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002133","SITE_02031","Bathroom Vent","Unknown","Yes","Manual Switch",0.5000,,"Hours per day","Only on with laundry"
"Mechanical_00002140","SITE_02035","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002141","SITE_02035","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00002146","SITE_02036","Bathroom Vent","Builder Grade","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00002147","SITE_02036","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00002153","SITE_02038","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002154","SITE_01559","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002161","SITE_01996","Bathroom Vent","Panasonic or equivalent","No","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002166","SITE_00167","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.1500,,"Hours per day",
"Mechanical_00002167","SITE_00133","Bathroom Vent","Unknown","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00002168","SITE_00133","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002173","SITE_01693","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002174","SITE_02002","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002175","SITE_02000","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002176","SITE_02000","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002187","SITE_01695","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002190","SITE_00173","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1250,,"Hours per day",
"Mechanical_00002191","SITE_00173","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002192","SITE_00173","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002193","SITE_00173","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00002200","SITE_00591","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00002201","SITE_00591","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00002210","SITE_00593","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002211","SITE_00637","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002220","SITE_01236","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00002466","SITE_00460","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002468","SITE_00665","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.3000,,"Hours per day",
"Mechanical_00002471","SITE_00498","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","Laundry room vent"
"Mechanical_00002478","SITE_00449","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002480","SITE_00759","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002482","SITE_00759","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0500,,"Hours per day",
"Mechanical_00002489","SITE_00718","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002497","SITE_00766","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002499","SITE_00779","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day","Hallway bathroom"
"Mechanical_00002503","SITE_00762","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002505","SITE_00444","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00002506","SITE_00458","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002508","SITE_00749","Bathroom Vent","Panasonic or equivalent","Yes","Timer",1.2500,,"Hours per day",
"Mechanical_00002513","SITE_00610","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002515","SITE_01990","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002517","SITE_01938","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002521","SITE_00705","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002522","SITE_00705","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002527","SITE_00444","Bathroom Vent","Builder Grade","Yes","Manual Switch",4.0000,,"Hours per day",
"Mechanical_00002529","SITE_00712","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002531","SITE_00710","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Bath6"
"Mechanical_00002536","SITE_00658","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath2"
"Mechanical_00002543","SITE_00466","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002550","SITE_00754","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002551","SITE_00754","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002563","SITE_00494","Bathroom Vent","Builder Grade","Yes","Timer",0.7500,,"Hours per day",
"Mechanical_00002571","SITE_00012","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002573","SITE_01202","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002578","SITE_00784","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002580","SITE_00784","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00002582","SITE_00687","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.3000,,"Hours per day",
"Mechanical_00002592","SITE_00015","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00002594","SITE_01063","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00002599","SITE_00198","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002603","SITE_00218","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00001942","SITE_01826","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.5000,,"Hours per day",
"Mechanical_00001943","SITE_01827","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001968","SITE_01843","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001969","SITE_01843","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001971","SITE_01845","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001973","SITE_01846","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001974","SITE_01848","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001975","SITE_01848","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001976","SITE_01851","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00001999","SITE_01885","Bathroom Vent","Builder Grade","Yes","Continuous",0.0000,,"Hours per day",
"Mechanical_00002002","SITE_01890","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002003","SITE_01890","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002004","SITE_01931","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002005","SITE_01931","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002030","SITE_01951","Bathroom Vent","Builder Grade","Yes","Timer",4.0000,,"Hours per day",
"Mechanical_00002031","SITE_01952","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002033","SITE_01953","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002036","SITE_01955","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.3300,,"Hours per day",
"Mechanical_00002041","SITE_01958","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002042","SITE_01958","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002043","SITE_01958","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002051","SITE_01962","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002056","SITE_01966","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day","Goes on with the lights"
"Mechanical_00002057","SITE_01967","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002058","SITE_01967","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002063","SITE_01969","Bathroom Vent","Builder Grade","Yes","Manual Switch",,"Unknown","Hours per day","Unknown hours"
"Mechanical_00002077","SITE_01978","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","In laundry"
"Mechanical_00002079","SITE_01978","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00002088","SITE_01992","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002089","SITE_01992","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",3.0000,,"Hours per day",
"Mechanical_00002090","SITE_01992","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",12.0000,,"Hours per day",
"Mechanical_00002091","SITE_01993","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002092","SITE_01998","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","In kitchen"
"Mechanical_00002093","SITE_01998","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.3000,,"Hours per day",
"Mechanical_00002101","SITE_02006","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00002221","SITE_00628","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00002222","SITE_00628","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00002234","SITE_00620","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0800,,"Hours per day","Downstairs"
"Mechanical_00002236","SITE_00620","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Powder Room"
"Mechanical_00002237","SITE_00579","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Upstairs hall"
"Mechanical_00002249","SITE_00635","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002259","SITE_00561","Bathroom Vent","Builder Grade","Yes","Timer",0.1500,,"Hours per day",
"Mechanical_00002269","SITE_00616","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002271","SITE_00632","Bathroom Vent","Builder Grade","Yes","Timer",2.0000,,"Hours per day","In laundry room"
"Mechanical_00002272","SITE_00588","Bathroom Vent","Builder Grade","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00002277","SITE_00632","Bathroom Vent","Builder Grade","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00002278","SITE_00632","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002284","SITE_01296","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Bath1"
"Mechanical_00002286","SITE_00618","Bathroom Vent","Builder Grade","Yes","Timer",,"Unknown","Hours per day","Hours unknown"
"Mechanical_00002287","SITE_01219","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",16.0000,,"Hours per day",
"Mechanical_00002294","SITE_00562","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Bath1"
"Mechanical_00002295","SITE_00562","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day","Bath2"
"Mechanical_00002296","SITE_00562","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Laundry"
"Mechanical_00002297","SITE_00562","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath3"
"Mechanical_00002300","SITE_01230","Bathroom Vent","Builder Grade","Yes","Continuous",24.0000,,"Hours per day",
"Mechanical_00002301","SITE_01232","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002316","SITE_00650","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002317","SITE_00691","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002319","SITE_00724","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002320","SITE_00724","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002321","SITE_00772","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002330","SITE_00675","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.3300,,"Hours per day",
