"PK_Mechanical_ID","CK_SiteID","System Type","Ventilation Grade","Ventilation Working","Ventilation Controls","Ventilation Use","Ventilation Use_notes","Ventilation Use Units","Notes"
"Mechanical_00002196","SITE_01172","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002203","SITE_00642","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002205","SITE_00642","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002212","SITE_00633","Bathroom Vent","Panasonic or equivalent","No","N/A",0.0000,,"Hours per day","No switch"
"Mechanical_00002214","SITE_01239","Bathroom Vent","Panasonic or equivalent","Yes","Timer",1.5000,,"Hours per day","Like main bath"
"Mechanical_00002223","SITE_00623","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002225","SITE_00599","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002233","SITE_00603","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002235","SITE_00620","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Laundry"
"Mechanical_00002238","SITE_00579","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1600,,"Hours per day","Laundry"
"Mechanical_00002248","SITE_00635","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002250","SITE_00635","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002255","SITE_00585","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002257","SITE_00573","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002266","SITE_00577","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002268","SITE_00616","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002273","SITE_00584","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00002276","SITE_00626","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002280","SITE_00597","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.3000,,"Hours per day",
"Mechanical_00002285","SITE_01296","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day","Bath2"
"Mechanical_00002292","SITE_01221","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002298","SITE_00631","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002304","SITE_00619","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002307","SITE_00612","Bathroom Vent","Builder Grade","Yes","Timer",0.1500,,"Hours per day",
"Mechanical_00002311","SITE_00763","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002312","SITE_00768","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002318","SITE_00724","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002322","SITE_00747","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002324","SITE_00659","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002333","SITE_00697","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002335","SITE_00719","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002344","SITE_00652","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002346","SITE_00652","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002353","SITE_00736","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002355","SITE_00777","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002360","SITE_00660","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002365","SITE_00720","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00002376","SITE_00669","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002378","SITE_00786","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002385","SITE_00778","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002387","SITE_00743","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Hall"
"Mechanical_00002388","SITE_00426","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Jack & Jill"
"Mechanical_00002391","SITE_00703","Bathroom Vent","Builder Grade","Yes","Timer",0.5000,,"Hours per day","Master"
"Mechanical_00002393","SITE_00703","Bathroom Vent","Builder Grade","Yes","Timer",0.7500,,"Hours per day","Half"
"Mechanical_00002398","SITE_00750","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Hall"
"Mechanical_00002402","SITE_00726","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Master"
"Mechanical_00002404","SITE_00661","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002409","SITE_00680","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002410","SITE_00504","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","Laundry room vent"
"Mechanical_00002417","SITE_00711","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002419","SITE_00711","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002422","SITE_00450","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day","In laundry section"
"Mechanical_00002424","SITE_00445","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day","Other bath"
"Mechanical_00002434","SITE_00668","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1420,,"Hours per day","1 hr/week"
"Mechanical_00002437","SITE_00437","Bathroom Vent","Builder Grade","Yes","Manual Switch",,"Unknown","Hours per day","Hours per day unknown"
"Mechanical_00002442","SITE_00789","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.0000,,"Hours per day","In laundry"
"Mechanical_00002446","SITE_00674","Bathroom Vent","Panasonic or equivalent","Yes","Motion sensing",1.0000,,"Hours per day",
"Mechanical_00002448","SITE_00699","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002449","SITE_00435","Bathroom Vent","Panasonic or equivalent","No","Timer",1.5000,,"Hours per day","She says the fan runs on low all the time and the timer turns it on high"
"Mechanical_00002452","SITE_00737","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002454","SITE_00420","Bathroom Vent","Builder Grade","No","Timer",0.0000,,"Hours per day","No power in bath"
"Mechanical_00002459","SITE_00662","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002460","SITE_00662","Bathroom Vent","Builder Grade","Yes","Manual Switch",3.0000,,"Hours per day",
"Mechanical_00002465","SITE_00460","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.5000,,"Hours per day",
"Mechanical_00002467","SITE_00704","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002470","SITE_00457","Bathroom Vent","Panasonic or equivalent","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002472","SITE_00498","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002477","SITE_00449","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002479","SITE_00449","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002481","SITE_00759","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002483","SITE_00667","Bathroom Vent","Builder Grade","Yes","Timer",0.1500,,"Hours per day",
"Mechanical_00002488","SITE_00718","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.4000,,"Hours per day",
"Mechanical_00002491","SITE_00682","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002496","SITE_00766","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00002498","SITE_00766","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00002500","SITE_00779","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Laundry room"
"Mechanical_00002502","SITE_00779","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Downstairs bathroom"
"Mechanical_00002507","SITE_00433","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002509","SITE_00431","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002512","SITE_00427","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002514","SITE_01990","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002516","SITE_01938","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002520","SITE_01933","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002528","SITE_00712","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00002530","SITE_00463","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00002537","SITE_00461","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1670,,"Hours per day",
"Mechanical_00002540","SITE_00506","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Bath1"
"Mechanical_00002549","SITE_00695","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002552","SITE_00687","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002555","SITE_00716","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00002564","SITE_00494","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00002565","SITE_01217","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.5000,,"Hours per day","Fan on for a couple hours per day in summer months"
"Mechanical_00002574","SITE_01202","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002577","SITE_00700","Bathroom Vent","Panasonic or equivalent","No","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00002579","SITE_00784","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
