"PK_Mechanical_ID","CK_SiteID","System Type","Ventilation Type","Ventilation Controls"
"Mechanical_00008030","SITE_00720","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008031","SITE_00663","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008032","SITE_00492","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008033","SITE_00786","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008034","SITE_00655","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008035","SITE_00647","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008036","SITE_00670","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008037","SITE_00743","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008038","SITE_00426","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008039","SITE_00730","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008040","SITE_00703","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008041","SITE_00706","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008042","SITE_00726","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008043","SITE_00661","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008044","SITE_00783","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008248","SITE_00326","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008249","SITE_00306","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008250","SITE_00311","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008251","SITE_00319","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008252","SITE_00320","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008253","SITE_00316","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008254","SITE_00309","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008255","SITE_00307","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008256","SITE_00303","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008257","SITE_00314","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008258","SITE_00330","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008259","SITE_00230","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008260","SITE_00215","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008261","SITE_00223","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008262","SITE_00217","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008263","SITE_00228","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008264","SITE_00225","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008265","SITE_00193","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008266","SITE_01956","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008267","SITE_01700","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008268","SITE_00227","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008269","SITE_01361","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008270","SITE_00318","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008271","SITE_00520","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008272","SITE_00753","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008273","SITE_01275","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008274","SITE_01353","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008275","SITE_01325","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00008276","SITE_01299","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007582","SITE_01618","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007583","SITE_01041","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007584","SITE_00961","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007585","SITE_00974","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007586","SITE_00946","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007587","SITE_01609","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007588","SITE_01675","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007589","SITE_02042","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007590","SITE_01585","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007591","SITE_01086","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007592","SITE_01092","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007593","SITE_02067","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007594","SITE_01601","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007595","SITE_01061","Kitchen Vent","Small Capacity Exhaust","Unknown"
"Mechanical_00007596","SITE_01017","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007597","SITE_01093","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007598","SITE_01090","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007599","SITE_01610","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007600","SITE_01562","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007601","SITE_01101","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007602","SITE_01082","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007603","SITE_02046","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007604","SITE_02065","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007605","SITE_02047","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007606","SITE_01732","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007607","SITE_01601","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007608","SITE_01547","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007609","SITE_01615","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007610","SITE_01568","Kitchen Vent","Small Capacity Exhaust","Timer"
"Mechanical_00007351","SITE_01029","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007352","SITE_01031","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007353","SITE_01037","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007354","SITE_01040","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007355","SITE_01045","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007356","SITE_01052","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007357","SITE_01053","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007358","SITE_01054","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007359","SITE_01363","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007360","SITE_01365","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007361","SITE_01368","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007362","SITE_01369","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007363","SITE_01370","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007364","SITE_01371","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007365","SITE_01375","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007366","SITE_01377","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007367","SITE_01378","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007368","SITE_01379","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007369","SITE_01382","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007370","SITE_01384","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007371","SITE_01389","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007372","SITE_01390","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007373","SITE_01391","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007374","SITE_01393","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007375","SITE_01394","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007376","SITE_01396","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007377","SITE_01397","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007378","SITE_01398","Kitchen Vent","Small Capacity Exhaust","Unknown"
"Mechanical_00007379","SITE_01399","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007813","SITE_00018","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007814","SITE_00020","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007815","SITE_00136","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007816","SITE_00148","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007817","SITE_00149","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007818","SITE_00153","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007819","SITE_00160","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007820","SITE_00160","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007821","SITE_00163","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007822","SITE_00168","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007823","SITE_00171","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007824","SITE_00419","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007825","SITE_00422","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007826","SITE_00429","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007827","SITE_00497","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007828","SITE_00500","Kitchen Vent","Recirculating Only","N/A"
"Mechanical_00007829","SITE_00505","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007830","SITE_00510","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007831","SITE_00511","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007832","SITE_00513","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007833","SITE_00516","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007834","SITE_00517","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007835","SITE_00518","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007836","SITE_00523","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007837","SITE_00524","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007838","SITE_00525","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007839","SITE_00526","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007840","SITE_00529","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007841","SITE_00534","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008045","SITE_00722","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008046","SITE_00502","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008047","SITE_00676","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008048","SITE_00711","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00008049","SITE_00445","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008050","SITE_00690","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008051","SITE_00665","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008052","SITE_00668","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008053","SITE_00437","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008054","SITE_00434","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008055","SITE_00789","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008057","SITE_00432","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008058","SITE_00428","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008059","SITE_00674","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008060","SITE_00646","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008061","SITE_00699","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008062","SITE_00435","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008063","SITE_00701","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008064","SITE_00654","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008065","SITE_00420","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008066","SITE_00448","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008067","SITE_00656","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008068","SITE_00662","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008069","SITE_00440","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008070","SITE_00704","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008071","SITE_00457","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008072","SITE_00439","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008073","SITE_00744","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007611","SITE_01546","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007612","SITE_01550","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007613","SITE_01678","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007614","SITE_01682","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007615","SITE_01548","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007616","SITE_01566","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007617","SITE_01680","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007618","SITE_01555","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007619","SITE_01814","Kitchen Vent","Small Capacity Exhaust","Continuous"
"Mechanical_00007620","SITE_01811","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007621","SITE_01071","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007622","SITE_01077","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007623","SITE_01573","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007624","SITE_01673","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007625","SITE_01624","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007626","SITE_01542","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007627","SITE_01654","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007628","SITE_02052","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007629","SITE_01614","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007630","SITE_01622","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007631","SITE_01682","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007632","SITE_01657","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007633","SITE_01922","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007634","SITE_01089","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007635","SITE_01077","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007636","SITE_01629","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007637","SITE_01576","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007638","SITE_01671","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007639","SITE_02011","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00008277","SITE_01352","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008278","SITE_01288","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008279","SITE_01315","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008280","SITE_01359","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008281","SITE_01303","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008282","SITE_01285","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008283","SITE_01320","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008284","SITE_01356","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008285","SITE_01336","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008286","SITE_01357","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008287","SITE_01223","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008288","SITE_01278","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008289","SITE_00001","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008290","SITE_00085","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008291","SITE_00094","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008292","SITE_00100","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008293","SITE_00180","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008295","SITE_00181","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008296","SITE_00182","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008297","SITE_00187","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008298","SITE_00188","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008299","SITE_00212","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008300","SITE_00328","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008301","SITE_00401","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00008302","SITE_00423","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008303","SITE_00425","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008304","SITE_00471","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008305","SITE_00474","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007380","SITE_01401","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007381","SITE_01402","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007382","SITE_01403","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007383","SITE_01406","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007384","SITE_01407","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007385","SITE_01408","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007386","SITE_01409","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007387","SITE_01411","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007388","SITE_01412","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007389","SITE_01413","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007390","SITE_01414","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007391","SITE_01416","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007392","SITE_01417","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007393","SITE_01418","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007394","SITE_01419","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007395","SITE_01420","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007396","SITE_01421","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007397","SITE_01422","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007398","SITE_01424","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007399","SITE_01425","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007400","SITE_01427","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007401","SITE_01428","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007402","SITE_01429","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007403","SITE_01430","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007404","SITE_01431","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007405","SITE_01432","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007406","SITE_01434","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007407","SITE_01435","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007842","SITE_00535","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007843","SITE_00537","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007844","SITE_00538","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007845","SITE_00539","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007846","SITE_00540","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007847","SITE_00541","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00007848","SITE_00543","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007849","SITE_00544","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00007850","SITE_00545","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007851","SITE_00552","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007852","SITE_00555","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007853","SITE_00555","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007854","SITE_00558","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007855","SITE_00559","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007856","SITE_00560","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007857","SITE_00563","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007858","SITE_00565","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007859","SITE_00566","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007860","SITE_00567","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00007861","SITE_00569","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007862","SITE_00571","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007863","SITE_00571","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007864","SITE_00572","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007865","SITE_00574","Kitchen Vent","Recirculating Only","Variable Speed"
"Mechanical_00007866","SITE_00598","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007867","SITE_00601","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00007868","SITE_00614","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00007869","SITE_00625","Kitchen Vent","Unknown","Manual Switch"
"Mechanical_00007870","SITE_00636","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008074","SITE_00773","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00008075","SITE_00449","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008076","SITE_00667","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008077","SITE_00421","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008078","SITE_00682","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008079","SITE_00666","Kitchen Vent","Recirculating Only","Unknown"
"Mechanical_00008080","SITE_00442","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008081","SITE_00766","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008082","SITE_00779","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008083","SITE_00762","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008084","SITE_00610","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008085","SITE_01990","Kitchen Vent","Small Capacity Exhaust","Variable Speed"
"Mechanical_00008086","SITE_01938","Kitchen Vent","High Capacity Exhaust","Variable Speed"
"Mechanical_00008087","SITE_01933","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008088","SITE_00705","Kitchen Vent","Recirculating Only","Unknown"
"Mechanical_00008089","SITE_00496","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008090","SITE_00782","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008091","SITE_00444","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008092","SITE_00712","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008093","SITE_00463","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008094","SITE_00465","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008095","SITE_00658","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008096","SITE_00461","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008097","SITE_00506","Kitchen Vent","High Capacity Exhaust","Manual Switch"
"Mechanical_00008098","SITE_00760","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008099","SITE_00695","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008100","SITE_00754","Kitchen Vent","Recirculating Only","Manual Switch"
"Mechanical_00008101","SITE_00754","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
"Mechanical_00008102","SITE_00687","Kitchen Vent","Small Capacity Exhaust","Manual Switch"
