"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","TV Screen Type","TV Screen Surface","TV Resolution","Primary","Size (Diagonal Inches)","Size (Diagonal Inches)_notes","Wattage","Wattage_notes","Set Top Box Present","Set Top Box Provider","Set Top Box Year","Set Top Box Year_notes","Set Top Box Size","Set Top Box Records","STB Wifi","TV Wifi","TV Qty of Streaming Devices","TV Qty of Streaming Devices_notes","TV Qty of External Media Devices","TV Qty of External Media Devices_notes","TV Auxiliary Devices Plugged into Single Strip","Notes","Room Name","Room Type"
"Appliance_00018976","SITE_01138","Room_00016519","Television","No",,"Unknown","LTMWNQBN4251523","Vizio","E390-a1","No","LCD","Flat","FHD (1080P)","Primary",39.0000,,30.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Living Room_3","Living Room"
"Appliance_00018791","SITE_01139","Room_00016528","Television","Yes",2011,,"N/A","Panasonic","Tc-p50st30","No","LCD","Flat","FHD (1080P)","Primary",50.0000,,106.0000,,"Yes","Comcast",2015,,"Full","Yes","No","No",0,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018785","SITE_01139","Room_00016522","Television","Yes",2007,,"N/A","Sony","KDL-32SL130","No","LCD","Flat","High Definition (720P)","Secondary",32.0000,,135.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"No","N/A","Bedroom_6","Bedroom"
"Appliance_00018790","SITE_01140","Room_00016539","Television","Yes",2010,,"N/A","Sony","Kdl-40ex401","Yes","LCD","Flat","FHD (1080P)","Primary",40.0000,,50.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018977","SITE_01141","Room_00016545","Television","Yes",2012,,"N/A","Samsung","Un46o6400uf","No","LED","Flat","FHD (1080P)","Primary",46.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Connected to laptop","Living Room_1","Living Room"
"Appliance_00018807","SITE_01142","Room_00016553","Television","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","LCD","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","Yes","Frontier",2017,,"Full","Yes","Yes","No",0,,0,,"No","Tv wall mounted, no access to nameplate or plug","Living Room_1","Living Room"
"Appliance_00018808","SITE_01142","Room_00016556","Television","Yes",2010,,"N/A","Sony","Idol-40ex401","Yes","LCD","Flat","FHD (1080P)","No",40.0000,,80.0000,,"Yes","Frontier",2017,,"Full","Yes","Yes","No",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00018809","SITE_01142","Room_00016560","Television","Yes",2010,,"N/A","Sylvania","Lc320sl1","Yes","LCD","Flat","FHD (1080P)","No",32.0000,,,"Could not meter","Yes","Frontier",2017,,"Full","Yes","Yes","No",0,,0,,"Unknown","No access to plug","Bedroom_2","Bedroom"
"Appliance_00018810","SITE_01142","Room_00016562","Television","Yes",2006,,"N/A","LG","42pc30","No","Plasma","Flat","FHD (1080P)","Secondary",42.0000,,,"Could not meter","Yes","Frontier",2017,,"Full","Yes","Yes","No",0,,0,,"Unknown","No access to plug","Bedroom_3","Bedroom"
"Appliance_00019542","SITE_01143","Room_00016566","Television","Yes",2016,,"N/A","Samsung","UN55KU650DFXZ","No","LED","Curved","UHD (4080P)","Primary",58.0000,,126.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Living Room_3","Living Room"
"Appliance_00018776","SITE_01144","Room_00016578","Television","No",,"Unknown","Unknown","Panasonic","Unknown","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",20.0000,,75.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","No discernible label.","Bedroom_1","Bedroom"
"Appliance_00018777","SITE_01144","Room_00016579","Television","No",,"Unknown","4872M0434X01031","Seiki","SE48FY25","No","LED","Flat","FHD (1080P)","Primary",48.0000,,110.0000,,"Yes","Comcast",2016,,"Small","No","No","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018778","SITE_01144","Room_00016580","Television","Yes",2009,,"N/A","Sylvania","LC225SSX","No","LCD","Flat","High Definition (720P)","Secondary",22.0000,,69.0000,,"Yes","Comcast",2016,,"Small","No","No","No",0,,0,,"No","N/A","Bedroom_2","Bedroom"
