"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","TV Screen Type","TV Screen Surface","TV Resolution","Primary","Size (Diagonal Inches)","Size (Diagonal Inches)_notes","Wattage","Wattage_notes","Set Top Box Present","Set Top Box Provider","Set Top Box Year","Set Top Box Year_notes","Set Top Box Size","Set Top Box Records","STB Wifi","TV Wifi","TV Qty of Streaming Devices","TV Qty of Streaming Devices_notes","TV Qty of External Media Devices","TV Qty of External Media Devices_notes","TV Auxiliary Devices Plugged into Single Strip","Notes","Room Name","Room Type"
"Appliance_00018866","SITE_01173","Room_00016807","Television","No",,"Unknown","Unknown","Panasonic","Unknown","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Primary",20.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Unknown","N/A","Living Room_1","Living Room"
"Appliance_00018863","SITE_01174","Room_00016816","Television","Yes",2010,,"N/A","Panasonic","Tc-p50g25","Yes","Plasma","Flat","FHD (1080P)","Primary",50.0000,,197.0000,,"Yes","Comcast",2014,,"Full","Yes","No","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018864","SITE_01174","Room_00016821","Television","No",,"Unknown","LWZ2ULDS3000369","Vizio","D43-d2","Yes","LED","Flat","FHD (1080P)","Secondary",43.0000,,26.0000,,"Yes","Comcast",2014,,"Small","No","No","Yes",0,,0,,"Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00018980","SITE_01175","Room_00016831","Television","Yes",2010,,"N/A","Sony","KDL-32EX301","Yes","LCD","Flat","FHD (1080P)","Primary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Unknown","No access to power cord","Family Room_1","Family Room"
"Appliance_00018867","SITE_01176","Room_00016833","Television","Yes",2002,,"N/A","Panasonic","Pv-24df62","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",24.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018878","SITE_01176","Room_00016836","Television","Yes",2011,,"N/A","LG","42lv4400-ua","Yes","LED","Flat","FHD (1080P)","Primary",42.0000,,40.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00018839","SITE_01177","Room_00016839","Television","Yes",1984,,"N/A","Mitsubishi","Cs-1960t","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Primary",24.0000,,60.0000,,"Yes","Comcast",2010,,"Small","No","No","No",0,,0,,"Yes","Does not hardly use it","Living Room_1","Living Room"
"Appliance_00018845","SITE_01178","Room_00016847","Television","Yes",2011,,"N/A","Sanyo","DP26640-11","No","LCD","Flat","High Definition (720P)","Primary",26.0000,,50.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018682","SITE_01179","Room_00016854","Television","Yes",2011,,"N/A","Emerson","Lcf20em2f","Yes","LCD","Flat","High Definition (720P)","Primary",30.0000,,64.0000,,"Yes","Unknown",,"Unknown","Full","No","No","No",1,,0,,"Yes","Cant access stb and customer doesnt know about it","Living Room_1","Living Room"
"Appliance_00018662","SITE_01180","Room_00016859","Television","No",,"Unknown","Unknown","Audiovox","FPE2705","No","LCD","Flat","Unknown","Secondary",27.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Unknown","Cant reach power cord","Family Room_1","Family Room"
"Appliance_00018663","SITE_01180","Room_00016868","Television","Yes",2014,,"N/A","Samsung","UN48H6350AF","Yes","LED LCD","Flat","FHD (1080P)","Primary",48.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,2,,"Unknown","Power cord behind tv stand","Living Room_1","Living Room"
"Appliance_00018883","SITE_01181","Room_00016873","Television","No",,"Unknown","LATKJZEN2203382","Vizio","E3d470vx","No","LCD","Flat","FHD (1080P)","Primary",46.0000,,,"Could not meter","Yes","Xfinity",2015,,"Full","Yes","Unknown","Yes",0,,2,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018884","SITE_01181","Room_00016875","Television","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown",,"Unknown",,"Could not meter","Unknown","N/A",,"N/A","N/A","N/A","N/A","Unknown",,"Unknown",,"Unknown","Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00018887","SITE_01181","Room_00016879","Television","No",,"Unknown","VEAD6A270498","Ölevia","226-s11","Yes","LCD","Flat","Unknown","Secondary",26.0000,,117.0000,,"Yes","Comcast",2015,,"Small","No","Unknown","No",0,,0,,"Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00018924","SITE_01182","Room_00016886","Television","No",,"Unknown","Unknown","Vizio","Unknown","Unknown","LED","Flat","FHD (1080P)","Primary",40.0000,,,"Could not meter","Yes","Comcast",2016,,"Full","No","Yes","Yes",0,,1,,"Unknown","No access to rear of television","Living Room_1","Living Room"
"Appliance_00018917","SITE_01183","Room_00016896","Television","Yes",2009,,"N/A","Insignia","NS-L37Q-10A","Yes","LCD","Flat","FHD (1080P)","Primary",37.0000,,126.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018671","SITE_01184","Room_00016903","Television","No",,"Unknown","LTT6PQGR0301551","Vizio","E241i-B1","Yes","LCD","Flat","FHD (1080P)","Primary",24.0000,,27.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018685","SITE_01185","Room_00016913","Television","Yes",2010,,"N/A","Emerson","Lc3em1f","Yes","LCD","Flat","High Definition (720P)","Primary",28.0000,,68.0000,,"Yes","Comcast",2017,,"Full","Yes","No","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018672","SITE_01186","Room_00016916","Television","No",,"Unknown","10236000221","Vizio","D43-c1","Yes","LCD","Flat","FHD (1080P)","Primary",43.0000,,56.0000,,"Yes","Comcast",2016,,"Small","No","No","No",0,,1,,"Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00018701","SITE_01187","Room_00016924","Television","No",,"Unknown","6164831","Sony","KDL-32R400A","Yes","LCD","Flat","High Definition (720P)","Primary",32.0000,,28.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018702","SITE_01187","Room_00016928","Television","No",,"Unknown","Unknown","General Electric","Unknown","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Secondary",26.0000,,66.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Bedroom_2","Bedroom"
"Appliance_00019556","SITE_01188","Room_00016938","Television","Yes",2009,,"N/A","Panasonic","TC-L32X1","Yes","LCD","Flat","High Definition (720P)","Primary",32.0000,,67.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018673","SITE_01189","Room_00016943","Television","No",,"Unknown","608RMMDA3891","LG","49uh6030-ud","No","LCD","Flat","UHD (4080P)","Primary",50.0000,,,"Could not meter","Yes","Comcast",2016,,"Small","No","Yes","Yes",0,,1,,"Yes","Participant watching TV, doesnt want to unplug for wattage meter","Living Room_1","Living Room"
"Appliance_00018925","SITE_01190","Room_00016949","Television","Yes",2011,,"N/A","Samsung","Ln32d450g1d","No","LCD","Flat","FHD (1080P)","Secondary",32.0000,,42.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","N/A","Bedroom_6","Bedroom"
"Appliance_00018949","SITE_01190","Room_00016950","Television","Yes",2013,,"N/A","Emerson","Lf320em4 a","Yes","LED","Flat","High Definition (720P)","Secondary",36.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Couldnt get to plug","Bedroom_1","Bedroom"
"Appliance_00018950","SITE_01190","Room_00016954","Television","Yes",2016,,"N/A","Emerson","Lf503em7f","Yes","LED","Flat","High Definition (720P)","Secondary",58.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Use it for gaming. Not currently plugged in","Living Room_1","Living Room"
"Appliance_00018951","SITE_01190","Room_00016954","Television","No",,"Unknown","03MD3CTGB00503Y","Samsung","Un55ju6500fxza","Yes","LED","Flat","UHD (4080P)","Primary",60.0000,,,"Could not meter","Yes","Xfinity",2016,,"Full","Yes","No","No",0,,0,,"Yes","Customer refused wattage","Living Room_1","Living Room"
"Appliance_00023094","SITE_01192","Room_00016968","Television","Yes",2010,,"N/A","Sony","Kelsey-32ex500","No","LCD","Flat","FHD (1080P)","Primary",32.0000,,,"Could not meter","Yes","Comcast",2012,,"Small","No","No","No",0,,1,,"Unknown","Tv within furniture, could not access plug behind tv","Living Room_1","Living Room"
"Appliance_00023095","SITE_01192","Room_00016977","Television","Yes",2007,,"N/A","Toshiba","47hl167","No","LCD","Flat","FHD (1080P)","Secondary",47.0000,,,"Could not meter","Yes","Comcast",2012,,"Full","No","No","No",0,,0,,"No","No access to plug, tv in furniture","Family Room_1","Family Room"
"Appliance_00018666","SITE_01193","Room_00016992","Television","Yes",2011,,"N/A","Panasonic","TC-L32C3","Yes","LCD","Flat","FHD (1080P)","Secondary",32.0000,,54.0000,,"Yes","Comcast",2016,,"Small","No","Unknown","No",0,,0,,"Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00018703","SITE_01193","Room_00017004","Television","Yes",2013,,"N/A","Samsung","UN60F6300AF","Yes","LED","Flat","FHD (1080P)","Primary",60.0000,,110.0000,,"Yes","Comcast",2016,,"Full","No","No","No",0,,2,,"No","N/A","Kitchen_2","Kitchen"
"Appliance_00018871","SITE_01194","Room_00017012","Television","No",,"Unknown","Unknown","TCL","Roku tv","Unknown","LED","Flat","FHD (1080P)","Primary",40.0000,,66.0000,,"Yes","Comcast",2016,,"Full","No","Unknown","Yes",1,,0,,"Yes","N/A","Living Room_2","Living Room"
"Appliance_00018669","SITE_01195","Room_00017021","Television","No",,"Unknown","307822164","Sharp","LC-60LE755u","Yes","LCD","Flat","FHD (1080P)","Primary",60.0000,,60.0000,,"Yes","Comcast",2016,,"Small","No","No","Yes",0,,0,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018670","SITE_01195","Room_00017031","Television","No",,"Unknown","Unknown","LG","Unknown","Unknown","LCD","Flat","Unknown","Secondary",60.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,0,,"No","Mounted on wall, cant access","Living Room_1","Living Room"
"Appliance_00019569","SITE_01196","Room_00017042","Television","No",,"Unknown","LWZASGAR0504666","Vizio","E48-c2","Yes","LED","Flat","FHD (1080P)","Primary",48.0000,,,"Could not meter","Yes","Directv",,"Unknown","Full","Yes","No","No",0,,2,,"Yes","Cant access back of it or get the plug in","Family Room_1","Family Room"
"Appliance_00019570","SITE_01196","Room_00017044","Television","No",,"Unknown","Unknown","Panasonic","Unknown","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","No",24.0000,,81.0000,,"Yes","Directv",,"Unknown","Full","Yes","No","No",0,,1,,"No","N/A","Bedroom_4","Bedroom"
"Appliance_00019571","SITE_01196","Room_00017048","Television","No",,"Unknown","VDLU76191119","Ölevia","237-t13","Yes","LCD","Flat","High Definition (720P)","Primary",44.0000,,148.0000,,"Yes","Directv",,"Unknown","Full","Yes","No","No",0,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018918","SITE_01197","Room_00017052","Television","Yes",2010,,"N/A","Samsung","UN65C6400RFXZA","Yes","LED","Flat","High Definition (720P)","Primary",55.0000,,163.0000,,"Yes","Comcast",2016,,"Full","Yes","No","Yes",0,,2,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018919","SITE_01197","Room_00017057","Television","Yes",2010,,"N/A","Vizio","E320VA","Yes","LCD","Flat","High Definition (720P)","Secondary",32.0000,,74.0000,,"Yes","Comcast",2016,,"Small","Yes","No","No",0,,0,,"No","N/A","Bedroom_2","Bedroom"
"Appliance_00018835","SITE_01198","Room_00017067","Television","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","LED","Flat","FHD (1080P)","Primary",64.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Unknown",1,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018945","SITE_01199","Room_00017082","Television","Yes",2012,,"N/A","HiSense","40k360","No","LED","Flat","High Definition (720P)","Secondary",40.0000,,,"Could not meter","Yes","Xfinity",2015,,"Small","Unknown","No","No",0,,0,,"No","Cant access plug","Bedroom_2","Bedroom"
"Appliance_00018946","SITE_01199","Room_00017085","Television","No",,"Unknown","Unknown","Sceptre","Unknown","Unknown","LED","Flat","Unknown","Primary",48.0000,,,"Could not meter","Yes","Xfinity",2015,,"Full","No","No","Yes",0,,0,,"Yes","Customer refused wattage","Living Room_1","Living Room"
"Appliance_00018947","SITE_01200","Room_00017091","Television","Yes",2013,,"N/A","LG","24ln451b","Yes","LCD","Flat","Standard Definition","Secondary",22.0000,,,"Could not meter","Yes","Dish Network",2013,,"Small","Yes","No","No",0,,0,,"No","Cant access plug","Bedroom_1","Bedroom"
"Appliance_00018948","SITE_01200","Room_00017098","Television","No",,"Unknown","8007106","Sony","Kd.-55ex710","Yes","LCD","Flat","FHD (1080P)","Primary",56.0000,,,"Could not meter","Yes","Dish Network",2013,,"Full","Yes","Unknown","No",0,,1,,"No","N/A","Family Room_1","Family Room"
"Appliance_00018886","SITE_01201","Room_00017111","Television","No",,"Unknown","13F077104838","Insignia","Ns-32d200na14","Yes","LED","Flat","High Definition (720P)","Primary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",1,,2,,"Unknown","Cant access without moving furniture","Living Room_1","Living Room"
"Appliance_00020072","SITE_01202","Room_00017119","Television","No",,"Unknown","Unknown","Panasonic","Viefa","Yes","Plasma","Flat","FHD (1080P)","Primary",42.0000,,,"Could not meter","Yes","Directv",2015,,"Full","Yes","Yes","Yes",0,,1,,"Yes","Could not access plug","Family Room_1","Family Room"
"Appliance_00020073","SITE_01202","Room_00017126","Television","No",,"Unknown","036W3CCFA02022P","Samsung","Un65hu7200","Yes","LED","Curved","UHD (4080P)","Primary",65.0000,,265.0000,,"Yes","Directv",2013,,"Full","Yes","Yes","Yes",0,,3,,"Yes","Could not get tv off menu, 120 watts","Living Room_1","Living Room"
"Appliance_00020062","SITE_01202","Room_00017117","Television","Yes",2015,,"N/A","Samsung","UN32H5201AF","Yes","LED","Flat","FHD (1080P)","Secondary",32.0000,,51.0000,,"Yes","Directv",2015,,"Small","Unknown","Unknown","Yes",0,,0,,"No","N/A","Bedroom_6","Bedroom"
"Appliance_00018928","SITE_01203","Room_00017133","Television","Yes",1999,,"N/A","Philips","Cca192at31","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","No",23.0000,,,"Could not meter","Yes","Click",2015,,"Small","No","No","No",0,,0,,"Unknown","No access to plug","Kitchen_1","Kitchen"
"Appliance_00018929","SITE_01203","Room_00017134","Television","Yes",2014,,"N/A","Samsung","Un49h6203","No","LCD","Flat","FHD (1080P)","Primary",40.0000,,,"Could not meter","Yes","Click",2014,,"Full","No","No","No",0,,2,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018952","SITE_01203","Room_00017137","Television","Yes",2014,,"N/A","Insignia","Ns-39d310na15 rev b","Yes","LED","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","Yes","Click",,"Unknown","Full","Unknown","No","No",0,,0,,"Unknown","Cant access plug","Bedroom_6","Bedroom"
"Appliance_00018930","SITE_01203","Room_00017135","Television","Yes",2011,,"N/A","RCA","32la30rqd","Yes","LCD","Flat","FHD (1080P)","Primary",32.0000,,,"Could not meter","Yes","Click",2014,,"Small","No","No","No",0,,0,,"Unknown","No access to plug","Bedroom_1","Bedroom"
"Appliance_00018868","SITE_01204","Room_00017143","Television","Yes",2009,,"N/A","Panasonic","Tc-p42x1","Yes","Plasma","Flat","FHD (1080P)","Primary",42.0000,,247.0000,,"Yes","Dish Network",2015,,"Full","No","No","No",0,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018869","SITE_01204","Room_00017147","Television","Yes",1998,,"N/A","Philips","Ps1944 c125","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",19.0000,,66.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00018926","SITE_01205","Room_00017157","Television","Yes",2009,,"N/A","Sony","Kdl-32l5000","Yes","LCD","Flat","FHD (1080P)","Secondary",32.0000,,89.0000,,"Yes","Comcast",2016,,"Small","No","No","No",0,,2,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018927","SITE_01205","Room_00017167","Television","No",,"Unknown","Unknown","Hitachi","Unknown","Unknown","LCD","Flat","Unknown","Primary",40.0000,,,"Could not meter","Yes","Comcast",2016,,"Full","No","No","Unknown",0,,0,,"Unknown","Wall mounted, no access to plug or nameplate","Bedroom_3","Bedroom"
"Appliance_00018782","SITE_01206","Room_00017176","Television","No",,"Unknown","04MQ3CYGB05246L","Samsung","UN48J520DAFXZA","No","LCD","Flat","FHD (1080P)","Primary",48.0000,,55.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018783","SITE_01206","Room_00017184","Television","No",,"Unknown","906867368","Sharp","LC-C3237U","No","LCD","Flat","High Definition (720P)","Secondary",32.0000,,110.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00018784","SITE_01206","Room_00017185","Television","No",,"Unknown","Z4S0HCKD300615E","Samsung","LT22B35040","No","LCD","Flat","High Definition (720P)","Secondary",22.0000,,47.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_2","Bedroom"
"Appliance_00018699","SITE_01207","Room_00017189","Television","Yes",2016,,"N/A","Vizio","E55-C2","Yes","LED","Flat","FHD (1080P)","Primary",60.0000,,60.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018700","SITE_01207","Room_00017194","Television","No",,"Unknown","LWZ2SHAR4600373","Vizio","E55-C2","No","LCD","Flat","FHD (1080P)","Primary",55.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_2","Bedroom"
"Appliance_00020583","SITE_01208","Room_00017205","Television","No",,"Unknown","LQKEADK2106986","Vizio","VO320E","No","LCD","Flat","High Definition (720P)","Secondary",32.0000,,70.0000,,"Yes","Comcast",2016,,"Small","No","No","No",0,,0,,"Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00020584","SITE_01208","Room_00017209","Television","Yes",2011,,"N/A","Samsung","UN55D60TFXZA","No","LED","Flat","FHD (1080P)","Primary",55.0000,,160.0000,,"Yes","Comcast",2016,,"Full","No","No","No",0,,1,,"Yes","N/A","Living Room_2","Living Room"
"Appliance_00018792","SITE_01209","Room_00017221","Television","Yes",2009,,"N/A","Samsung","Ln46b630n1f","Yes","LCD","Flat","FHD (1080P)","Primary",46.0000,,45.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,2,,"Unknown","No access to cable","Living Room_1","Living Room"
"Appliance_00018793","SITE_01209","Room_00017236","Television","No",,"Unknown","LWJJPZBQ3200922","Vizio","M552i-b2","Yes","LED","Flat","FHD (1080P)","Primary",55.0000,,124.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",1,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00018787","SITE_01209","Room_00017219","Television","Yes",2007,,"N/A","Samsung","HL756675","No","Plasma","Flat","FHD (1080P)","Secondary",57.0000,,177.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Family Room_3","Family Room"
"Appliance_00018668","SITE_01210","Room_00017245","Television","No",,"Unknown","Unknown","Sharp","Unknown","Yes","LCD","Flat","FHD (1080P)","Primary",42.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Unknown",0,,0,,"Unknown","Has this plugged into server, no access to back","Living Room_1","Living Room"
"Appliance_00018859","SITE_01211","Room_00017261","Television","Yes",2012,,"N/A","Samsung","UN32EH4050F","Yes","LED","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","Yes","Comcast",,"Unknown","Small","No","No","No",0,,1,,"No","N/A","Family Room_2","Family Room"
"Appliance_00018860","SITE_01211","Room_00017271","Television","Yes",2007,,"N/A","Samsung","Ln-t375a","Yes","LED","Flat","High Definition (720P)","No",37.0000,,,"Could not meter","Yes","Comcast",,"Unknown","Full","No","No","No",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00018861","SITE_01211","Room_00017274","Television","Yes",2014,,"N/A","Sony","XBR-49X850B","Yes","LED","Flat","UHD (4080P)","Primary",49.0000,,196.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018761","SITE_01212","Room_00017283","Television","No",,"Unknown","Unknown","Sharp","Unknown","Yes","LCD","Flat","Unknown","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Could not access plugs or nameplate","Living Room_2","Living Room"
"Appliance_00018762","SITE_01212","Room_00017287","Television","No",,"Unknown","Unknown","RCA","Unknown","Unknown","LCD","Flat","FHD (1080P)","Primary",52.0000,,112.0000,,"Yes","Unknown",2015,,"Small","No","Unknown","Unknown",1,,2,,"Yes","Wattage measured with blank screen","Hall_2","Hall"
"Appliance_00018763","SITE_01212","Room_00017289","Television","No",,"Unknown","Unknown","Sylvania","Unknown","Unknown","LCD","Flat","Unknown","Secondary",33.0000,,,"Could not meter","Yes","Comcast",,"Unknown","Small","No","Unknown","Unknown",0,,0,,"No","Could not access backside of tv","Kitchen_1","Kitchen"
"Appliance_00018872","SITE_01213","Room_00017301","Television","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","LED","Flat","FHD (1080P)","Primary",58.5000,,,"Could not meter","Yes","Directv",2015,,"Full","Yes","Unknown","Yes",0,,2,,"No","No access. Mounted to wall.","Living Room_1","Living Room"
"Appliance_00018873","SITE_01213","Room_00017307","Television","No",,"Unknown","Unknown","LG","Unknown","Unknown","LED","Flat","FHD (1080P)","Secondary",55.0000,,,"Could not meter","Yes","Directv",2015,,"Small","Yes","No","Yes",0,,1,,"Unknown","Wall mounted no access. Cable behind large dresser","Bedroom_1","Bedroom"
"Appliance_00018874","SITE_01213","Room_00017315","Television","No",,"Unknown","217LC46MS70AH006977","Dynex","Dx-46l261a12","Yes","LCD","Flat","FHD (1080P)","Tertiary",46.0000,,180.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_3","Bedroom"
"Appliance_00018858","SITE_01214","Room_00017324","Television","Yes",2010,,"N/A","Sony","KDL32-EX400","Yes","LCD","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","No access","Bedroom_4","Bedroom"
"Appliance_00018800","SITE_01214","Room_00017319","Television","Yes",2008,,"N/A","Sony","KDL-46Z4100","Yes","LCD","Flat","FHD (1080P)","Primary",46.0000,,27.0000,,"Yes","Comcast",2016,,"Full","Yes","Yes","No",0,,1,,"Yes","N/A","Family Room_3","Family Room"
"Appliance_00018764","SITE_01215","Room_00017337","Television","Yes",2014,,"N/A","LG","42lb5600-ub","Yes","LED","Flat","Unknown","Secondary",42.0000,,60.0000,,"Yes","Comcast",2015,,"Full","Unknown","Unknown","No",0,,1,,"Yes","N/A","Living Room_3","Living Room"
"Appliance_00018853","SITE_01216","Room_00017354","Television","No",,"Unknown","5096161","Sony","KDL-60R510A","Yes","LED","Flat","FHD (1080P)","No",60.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Can't access power","Living Room_1","Living Room"
"Appliance_00018854","SITE_01216","Room_00017357","Television","No",,"Unknown","Unknown","Panasonic","Unknown","Yes","LED","Flat","FHD (1080P)","Secondary",50.0000,,156.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Family Room_1","Family Room"
"Appliance_00018855","SITE_01216","Room_00017361","Television","Yes",2011,,"N/A","LG","32LK450","Yes","LCD","Flat","FHD (1080P)","No",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_4","Bedroom"
"Appliance_00018856","SITE_01216","Room_00017363","Television","No",,"Unknown","Unknown","Sony","KDL-60R510A","Yes","LED","Flat","FHD (1080P)","Primary",60.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Can't access wattage","Bedroom_1","Bedroom"
"Appliance_00020070","SITE_01217","Room_00017376","Television","Yes",2013,,"N/A","Samsung","Un40f6300afxza","Yes","LED","Flat","FHD (1080P)","Primary",40.0000,,91.0000,,"Yes","Xfinity",2012,,"Full","Yes","Yes","Yes",0,,1,,"Yes","N/A","Family Room_2","Family Room"
"Appliance_00019700","SITE_01218","Room_00017378","Television","No",,"Unknown","Unknown","Philips","Unknown","Yes","LED","Flat","FHD (1080P)","Primary",55.0000,,,"Could not meter","Yes","Directv",2015,,"Small","No","No","Unknown",0,,1,,"Unknown","Tv wall mounted, no access to plug or nameplate","Family Room_1","Family Room"
"Appliance_00019701","SITE_01218","Room_00017384","Television","No",,"Unknown","Unknown","Toshiba","Unknown","No","LCD","Flat","FHD (1080P)","Secondary",32.0000,,,"Could not meter","Yes","Directv",2015,,"Full","Yes","No","No",0,,0,,"No","Tv fits too tightly in cabinetry to access nameplate or plug","Family Room_2","Family Room"
"Appliance_00019697","SITE_01219","Room_00017394","Television","No",,"Unknown","012829530","Sharp","Lc52le820un","No","LCD","Flat","FHD (1080P)","Primary",52.0000,,,"Could not meter","Yes","Crestview Cable",2015,,"Full","Yes","No","No",0,,2,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00019698","SITE_01219","Room_00017399","Television","Yes",2016,,"N/A","Philips","50pfl5601/f7","No","LCD","Flat","FHD (1080P)","Secondary",50.0000,,107.0000,,"Yes","Crestview Cable",2015,,"Full","Yes","No","Yes",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00019699","SITE_01219","Room_00017401","Television","No",,"Unknown","808813422","Sharp","Of-32sb23u","Yes","LCD","Flat","FHD (1080P)","No",32.0000,,97.0000,,"Yes","Crestview Cable",2015,,"Small","No","No","No",0,,0,,"Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00019702","SITE_01220","Room_00017407","Television","No",,"Unknown","Unknown","Sharp","Unknown","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Primary",23.0000,,,"Could not meter","Yes","Dish Network",2017,,"Full","No","No","No",0,,1,,"Unknown","CRT in a cabinet, no access to nameplate or plugs","Living Room_1","Living Room"
"Appliance_00019703","SITE_01220","Room_00017414","Television","Yes",2010,,"N/A","Sony","Kdl-32bx300","Yes","LCD","Flat","High Definition (720P)","Secondary",32.0000,,73.1000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Bedroom_6","Bedroom"
