"PK_Envelope_ID","CK_SiteID","Construction Type","Framing Type","Foundation Type","Total Building Levels","Building Level","Building Level_notes","Area","Area_notes","Average Height","Average Height_notes","Volume","Volume_notes"
"Envelope_00010880","SITE_00937","Frame","Wood","> 90% Crawlspace","1",1,,938.0000,,7.5000,,7035.0000,
"Envelope_00010881","SITE_00938","Frame","Wood","> 90% Crawlspace","1",1,,1085.5000,,7.2000,,7969.0000,
"Envelope_00010882","SITE_00939","Frame","Wood","> 90% Crawlspace","1",1,,924.0000,,8.0000,,7392.0000,
"Envelope_00010883","SITE_00940","Frame","Wood","> 90% Crawlspace","1",1,,460.0000,,7.0000,,3220.0000,
"Envelope_00010884","SITE_00941","Frame","Wood","> 90% Crawlspace","1",1,,1833.0000,,7.5000,,13748.0000,
"Envelope_00010885","SITE_00942","Frame","Wood","> 90% Crawlspace","1",1,,904.0000,,7.2500,,6748.0000,
"Envelope_00011107","SITE_00954","Frame","Wood","> 90% Crawlspace","1",1,,1770.0000,,7.7500,,13718.0000,
"Envelope_00002625","SITE_00957","Frame","Wood","> 90% Conditioned Basement","1",1,,1152.0000,,7.0000,,8064.0000,
"Envelope_00002626","SITE_00957","Frame","Wood","> 90% Conditioned Basement","1",2,,1152.0000,,8.0000,,9216.0000,
"Envelope_00010890","SITE_00958","Frame","Wood","> 90% Crawlspace","1",1,,1064.0000,,8.0000,,8512.0000,
"Envelope_00010891","SITE_00959","Frame","Wood","> 90% Conditioned Basement","2.5",1,,1051.0000,,7.0000,,7357.0000,
"Envelope_00010892","SITE_00959","Frame","Wood","> 90% Conditioned Basement","2.5",2,,1051.0000,,11.6250,,10904.0000,
"Envelope_00010893","SITE_00959","Frame","Wood","> 90% Conditioned Basement","2.5",3,,859.0000,,8.0000,,6872.0000,
"Envelope_00010894","SITE_00960","Frame","Other","> 90% Conditioned Basement","1.5",1,,1489.0000,,7.5400,,10979.0000,
"Envelope_00010895","SITE_00960","Frame","Other","> 90% Conditioned Basement","1.5",2,,1489.0000,,7.9000,,11764.0000,
"Envelope_00011136","SITE_00961","Frame","Wood","> 90% Crawlspace","1",1,,0.0000,,0.0000,,0.0000,
"Envelope_00011137","SITE_00961","Frame","Wood","> 90% Crawlspace","1",2,,1690.0000,,9.4300,,17041.0000,
"Envelope_00011066","SITE_00962","Frame","Wood","> 90% Conditioned Basement","2",1,,1145.0000,,8.0000,,9160.0000,
"Envelope_00011067","SITE_00962","Frame","Wood","> 90% Conditioned Basement","2",2,,1145.0000,,7.8000,,9088.0000,
"Envelope_00011068","SITE_00962","Frame","Wood","> 90% Conditioned Basement","2",3,,706.0000,,8.0000,,5648.0000,
"Envelope_00010896","SITE_00963","Frame","Wood","> 90% Conditioned Basement","1.5",1,,720.0000,,7.6000,,5472.0000,
"Envelope_00010897","SITE_00963","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1312.0000,,8.5833,,12330.0000,
"Envelope_00010898","SITE_00963","Frame","Wood","> 90% Conditioned Basement","1.5",3,,1020.0000,,8.0000,,8160.0000,
"Envelope_00010899","SITE_00964","Frame","Wood","> 90% Crawlspace","1",1,,1020.0000,,8.0000,,8160.0000,
"Envelope_00010900","SITE_00965","Frame","Wood","> 90% Conditioned Basement","1",1,,1457.0000,,8.4200,,12268.0000,
"Envelope_00010901","SITE_00965","Frame","Wood","> 90% Conditioned Basement","1",2,,1457.0000,,8.5750,,12369.0000,
"Envelope_00002627","SITE_00966","Frame","Wood","> 90% Conditioned Basement","1",1,,0.0000,,0.0000,,0.0000,
"Envelope_00002628","SITE_00966","Frame","Wood","> 90% Conditioned Basement","1",2,,1116.0000,,8.0000,,8928.0000,
"Envelope_00010902","SITE_00967","Frame","Wood","> 90% Conditioned Basement","1",1,,1440.0000,,7.6200,,10973.0000,
"Envelope_00010903","SITE_00967","Frame","Wood","> 90% Conditioned Basement","1",2,,0.0000,,0.0000,,0.0000,
"Envelope_00010904","SITE_00968","Frame","Wood","> 90% Slab","1",1,,225.0000,,7.0000,,1575.0000,
"Envelope_00010905","SITE_00968","Frame","Wood","> 90% Slab","1",2,,1000.0000,,8.0000,,8000.0000,
"Envelope_00010906","SITE_00969","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1030.2000,,7.5000,,7727.0000,
"Envelope_00010907","SITE_00969","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1030.2000,,8.0000,,8242.0000,
"Envelope_00010908","SITE_00970","Frame","Wood","> 90% Slab","2",1,,860.0000,,9.8000,,8284.0000,
"Envelope_00010909","SITE_00970","Frame","Wood","> 90% Slab","2",2,,815.0000,,8.2500,,6641.0000,
"Envelope_00010910","SITE_00971","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1265.0000,,7.5000,,9154.0000,
"Envelope_00010911","SITE_00971","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1001.0000,,8.3333,,8399.0000,
"Envelope_00011063","SITE_00972","Frame","Wood","> 90% Conditioned Basement","1.5",1,,875.0000,,6.5000,,5688.0000,
"Envelope_00011064","SITE_00972","Frame","Wood","> 90% Conditioned Basement","1.5",2,,875.0000,,7.5000,,6563.0000,
"Envelope_00011065","SITE_00972","Frame","Wood","> 90% Conditioned Basement","1.5",3,,486.0000,,7.5000,,3645.0000,
"Envelope_00010912","SITE_00973","Frame","Wood","> 90% Conditioned Basement","2",1,,1748.0000,,7.8300,,13687.0000,
"Envelope_00010913","SITE_00973","Frame","Wood","> 90% Conditioned Basement","2",2,,1749.0000,,10.8725,,24085.0000,
"Envelope_00010914","SITE_00973","Frame","Wood","> 90% Conditioned Basement","2",3,,1578.0000,,9.3250,,13727.0000,
"Envelope_00011127","SITE_00974","Frame","Wood","> 90% Crawlspace","1",1,,1672.0000,,8.5000,,14212.0000,
"Envelope_00010915","SITE_00975","Frame","Wood","> 90% Crawlspace","1",1,,988.0000,,8.0000,,7904.0000,
"Envelope_00010916","SITE_00976","Frame","Wood","> 90% Crawlspace","1",1,,1275.0000,,7.8700,,10034.0000,
"Envelope_00010917","SITE_00977","Frame","Wood","> 90% Crawlspace","2",1,,740.0000,,4.5000,,3330.0000,
"Envelope_00010918","SITE_00977","Frame","Wood","> 90% Crawlspace","2",2,,740.0000,,8.0000,,5920.0000,
"Envelope_00010919","SITE_00977","Frame","Wood","> 90% Crawlspace","2",3,,740.0000,,8.2500,,6105.0000,
"Envelope_00010920","SITE_00978","Frame","Wood","> 90% Conditioned Basement","1",1,,1973.3000,,7.1400,,14090.0000,
"Envelope_00010921","SITE_00978","Frame","Wood","> 90% Conditioned Basement","1",2,,1973.3000,,7.9500,,15688.0000,
"Envelope_00010922","SITE_00979","Frame","Wood","> 90% Conditioned Basement","1",1,,0.0000,,0.0000,,0.0000,
"Envelope_00010923","SITE_00979","Frame","Wood","> 90% Conditioned Basement","1",2,,2016.0000,,7.7500,,15624.0000,
"Envelope_00010924","SITE_00980","Frame","Wood","> 90% Conditioned Basement","1",1,,1159.0000,,7.5800,,8786.0000,
"Envelope_00010925","SITE_00980","Frame","Wood","> 90% Conditioned Basement","1",2,,1159.0000,,7.9000,,9156.0000,
"Envelope_00010926","SITE_00981","Frame","Masonry","> 90% Conditioned Basement","1",1,,964.2000,,6.5000,,6268.0000,
"Envelope_00010927","SITE_00981","Frame","Masonry","> 90% Conditioned Basement","1",2,,964.2000,,8.0000,,7714.0000,
"Envelope_00010928","SITE_00982","Frame","Wood","> 90% Crawlspace","1",1,,1437.0000,,8.3500,,11829.0000,
"Envelope_00010929","SITE_00983","Frame","Wood","> 90% Slab","2",1,,1148.0000,,8.5000,,9758.0000,
"Envelope_00010930","SITE_00983","Frame","Wood","> 90% Slab","2",2,,930.0000,,6.4000,,6029.0000,
"Envelope_00010931","SITE_00984","Frame","Wood","> 90% Crawlspace","1",1,,1060.5000,,6.8000,,7684.0000,
"Envelope_00010932","SITE_00985","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1647.0000,,7.0000,,11529.0000,
"Envelope_00010933","SITE_00985","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1647.0000,,8.5000,,14128.0000,
"Envelope_00010934","SITE_00986","Frame","Wood","> 90% Crawlspace","1",1,,1196.0000,,8.0000,,9568.0000,
"Envelope_00010935","SITE_00987","Frame","Wood","> 90% Conditioned Basement","1",1,,1716.0000,,7.6600,,13145.0000,
"Envelope_00010936","SITE_00987","Frame","Wood","> 90% Conditioned Basement","1",2,,1818.0000,,8.0500,,14675.0000,
"Envelope_00010937","SITE_00988","Frame","Wood","Mixed Conditioned Basement and Slab","1.5",1,,1585.0000,,8.0000,,12680.0000,
"Envelope_00010938","SITE_00988","Frame","Wood","Mixed Conditioned Basement and Slab","1.5",2,,2402.0000,,11.0000,,26422.0000,
"Envelope_00011101","SITE_00989","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1012.0000,,7.0000,,7084.0000,
"Envelope_00011102","SITE_00989","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1012.0000,,8.0000,,8096.0000,
"Envelope_00010939","SITE_00990","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1183.1000,,7.8000,,9228.0000,
"Envelope_00010940","SITE_00990","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1743.5000,,9.0000,,15692.0000,
"Envelope_00010941","SITE_00992","Frame","Wood","> 90% Conditioned Basement","1",1,,1050.0000,,8.0000,,8400.0000,
"Envelope_00010942","SITE_00992","Frame","Wood","> 90% Conditioned Basement","1",2,,1050.0000,,8.0000,,8400.0000,
"Envelope_00010943","SITE_00993","Frame","Wood","> 90% Conditioned Basement","1.5",1,,688.0000,,8.0000,,5504.0000,
"Envelope_00010944","SITE_00993","Frame","Wood","> 90% Conditioned Basement","1.5",2,,864.0000,,8.0000,,6912.0000,
"Envelope_00010945","SITE_00994","Frame","Wood","> 90% Crawlspace","1",1,,400.0000,,7.7500,,3100.0000,
"Envelope_00010946","SITE_00995","Frame","Wood","> 90% Crawlspace","2",1,,1176.0000,,9.1667,,10058.0000,
"Envelope_00010947","SITE_00995","Frame","Wood","> 90% Crawlspace","2",2,,588.5000,,8.0000,,4708.0000,
"Envelope_00010948","SITE_00996","Frame","Wood","> 90% Unconditioned Basement","1",1,,2049.7000,,8.5000,,17422.0000,
"Envelope_00010949","SITE_00996","Frame","Wood","> 90% Unconditioned Basement","1",2,,3465.7000,,9.2500,,32538.0000,
"Envelope_00010950","SITE_00997","Frame","Wood","> 90% Conditioned Basement","1",1,,1205.0000,,8.1700,,9845.0000,
"Envelope_00010951","SITE_00997","Frame","Wood","> 90% Conditioned Basement","1",2,,1205.0000,,8.2600,,9953.0000,
"Envelope_00010952","SITE_00998","Frame","Wood","> 90% Crawlspace","1.5",1,,1486.5000,,7.5000,,11764.0000,
"Envelope_00010953","SITE_00998","Frame","Wood","> 90% Crawlspace","1.5",2,,787.5000,,9.0000,,7088.0000,
"Envelope_00010954","SITE_00999","Frame","Wood","Mixed Crawlspace and Slab","1.5",1,,650.0000,,7.5000,,4875.0000,
"Envelope_00010955","SITE_00999","Frame","Wood","Mixed Crawlspace and Slab","1.5",2,,650.0000,,8.0000,,5200.0000,
"Envelope_00010956","SITE_00999","Frame","Wood","Mixed Crawlspace and Slab","1.5",3,,650.0000,,8.0000,,5200.0000,
"Envelope_00010957","SITE_01000","Frame","Wood","> 90% Crawlspace","1",1,,1178.0000,,7.2500,,8715.0000,
"Envelope_00010958","SITE_01001","Frame","Wood","> 90% Crawlspace","1",1,,876.0000,,7.8500,,6877.0000,
"Envelope_00010959","SITE_01002","Frame","Wood","> 90% Slab","2",1,,648.0000,,8.0000,,5184.0000,
"Envelope_00010960","SITE_01002","Frame","Wood","> 90% Slab","2",2,,648.0000,,8.7500,,5256.0000,
"Envelope_00011134","SITE_01003","Frame","Wood","> 90% Conditioned Basement","1",1,,770.0000,,7.0000,,5390.0000,
"Envelope_00011135","SITE_01003","Frame","Wood","> 90% Conditioned Basement","1",2,,910.0000,,8.0000,,7280.0000,
"Envelope_00010961","SITE_01004","Frame","Wood","> 90% Conditioned Basement","1.5",1,,500.0000,,8.0000,,4000.0000,
"Envelope_00010962","SITE_01004","Frame","Wood","> 90% Conditioned Basement","1.5",2,,513.0000,,8.0000,,4104.0000,
"Envelope_00011075","SITE_01005","Frame","Wood","> 90% Crawlspace","1",1,,572.0000,,8.0000,,4576.0000,
"Envelope_00010963","SITE_01006","Frame","Wood","> 90% Crawlspace","2",1,,847.0000,,10.1667,,7823.0000,
"Envelope_00010964","SITE_01006","Frame","Wood","> 90% Crawlspace","2",2,,511.0000,,6.5000,,3322.0000,
"Envelope_00011058","SITE_01007","Frame","Wood","> 90% Unconditioned Basement","2",1,,1246.0000,,7.0000,,8722.0000,
"Envelope_00011059","SITE_01007","Frame","Wood","> 90% Unconditioned Basement","2",2,,1486.0000,,9.0000,,12608.0000,
"Envelope_00011060","SITE_01007","Frame","Wood","> 90% Unconditioned Basement","2",3,,1246.0000,,8.0000,,9968.0000,
"Envelope_00011112","SITE_01008","N/A","Wood","> 90% Crawlspace","2",1,,624.0000,,11.5000,,7176.0000,
"Envelope_00011113","SITE_01008","N/A","Wood","> 90% Crawlspace","2",2,,1152.0000,,10.0000,,11088.0000,
"Envelope_00011114","SITE_01008","N/A","Wood","> 90% Crawlspace","2",3,,684.0000,,6.5000,,4446.0000,
"Envelope_00010965","SITE_01009","Frame","Wood","> 90% Crawlspace","1",1,,924.0000,,7.3000,,6745.0000,
"Envelope_00010966","SITE_01010","Frame","Wood","Mixed Crawlspace and Slab","1",1,,1472.0000,,9.3750,,14004.0000,
"Envelope_00010967","SITE_01011","Frame","Wood","Mixed Crawlspace and Slab","1.5",1,,1032.0000,,8.0000,,8256.0000,
"Envelope_00010968","SITE_01011","Frame","Wood","Mixed Crawlspace and Slab","1.5",2,,1550.0000,,10.0000,,14704.0000,
"Envelope_00010969","SITE_01012","Frame","Wood","Mixed Crawlspace and Slab","1.5",1,,594.0000,,8.0000,,4752.0000,
"Envelope_00010970","SITE_01012","Frame","Wood","Mixed Crawlspace and Slab","1.5",2,,540.5000,,9.2500,,5000.0000,
"Envelope_00010971","SITE_01012","Frame","Wood","Mixed Crawlspace and Slab","1.5",3,,682.0000,,8.0000,,5456.0000,
"Envelope_00010972","SITE_01013","Frame","Wood","> 90% Crawlspace","1",1,,834.0000,,7.3333,,5892.0000,
"Envelope_00010973","SITE_01013","Frame","Wood","> 90% Crawlspace","1",2,,170.0000,,4.5000,,765.0000,
"Envelope_00010974","SITE_01014","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1",1,,921.5000,,7.5000,,6911.0000,
"Envelope_00010975","SITE_01014","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1",2,,1691.5000,,8.0000,,13532.0000,
"Envelope_00011061","SITE_01015","Frame","Wood","> 90% Unconditioned Basement","1",1,,1422.0000,,8.5000,,12088.0000,
"Envelope_00011062","SITE_01015","Frame","Wood","> 90% Unconditioned Basement","1",2,,1429.0000,,9.5000,,13711.0000,
"Envelope_00010976","SITE_01016","Frame","Wood","> 90% Conditioned Basement","1",1,,2008.0000,,7.9500,,15900.0000,
"Envelope_00010977","SITE_01016","Frame","Wood","> 90% Conditioned Basement","1",2,,0.0000,,0.0000,,0.0000,
"Envelope_00011148","SITE_01017","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1056.0000,,8.0000,,8448.0000,
"Envelope_00011149","SITE_01017","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1130.0000,,8.0000,,9040.0000,
"Envelope_00010978","SITE_01018","Frame","Wood","> 90% Slab","2",1,,957.5000,,8.0000,,7660.0000,
"Envelope_00010979","SITE_01018","Frame","Wood","> 90% Slab","2",2,,689.5000,,7.2000,,4888.0000,
"Envelope_00010980","SITE_01019","Solid masonry","Masonry","> 90% Conditioned Basement","1.5",1,,764.5000,,7.3333,,5882.0000,
"Envelope_00010981","SITE_01019","Solid masonry","Masonry","> 90% Conditioned Basement","1.5",2,,640.0000,,7.7500,,4953.0000,
"Envelope_00010982","SITE_01020","Frame","Wood","> 90% Crawlspace","2",1,,1024.0000,,8.0000,,8192.0000,
"Envelope_00010983","SITE_01020","Frame","Wood","> 90% Crawlspace","2",2,,595.0000,,8.0000,,4760.0000,
"Envelope_00010984","SITE_01021","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1003.0000,,8.4000,,8425.0000,
"Envelope_00010985","SITE_01021","Frame","Wood","> 90% Conditioned Basement","1.5",2,,2515.0000,,9.4250,,24290.0000,
"Envelope_00010986","SITE_01022","Frame","Wood","> 90% Crawlspace","1",1,,1047.1000,,8.2500,,8757.0000,
"Envelope_00010987","SITE_01023","Frame","Wood","> 90% Crawlspace","2",1,,1200.0000,,11.7000,,14976.0000,
"Envelope_00010988","SITE_01023","Frame","Wood","> 90% Crawlspace","2",2,,480.0000,,9.0000,,4320.0000,
"Envelope_00010989","SITE_01024","Frame","Wood","> 90% Conditioned Basement","1",1,,1692.0000,,8.0000,,13536.0000,
"Envelope_00010990","SITE_01024","Frame","Wood","> 90% Conditioned Basement","1",2,,1692.0000,,8.0000,,13536.0000,
"Envelope_00011072","SITE_01025","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1056.0000,,7.5000,,7920.0000,
"Envelope_00011073","SITE_01025","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1024.0000,,8.0000,,8192.0000,
"Envelope_00010991","SITE_01026","Frame","Wood","> 90% Crawlspace","1",1,,1216.0000,,7.7250,,9552.0000,
"Envelope_00011052","SITE_01027","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",1,,741.0000,,7.0000,,5187.0000,
"Envelope_00011053","SITE_01027","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",2,,1231.3000,,8.0000,,9850.0000,
"Envelope_00011054","SITE_01027","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",3,,296.0000,,7.0000,,2072.0000,
"Envelope_00011141","SITE_01028","Frame","Wood","> 90% Crawlspace","1",1,,598.0000,,9.2900,,5576.0000,
"Envelope_00010992","SITE_01029","Frame","Wood","> 90% Slab","1",1,,1288.0000,,8.8500,,11256.0000,
"Envelope_00010993","SITE_01030","Solid masonry","Concrete","> 90% Crawlspace","2",1,,3053.0000,,9.7500,,29767.0000,
"Envelope_00010994","SITE_01030","Solid masonry","Concrete","> 90% Crawlspace","2",2,,462.0000,,8.0000,,3696.0000,
"Envelope_00010995","SITE_01031","Frame","Wood","> 90% Crawlspace","1",1,,1144.0000,,8.0000,,9022.0000,
"Envelope_00010996","SITE_01032","Frame","Wood","> 90% Conditioned Basement","1.5",1,,664.0000,,8.7500,,5810.0000,
"Envelope_00010997","SITE_01032","Frame","Wood","> 90% Conditioned Basement","1.5",2,,756.0000,,8.0000,,6048.0000,
"Envelope_00011110","SITE_01033","Frame","Wood","> 90% Conditioned Basement","1",1,,1288.0000,,8.5000,,10948.0000,
"Envelope_00011111","SITE_01033","Frame","Wood","> 90% Conditioned Basement","1",2,,1892.0000,,8.2500,,16104.0000,
"Envelope_00011074","SITE_01034","Frame","Wood","> 90% Crawlspace","1",1,,2027.0000,,9.2500,,18806.0000,
"Envelope_00010998","SITE_01035","Solid masonry","Concrete","> 90% Crawlspace","1",1,,1348.3000,,8.0000,,10786.0000,
"Envelope_00010999","SITE_01036","Frame","Wood","> 90% Unconditioned Basement","1",1,,1296.0000,,10.0000,,12960.0000,
"Envelope_00011000","SITE_01037","Frame","Wood","> 90% Conditioned Basement","2",1,,1932.0000,,7.5000,,14490.0000,
"Envelope_00011001","SITE_01037","Frame","Wood","> 90% Conditioned Basement","2",2,,1949.0000,,10.9409,,20368.0000,
"Envelope_00011002","SITE_01037","Frame","Wood","> 90% Conditioned Basement","2",3,,624.0000,,8.0000,,4992.0000,
"Envelope_00011003","SITE_01038","Frame","Wood","> 90% Slab","1.5",1,,1612.0000,,8.0000,,12896.0000,
"Envelope_00011004","SITE_01038","Frame","Wood","> 90% Slab","1.5",2,,1577.0000,,8.0000,,12616.0000,
"Envelope_00011005","SITE_01039","Frame","Wood","> 90% Crawlspace","1",1,,728.0000,,8.0000,,5824.0000,
"Envelope_00011006","SITE_01040","Frame","Wood","Mixed Conditioned Basement and Slab","1",1,,1920.0000,,8.1000,,15552.0000,
"Envelope_00011007","SITE_01040","Frame","Wood","Mixed Conditioned Basement and Slab","1",2,,1920.0000,,9.3500,,17136.0000,
"Envelope_00011132","SITE_01041","Frame","Wood","> 90% Conditioned Basement","1",1,,792.0000,,7.0000,,5544.0000,
"Envelope_00011133","SITE_01041","Frame","Wood","> 90% Conditioned Basement","1",2,,792.0000,,8.0000,,6336.0000,
"Envelope_00011008","SITE_01042","Frame","Wood","> 90% Conditioned Basement","1",1,,0.0000,,0.0000,,0.0000,
"Envelope_00011009","SITE_01042","Frame","Wood","> 90% Conditioned Basement","1",2,,2112.0000,,7.7100,,16065.0000,
"Envelope_00011743","SITE_01043","Frame","Wood","Mixed Conditioned Basement and Slab","1.5",1,,1056.0000,,8.0000,,8448.0000,
"Envelope_00011744","SITE_01043","Frame","Wood","Mixed Conditioned Basement and Slab","1.5",2,,1096.0000,,8.0000,,8768.0000,
"Envelope_00011108","SITE_01044","Frame","Wood","> 90% Crawlspace","1",1,,1666.0000,,9.1400,,15219.0000,
"Envelope_00011010","SITE_01045","Frame","Wood","> 90% Crawlspace","1",1,,2716.0000,,8.0000,,21728.0000,
"Envelope_00011011","SITE_01046","Frame","Wood","> 90% Crawlspace","2",1,,974.5000,,9.0000,,8771.0000,
"Envelope_00011012","SITE_01046","Frame","Wood","> 90% Crawlspace","2",2,,969.0000,,7.8750,,8137.0000,
"Envelope_00011140","SITE_01047","Frame","Wood","> 90% Crawlspace","1",1,,864.0000,,8.0000,,6912.0000,
"Envelope_00011069","SITE_01048","Frame","Wood","> 90% Conditioned Basement","1",1,,1718.0000,,8.0000,,13744.0000,
"Envelope_00011070","SITE_01048","Frame","Wood","> 90% Conditioned Basement","1",2,,1732.0000,,8.0000,,13856.0000,
"Envelope_00011013","SITE_01049","Rigid frame (concrete or steel)","Concrete","> 90% Crawlspace","2",1,,1256.0000,,5.0000,,6280.0000,
"Envelope_00011014","SITE_01049","Rigid frame (concrete or steel)","Concrete","> 90% Crawlspace","2",2,,1256.0000,,9.0000,,11304.0000,
"Envelope_00011015","SITE_01049","Rigid frame (concrete or steel)","Concrete","> 90% Crawlspace","2",3,,1256.0000,,8.0000,,10048.0000,
"Envelope_00011115","SITE_01050","Frame","Wood","> 90% Crawlspace","1.5",1,,820.0000,,7.5000,,6151.0000,
"Envelope_00011116","SITE_01050","Frame","Wood","> 90% Crawlspace","1.5",2,,323.0000,,5.5000,,1777.0000,
"Envelope_00011118","SITE_01051","Frame","Wood","> 90% Conditioned Basement","2",1,,1003.0000,,8.5000,,8065.0000,
"Envelope_00011119","SITE_01051","Frame","Wood","> 90% Conditioned Basement","2",2,,1145.0000,,8.0000,,9141.0000,
"Envelope_00011120","SITE_01051","Frame","Wood","> 90% Conditioned Basement","2",3,,481.0000,,10.5000,,5051.0000,
"Envelope_00011016","SITE_01052","Frame","Wood","> 90% Conditioned Basement","1",1,,0.0000,,0.0000,,0.0000,
"Envelope_00011017","SITE_01052","Frame","Wood","> 90% Conditioned Basement","1",2,,1632.0000,,8.1000,,13219.0000,
"Envelope_00011018","SITE_01053","Frame","Wood","> 90% Unconditioned Basement","2",1,,942.5000,,7.0000,,6598.0000,
"Envelope_00011019","SITE_01053","Frame","Wood","> 90% Unconditioned Basement","2",2,,942.5000,,7.8000,,7352.0000,
"Envelope_00011020","SITE_01053","Frame","Wood","> 90% Unconditioned Basement","2",3,,339.3000,,4.5333,,1733.0000,
"Envelope_00011022","SITE_01055","Frame","Wood","> 90% Conditioned Basement","1",1,,1578.0000,,8.0000,,12624.0000,
"Envelope_00011023","SITE_01055","Frame","Wood","> 90% Conditioned Basement","1",2,,1578.0000,,8.3600,,13196.0000,
"Envelope_00011024","SITE_01056","Frame","Wood","> 90% Conditioned Basement","1.5",1,,620.0000,,7.5000,,4650.0000,
"Envelope_00011025","SITE_01056","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1150.0000,,8.7500,,9800.0000,
"Envelope_00011103","SITE_01057","Frame","Wood","> 90% Conditioned Basement","1.5",1,,912.5000,,7.0000,,6388.0000,
"Envelope_00011104","SITE_01057","Frame","Wood","> 90% Conditioned Basement","1.5",2,,912.5000,,8.3000,,7573.0000,
"Envelope_00011125","SITE_01058","Frame","Wood","> 90% Unconditioned Basement","2",1,,2171.0000,,8.7000,,19341.0000,
"Envelope_00011126","SITE_01058","Frame","Wood","> 90% Unconditioned Basement","2",2,,560.5000,,5.6700,,3628.0000,
"Envelope_00011026","SITE_01059","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1204.0000,,7.7000,,9271.0000,
"Envelope_00011027","SITE_01059","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1204.0000,,8.0000,,9632.0000,
"Envelope_00011142","SITE_01060","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1",1,,1438.0000,,5.6300,,8327.0000,
"Envelope_00011143","SITE_01060","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1",2,,1422.0000,,9.8000,,13935.0000,
"Envelope_00011144","SITE_01061","Frame","Masonry","> 90% Conditioned Basement","1.5",1,,912.0000,,8.0000,,7296.0000,
"Envelope_00011145","SITE_01061","Frame","Masonry","> 90% Conditioned Basement","1.5",2,,1418.0000,,8.0000,,11344.0000,
"Envelope_00011028","SITE_01062","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1",1,,1140.0000,,5.8333,,5681.0000,
"Envelope_00011029","SITE_01062","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1",2,,1140.0000,,9.2500,,10545.0000,
"Envelope_00011130","SITE_01063","Frame","Wood","> 90% Conditioned Basement","1",1,,720.0000,,7.0000,,5040.0000,
"Envelope_00011131","SITE_01063","Frame","Wood","> 90% Conditioned Basement","1",2,,720.0000,,8.0000,,5760.0000,
"Envelope_00011030","SITE_01064","Frame","Wood","> 90% Slab","2",1,,1125.2000,,13.8625,,14400.0000,
"Envelope_00011031","SITE_01064","Frame","Wood","> 90% Slab","2",2,,689.3000,,9.9000,,6833.0000,
"Envelope_00011121","SITE_01065","Frame","Wood","> 90% Crawlspace","1",1,,1804.0000,,8.6500,,15259.0000,
"Envelope_00011032","SITE_01066","Frame","Wood","> 90% Slab","1",1,,1934.0000,,9.0000,,17406.0000,
"Envelope_00011123","SITE_01067","Frame","Wood","> 90% Conditioned Basement","1",1,,1016.0000,,7.5000,,7620.0000,
"Envelope_00011124","SITE_01067","Frame","Wood","> 90% Conditioned Basement","1",2,,1332.0000,,8.6000,,11064.0000,
"Envelope_00011033","SITE_01068","N/A","Wood","> 90% Crawlspace","2",1,,977.0000,,8.2500,,8254.0000,
"Envelope_00011034","SITE_01068","N/A","Wood","> 90% Crawlspace","2",2,,875.0000,,7.3000,,6388.0000,
"Envelope_00011035","SITE_01069","Frame","Wood","> 90% Crawlspace","1",1,,1812.0000,,8.5000,,15402.0000,
"Envelope_00011147","SITE_01070","Frame","Masonry","> 90% Slab","2",2,,560.0000,,6.5000,,3640.0000,
"Envelope_00011146","SITE_01070","Frame","Masonry","> 90% Slab","2",1,,1000.0000,,8.0000,,8000.0000,
"Envelope_00011166","SITE_01071","Frame","Wood","> 90% Crawlspace","2",1,,1311.0000,,8.8300,,11850.0000,
"Envelope_00011167","SITE_01071","Frame","Wood","> 90% Crawlspace","2",2,,733.0000,,8.3800,,6137.0000,
"Envelope_00011045","SITE_01072","Frame","Wood","> 90% Crawlspace","1",1,,1331.5000,,8.0600,,10719.0000,
"Envelope_00011080","SITE_01073","Frame","Wood","> 90% Crawlspace","1.5",1,,1609.8000,,9.0000,,14489.0000,
