"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_Notes","Primary Heating System","Zones Served","Heating Fuel","High Input Heating Capacity (kW)","High Input Heating Capacity (Btuh)","High Input Heating Capacity_notes","High Output Heating Capacity","High Output Heating Capacity_notes","High Heating Capacity Units","High Heating Capacity Type","High Heating Efficiency","High Heating Efficiency_notes","Low Input Heating Capacity","Low Input Heating Capacity_notes","Low Output Heating Capacity","Low Output Heating Capacity_notes","Low Heating Capacity Units","Low Heating Efficiency","Low Heating Efficiency_notes","COP","COP_notes","COP Type","HSPF","HSPF_notes","HSPF Type","Energy Star Label Present?","Seasonal / Portable Equipment","Equipment Use","Frequency of Use","Dehumidifer or Economizer Part of System","Control Type","Heat Pump Compressor Works in Heating Mode","System on same Tstat as Heat Pump","System is Backup for Heatpump","Length (feet)","Length (feet)_notes","Ignition Type","Fuel Valve Type","Fan Type","Filter Type","Venting Type","Distribution Type","Water or Ground Loop","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Seasonal Shutdown","Seasonal availability based on time of day","Serves Common Areas","Serves Residences","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Heating Capacity @47 2","DMSHP Heating Capacity @47 2_notes","DMSHP Heating Capacity @47 2 Type","DMSHP HSPF 2","DMSHP HSPF 2_notes","DMSHP HSPF 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP Heating Capacity @47 3","DMSHP Heating Capacity @47 3_notes","DMSHP Heating Capacity @47 3 Type","DMSHP HSPF 3","DMSHP HSPF 3_notes","DMSHP HSPF 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP Heating Capacity @47 4","DMSHP Heating Capacity @47 4_notes","DMSHP Heating Capacity @47 4 Type","DMSHP HSPF 4","DMSHP HSPF 4_notes","DMSHP HSPF 4 Type","Equipment Notes"
"Mechanical_00000029","SITE_01436","Air Source Heat Pump","N/A",,"N/A","No","Whole Home","Electric",,,"Unknown",36000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",9.00000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Smart/Wi-Fi Thermostat","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Unknown","Unknown","N/A","N/A","Condenser","Trane","4twx6036b100aa","Yes",2005,,"N/A","Air Handler","Trane","4twx6036b100aa","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Unknown fan type, filter, heating/cooling btu"
"Mechanical_00000030","SITE_01444","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",46500.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",9.00000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Disposable thick pleated","Unknown","N/A","N/A","Condenser","American Standard","4a6h6048e1000ba","Yes",2011,,"N/A","Air Handler","American Standard","Tam7a0c60h51sba","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000031","SITE_01452","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",48000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",9.00000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Disposable thick pleated","Unknown","N/A","N/A","Condenser","Carrier","25hpa648a0030030","Yes",2010,,"N/A","Air Handler","Carrier","Fe4anf005","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000032","SITE_01452","Air Source Heat Pump","N/A",,"N/A","No","Other","Electric",,,"Unknown",14700.0000,,"Btuh","Rated",,"N/A",,"N/A",,"N/A","N/A",,"N/A",3.20000,,"Unknown",6.80000,,"Rated","N/A","N/A","N/A","N/A","Unknown","Manual Thermostat - Digital","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Disposable thick pleated","Unknown","N/A","N/A","Condenser","Trane","Twr012c100a2","Yes",1996,,"N/A","Air Handler","American Standard","Twb018b14a1","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000033","SITE_01468","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",24000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",7.70000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Manual Thermostat - Digital","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Disposable thin","Unknown","N/A","N/A","Condenser","Goodman","Gsh130241ab","Yes",2006,,"N/A","Air Handler","Amana","Arpf182416aa","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000034","SITE_01468","Air Source Heat Pump","N/A",,"N/A","No","Whole Home","Electric",,,"Unknown",24000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",7.70000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Manual Thermostat - Digital","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Disposable thin","Unknown","N/A","N/A","Condenser","Goodman","Gsh130241ab","Yes",2006,,"N/A","Air Handler","Amana","Arof182416aa","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000035","SITE_01469","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",30000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","PSC","Disposable thin","Unknown","N/A","N/A","Condenser","Coleman","3330b901","No",,"Unknown","078403942","Air Handler","Coleman","3300a9101","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000036","SITE_01478","Air Source Heat Pump","Dual Fuel Secondary",,"N/A","No","Whole Home","Electric",,,"Unknown",39010.0000,,"Btuh","Average",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",8.50000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Disposable thick pleated","Unknown","N/A","N/A","Condenser","Ruud","13PJL42A01","Yes",2012,,"N/A","Furnace","Rheem","RGTM-10ERBJS","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000037","SITE_01485","Air Source Heat Pump","Dual Fuel Primary",,"N/A","Yes","Whole Home","Electric",,,"Unknown",34827.0000,,"Btuh","Average",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",8.46000,,"Average","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Electronic air cleaner","Unknown","N/A","N/A","Condenser","Rheem","Rpql-036jez","Yes",2009,,"N/A","Furnace","Rheem","Rglk-05eauer","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000038","SITE_01486","Air Source Heat Pump","Dual Fuel Secondary",,"N/A","No","Whole Home","Electric",,,"Unknown",21508.0000,,"Btuh","Average",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",8.75000,,"Average","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","ECM","None","Unknown","N/A","N/A","Condenser","American Standard","4a6h5024g10000aa","No",2015,,"15211KN64F","Furnace","American Standard","Unknown","No",,"Unknown","Unknown","Coil","Trane","4Txcb031Bc3Hcba","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000039","SITE_01494","Air Source Heat Pump","N/A",,"N/A","No","Whole Home","Electric",,,"Unknown",30000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",8.20000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","N/A","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Disposable thin","Unknown","N/A","N/A","Condenser","Comfortmaker","C2h330gka100","No",2007,,"E070408794","Air Handler","Comfortmaker","Unknown","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000040","SITE_01495","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",48000.0000,,"Btuh","Average",,"N/A",,"N/A",,"N/A","N/A",,"N/A",3.39000,,"Unknown",7.49000,,"Average","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Electrostatic air filter","Unknown","N/A","N/A","Condenser","Payne","PH12NA048-A","No",1997,,"4097E00693","Air Handler","Carrier","40FS200310","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000041","SITE_01496","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",32741.0000,,"Btuh","Average",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",8.77000,,"Average","N/A","N/A","N/A","N/A","Unknown","Smart/Wi-Fi Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Disposable thin","Unknown","N/A","N/A","Condenser","American Standard","4A6H6036B1000AA","Yes",2007,,"N/A","Air Handler","American Standard","4TEE3F31B1000AA","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000042","SITE_01498","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",36000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Disposable thin","Unknown","N/A","N/A","Condenser","Coleman","HC5B036F1D","No",2009,,"W0D9713303","Air Handler","Coleman","Avc48d3xh21h","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Top plate of heater stuck shut, cannot open"
"Mechanical_00000043","SITE_01503","Air Source Heat Pump","Dual Fuel Secondary",,"N/A","No","Whole Home","Electric",,,"Unknown",32139.0000,,"Btuh","Average",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",8.67000,,"Average","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Electrostatic air filter","Unknown","N/A","N/A","Condenser","American Standard","4a6h6036e1000aa","Yes",2011,,"N/A","Furnace","American Standard","Adh2b080a9v3vad","Yes",2011,,"N/A","Coil","American Standard","4Txcb042Bc3Hcaa","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000044","SITE_01504","Air Source Heat Pump","Dual Fuel Secondary",,"N/A","No","Whole Home","Electric",,,"Unknown",29000.0000,,"Btuh","Average",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",7.70000,,"Average","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Disposable thin","Unknown","N/A","N/A","Condenser","Tempstar","N4h330ake100","Yes",2011,,"N/A","Furnace","Tempstar","T9MPX060F-12A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000046","SITE_01513","Air Source Heat Pump","N/A",,"N/A","No","Whole Home","Electric",,,"Unknown",30000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Disposable thin","Unknown","N/A","N/A","Condenser","Coleman","Hp030x1321a","No",,"Unknown","W0N5704613","Air Handler","Coleman","Eb15b","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000047","SITE_01589","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",30000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",9.00000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Electrostatic air filter","Unknown","N/A","N/A","Condenser","York","YZF03013CA","No",2013,,"W1G3939120","Air Handler","Unknown","FC43C3XC1A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000048","SITE_01917","Air Source Heat Pump","Dual Fuel Primary",,"N/A","Yes","Whole Home","Electric",,,"Unknown",46000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",8.50000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Electrostatic air filter","Unknown","N/A","N/A","Condenser","Trane","4TWR4048D1000AA","Yes",2015,,"N/A","Furnace","Lennox","G51MP series","No",,"N/A","Unknown","Coil","Trane","4Txcc049Bc3Hcba","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000049","SITE_01099","Air Source Heat Pump","Dual Fuel Primary",,"N/A","Yes","Whole Home","Electric",,,"Unknown",26600.0000,,"Btuh","Rated",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",9.00000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Disposable thin","Unknown","N/A","N/A","Condenser","Rheem","RPQL-030JEZ","Yes",2010,,"N/A","Furnace","Rheem","RGLR-07EAMKR","Yes",2009,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000050","SITE_01073","Air Source Heat Pump","Dual Fuel Primary",,"N/A","Yes","Whole Home","Electric",,,"Unknown",39000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",8.00000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","PSC","Electronic air cleaner","Unknown","N/A","N/A","Condenser","Goodman","Gsh130421bb","No",2014,,"1407141878","Furnace","Rheem","80lj10ecr01","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000051","SITE_01550","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",32000.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",10.00000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Manual Thermostat - Digital","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Electrostatic air filter","Unknown","N/A","N/A","Condenser","Lennox","XP25-036-230-01","No",2016,,"5816F21006","Air Handler","Lennox","CBX40UHV-036-230-6-04","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000052","SITE_01736","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",21400.0000,,"Btuh","Rated",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",7.70000,,"Rated","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Electronic air cleaner","Unknown","N/A","N/A","Condenser","Goodman","Gsh140241ac","No",2008,,"0806160301","Air Handler","Goodman","Aepf303616ca","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000053","SITE_01567","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",,"Unknown","Btuh","N/A",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Electronic air cleaner","Unknown","N/A","N/A","Condenser","Carrier","Unknown","No",,"Unknown","Unknown","Air Handler","Carrier","Fk4dnb006","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Electric, input not listed"
"Mechanical_00000054","SITE_01562","Air Source Heat Pump","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",34400.0000,,"Btuh","Rated",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",9.60000,,"Rated","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Unknown","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Disposable thin","Unknown","N/A","N/A","Condenser","Trane","4twx6036c1000aa","Yes",2009,,"N/A","Air Handler","Trane","4tee3f37b1000aa","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000055","SITE_01101","Air Source Heat Pump","Dual Fuel Secondary",,"N/A","No","Whole Home","Electric",,,"Unknown",47500.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",7.70000,,"Rated","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Electronic air cleaner","Unknown","N/A","N/A","Condenser","Rheem","Rpka-049jaz","Yes",2000,,"N/A","Furnace","Rheem","Rglh-10ebrjr","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Connected to furnace"
"Mechanical_00000056","SITE_01574","Air Source Heat Pump","Dual Fuel Primary",,"N/A","Yes","Whole Home","Electric",,,"Unknown",47500.0000,,"Btuh","Nominal",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"Unknown","N/A",9.00000,,"Nominal","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","Yes","N/A","N/A",,"N/A","Unknown","Unknown","ECM","Electronic air cleaner","Unknown","N/A","N/A","Condenser","Trane","4twx5048a1000aa","Yes",2009,,"N/A","Furnace","Rheem","Rgph-10ebrjr","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
