"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_Notes","Primary Heating System","Zones Served","Heating Fuel","High Input Heating Capacity (kW)","High Input Heating Capacity (Btuh)","High Input Heating Capacity_notes","High Output Heating Capacity","High Output Heating Capacity_notes","High Heating Capacity Units","High Heating Capacity Type","High Heating Efficiency","High Heating Efficiency_notes","Low Input Heating Capacity","Low Input Heating Capacity_notes","Low Output Heating Capacity","Low Output Heating Capacity_notes","Low Heating Capacity Units","Low Heating Efficiency","Low Heating Efficiency_notes","COP","COP_notes","COP Type","HSPF","HSPF_notes","HSPF Type","Energy Star Label Present?","Seasonal / Portable Equipment","Equipment Use","Frequency of Use","Dehumidifer or Economizer Part of System","Control Type","Heat Pump Compressor Works in Heating Mode","System on same Tstat as Heat Pump","System is Backup for Heatpump","Length (feet)","Length (feet)_notes","Ignition Type","Fuel Valve Type","Fan Type","Filter Type","Venting Type","Distribution Type","Water or Ground Loop","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Seasonal Shutdown","Seasonal availability based on time of day","Serves Common Areas","Serves Residences","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Heating Capacity @47 2","DMSHP Heating Capacity @47 2_notes","DMSHP Heating Capacity @47 2 Type","DMSHP HSPF 2","DMSHP HSPF 2_notes","DMSHP HSPF 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP Heating Capacity @47 3","DMSHP Heating Capacity @47 3_notes","DMSHP Heating Capacity @47 3 Type","DMSHP HSPF 3","DMSHP HSPF 3_notes","DMSHP HSPF 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP Heating Capacity @47 4","DMSHP Heating Capacity @47 4_notes","DMSHP Heating Capacity @47 4 Type","DMSHP HSPF 4","DMSHP HSPF 4_notes","DMSHP HSPF 4 Type","Equipment Notes"
"Mechanical_00007067","SITE_01228","Furnace","N/A",,"N/A","No","Whole Home","Electric",8.2300,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","Yes","Yes",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Goodman","MBVC1200AA-1AA","No",2010,,"10066113203","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007068","SITE_01222","Furnace","N/A",,"N/A","No","Whole Home","Electric",14.4000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","EB15B","No",1996,,"961146084","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007069","SITE_01319","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,,"Unknown",,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Unknown","N/A","Unknown","Unknown",,"N/A","Unknown","Unknown","Unknown","Electronic air cleaner","Condensing","N/A","N/A","Furnace","Trane","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Could not get furnace open."
"Mechanical_00007070","SITE_01229","Furnace","N/A",,"N/A","No","Whole Home","Electric",16.8000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","Yes","Yes",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","3400A818","No",1987,,"048765835","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007071","SITE_01330","Furnace","N/A",,"N/A","No","Whole Home","Oil/Kerosene",,120000.0000,,95000.0000,,"Btuh","Unknown",0.7900,,105000,,84000,,"Btuh",0.80000,,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","N/A","PSC","Disposable thin","atmospheric draft","N/A","N/A","Furnace","Lennox","OSR20Q3-105/120-4A","No",1993,,"8493H12517","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007072","SITE_01860","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",12.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Intertherm","E3EB-012H","No",2008,,"E3E080300882","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007073","SITE_01360","Furnace","Dual Fuel Primary",,"N/A","Yes","Whole Home","Natural Gas",,60000.0000,,56000.0000,,"Btuh","Unknown",0.9333,,24000,,21000,,"Btuh",0.87500,,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Dehumidifier","Programmable Thermostat","N/A","Yes","Yes",,"N/A","Intermittent ignition","Modulating","ECM","Disposable thick pleated","Induced Draft","N/A","N/A","Furnace","Carrier","58MVC060-F-10114","Yes",2008,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Engages during sub freezing temperatures."
"Mechanical_00007074","SITE_00515","Furnace","N/A",,"N/A","No","Whole Home","Electric",15.4000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Intertherm","E4EB-015H","No",2015,,"E4G150656320","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007075","SITE_00528","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,100000.0000,,,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Trane","TDD100948A","No",1992,,"G44506919","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Output unlisted"
"Mechanical_00007076","SITE_01308","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",19.2000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","N/A","N/A","Unknown","Disposable thin","N/A","N/A","N/A","Furnace","Fraser-Johnston","20EFD42CIL","No",,"Unknown","1465030 0124","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Furnace motor doesnt work, they will replace soon while also installing a large disposable filter setup"
"Mechanical_00007077","SITE_01309","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,69000.0000,,65300.0000,,"Btuh","Unknown",0.9464,,48000,,45000,,"Btuh",0.93750,,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Dual Stage","ECM","Disposable thick pleated","Condensing","N/A","N/A","Furnace","Amana","GCVA070BX40","No",2002,,"0205139466","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007078","SITE_01318","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,40000.0000,,37000.0000,,"Btuh","Unknown",0.9250,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Condensing, Sealed Combustion","N/A","N/A","Furnace","Payne","PG9MAA024040","No",2002,,"4902A12","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007079","SITE_01227","Furnace","N/A",,"N/A","No","Whole Home","Electric",15.2000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","ECM","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","3500A816","No",1990,,"049068646","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007080","SITE_00608","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,84000.0000,,79800.0000,,"Btuh","Unknown",0.9500,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Electronic air cleaner","Induced Draft","N/A","N/A","Furnace","Rheem","R95PA0851521MSA","Yes",2015,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007082","SITE_01294","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,60000.0000,,,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Disposable thin","Induced Draft","N/A","N/A","Furnace","Trane","TDE060A936M1","Yes",2003,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007083","SITE_01237","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",5.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","N/A","N/A","ECM","Disposable thin","N/A","N/A","N/A","Furnace","Carrier","FX4DNF019","Yes",2010,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007084","SITE_00470","Packaged Unit","Through-the-Wall Packaged Furnace and AC",1,,"Yes","Whole Home","Natural Gas",,38000.0000,,30000.0000,,"Btuh","Rated",0.7895,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Disposable thin","Unknown","N/A","N/A","Furnace","Armstrong","38HWC183A-3B","No",2003,,"8403G13965","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","The furnace and cooling system are one unit."
"Mechanical_00007085","SITE_00230","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,80000.0000,,74000.0000,,"Btuh","Unknown",0.9250,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Disposable thin","Induced Draft","N/A","N/A","Furnace","Carrier","58MCB080","Yes",2009,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","ENERGY STAR labeled unit"
"Mechanical_00007086","SITE_00229","Furnace","N/A",,"N/A","No","Whole Home","Natural Gas",,90000.0000,,82890.0000,,"Btuh","Unknown",0.9210,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Dehumidifier","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Electronic air cleaner","Induced Draft","N/A","N/A","Furnace","Maytag","MGC2SC090D35C1","Yes",2016,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Used efficiency AFUE rating to determine output capacity"
"Mechanical_00007087","SITE_00224","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,60000.0000,,56000.0000,,"Btuh","Unknown",0.9333,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Disposable thin","Induced Draft","N/A","N/A","Furnace","Carrier","58MXA060-F-1--12","No",2002,,"2002A15696","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007088","SITE_00223","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,56000.0000,,46000.0000,,"Btuh","Unknown",0.8214,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Unknown","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Disposable thin","Induced Draft","N/A","N/A","Furnace","Coleman","DGAT056BDF","No",1998,,"980993778","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007089","SITE_00309","Furnace","N/A",,"N/A","Yes","Whole Home","Propane",,75000.0000,,61000.0000,,"Btuh","Unknown",0.8133,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Thin washable","Induced Draft","N/A","N/A","Furnace","Robertshaw","Dgat075bdc","No",1995,,"950266189","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Btuh only listed for ng, homeowner uses propane. Not sure if the unit has been converted or not, no notes to indicate that it has been."
"Mechanical_00007090","SITE_00326","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,70000.0000,,56000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Standing pilot","Single Stage","ECM","Disposable thin","Induced Draft","N/A","N/A","Furnace","Coleman","7670","No",1971,,"8718370","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007091","SITE_00303","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,56000.0000,,45000.0000,,"Btuh","Unknown",0.8036,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","None","Induced Draft","N/A","N/A","Furnace","Coleman","Dgah056bbsb","No",2010,,"W1C0698195","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","https://www.ecomfort.com/Revolv-DGAH056BBSB/p27066.html"
"Mechanical_00007092","SITE_00317","Furnace","N/A",,"N/A","No","Whole Home","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","N/A","N/A","Unknown","Disposable thin","N/A","N/A","N/A","Furnace","Unknown","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Furnace is not in use and is behind stored items in closet, can't access"
"Mechanical_00007093","SITE_00330","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",22.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Intertherm","E2eb-023ha","No",1999,,"E2E990515796","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007094","SITE_00306","Furnace","N/A",,"N/A","Unknown","Whole Home","Electric",11.4300,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","N/A","N/A","Unknown","Disposable thin","N/A","N/A","N/A","Furnace","Johnson Controls","eb12e","No",2015,,"W1N5209489","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","39,000btuh"
"Mechanical_00007095","SITE_00412","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,,"Unknown",,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Unknown","Single Stage","Unknown","Disposable thin","Unknown","N/A","N/A","Furnace","Lennox","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","no safe access to air handler above garage so couldn't collect much info"
