"PK_Mechanical_ID","CK_SiteID","System Type","Duct Insulation Condition","Duct Insulation Condition_notes","Metal or Ductboard Duct Insulation Type 1","Metal or Ductboard Duct Insulation Thickness 1","Metal or Ductboard Duct Insulation Thickness 1_notes","Metal or Ductboard Duct Insulation Type 2","Metal or Ductboard Duct Insulation Thickness 2","Metal or Ductboard Duct Insulation Thickness 2_notes","Metal or Ductboard Duct Insulation Type 3","Metal or Ductboard Duct Insulation Thickness 3","Metal or Ductboard Duct Insulation Thickness 3_notes","Flex Run Type 1","Flex Run Type 2","Flex Run Type 3","Evidence of Duct Sealing","Duct Sealing Material","Cavity Used for Air Transport","Duct Location 1","Duct Location 1 Supply","Duct Location 1 Supply_notes","Duct Location 1 Return","Duct Location 1 Return_notes","Duct Location 1 Conditioned","Duct Location 2","Duct Location 2 Supply","Duct Location 2 Supply_notes","Duct Location 2 Return","Duct Location 2 Return_notes","Duct Location 2 Conditioned","Duct Location 3","Duct Location 3 Supply","Duct Location 3 Supply_notes","Duct Location 3 Return","Duct Location 3 Return_notes","Duct Location 3 Conditioned","Duct Location 4","Duct Location 4 Supply","Duct Location 4 Supply_notes","Duct Location 4 Return","Duct Location 4 Return_notes","Duct Location 4 Conditioned","Percentage of Supply Ducts in Conditioned Space","Percentage of Supply Ducts in Conditioned Space_notes","Percentage of Return Ducts in Conditioned Space","Percentage of Return Ducts in Conditioned Space_notes","Percent Supply Ducts in Unconditioned Inaccessible Space","Percent Supply Ducts in Unconditioned Inaccessible Space_notes"
"Mechanical_00004389","SITE_01611","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","Yes","In Walls",0.0000,,1.0000,,"Conditioned","In Walls",0.0000,,1.0000,,"Conditioned","Garage",0.2500,,0.0000,,"Unconditioned","N/A",0.2500,,0.0000,,"N/A",0.7500,,1.0000,,0.0000,
"Mechanical_00004390","SITE_01592","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004391","SITE_01607","All Metal",1.0000,,"Fiberglass batts",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Basement",1.0000,,0.0000,,"Conditioned","Basement",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004392","SITE_01575","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004393","SITE_01674","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","Yes","In Walls",1.0000,,0.0000,,"Conditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004394","SITE_01544","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004395","SITE_01645","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Duct Tape","No","In Walls",1.0000,,0.5000,,"Conditioned","Garage",1.0000,,0.5000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,0.5000,,0.0000,
"Mechanical_00004396","SITE_01629","Metal Plenum, Flex Runs",0.2500,,"Fiberglass batts",3.0000,,"N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004397","SITE_01668","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Asbestos Tape","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004398","SITE_01651","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","No","N/A","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004399","SITE_02041","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",7.5000,,"N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004400","SITE_01899","All Metal",0.7500,,"Fiberglass batts",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","Crawlspace",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004401","SITE_01902","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004402","SITE_01539","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004403","SITE_01895","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",0.0000,,1.0000,,"Conditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004404","SITE_01634","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004405","SITE_01661","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Mastic","No","In Walls",0.5000,,0.5000,,"Conditioned","Basement",0.5000,,0.5000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004406","SITE_01588","All Metal",0.2500,,"Extruded polystyrene foam board (pink or blue)",1.0000,,"Foil-faced bubble wrap",1.0000,,"N/A",,"N/A","N/A","N/A","N/A","No","Unknown","No","Basement",0.2500,,0.2500,,"Conditioned","In Walls",0.2500,,0.2500,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004407","SITE_01207","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","Unknown","Unknown","Unknown","Attic",0.0000,,1.0000,,"Unconditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004408","SITE_01195","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","N/A","N/A","No","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004409","SITE_01179","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","N/A",1.0000,,0.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004410","SITE_01627","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Basement",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004411","SITE_00807","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004993","SITE_00297","All Metal",0.2500,,"Fiberglass batts",4.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004994","SITE_00205","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004995","SITE_00220","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Caulking","No","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004996","SITE_00301","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004997","SITE_00408","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","In Walls",0.2500,,1.0000,,"Conditioned","Attic",0.2500,,1.0000,,"Unconditioned Inaccessible","Crawlspace",0.2500,,0.0000,,"Unconditioned","N/A",0.2500,,0.0000,,"N/A",0.2500,,1.0000,,0.5000,
"Mechanical_00004998","SITE_00407","90% Flex (Spider System)",,"Unknown","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","No","N/A","No","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",0.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004999","SITE_00407","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","In Walls",1.0000,,0.0000,,"Conditioned","N/A",1.0000,,0.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,0.0000,,0.0000,
"Mechanical_00005000","SITE_00391","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Crawlspace",1.0000,,1.0000,,"Unconditioned Inaccessible","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,1.0000,
"Mechanical_00005001","SITE_00219","All Metal",,"Unknown","Extruded polystyrene foam board (pink or blue)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Unknown","Attic",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00005002","SITE_00219","All Metal",,"Unknown","Extruded polystyrene foam board (pink or blue)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Unknown","Crawlspace",1.0000,,1.0000,,"Unconditioned Inaccessible","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,1.0000,
"Mechanical_00005003","SITE_00493","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005004","SITE_00749","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00005005","SITE_00430","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005006","SITE_01942","All Metal",,"Unknown","Fiberglass batts",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Attic",0.7500,,0.7500,,"Unconditioned","Garage",0.7500,,0.7500,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00005007","SITE_00107","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005008","SITE_00108","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005009","SITE_02056","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Unknown","Attic",0.0000,,1.0000,,"Unconditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00005010","SITE_02059","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005011","SITE_00111","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005012","SITE_02029","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","Unknown","Unknown","No","Attic",0.0000,,1.0000,,"Unconditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00005013","SITE_01994","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00005014","SITE_02015","90% Flex (Spider System)",0.9000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","Unknown","Unknown","No","Crawlspace",0.0000,,0.7500,,"Unconditioned","In Walls",0.0000,,0.7500,,"Conditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",1.0000,,0.0000,,"N/A",0.0000,,0.2500,,0.0000,
"Mechanical_00005015","SITE_00093","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005016","SITE_00034","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00005017","SITE_00129","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005018","SITE_02054","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005019","SITE_00104","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005020","SITE_02055","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00005021","SITE_00124","90% Flex (Spider System)",0.9000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","Unknown","Unknown","No","In Walls",0.5000,,0.2500,,"Unconditioned Inaccessible","Attic",0.5000,,0.2500,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.5000,
"Mechanical_00004703","SITE_02008","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","No","In Walls",1.0000,,0.0000,,"Conditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004704","SITE_02009","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004705","SITE_02010","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Duct Tape","No","Basement",0.7500,,0.7500,,"Conditioned","In Walls",0.7500,,0.7500,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004706","SITE_02013","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","Unknown","Unknown","Unknown","Unknown","No","Attic",0.5000,,1.0000,,"Unconditioned","In Walls",0.5000,,1.0000,,"Unknown","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004707","SITE_02018","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","R6","Unknown","Unknown","Unknown","Unknown","No","Crawlspace",1.0000,,0.5000,,"Unconditioned","Attic",1.0000,,0.5000,,"Unconditioned","In Walls",0.0000,,0.2500,,"Conditioned","N/A",0.0000,,0.2500,,"N/A",0.0000,,0.2500,,0.0000,
"Mechanical_00004708","SITE_02019","Metal Plenum, Flex Runs",1.0000,,"Foil-faced bubble wrap",1.0000,,"N/A",,"N/A","N/A",,"N/A","R4","Unknown","Unknown","Unknown","Unknown","No","In Walls",0.5000,,1.0000,,"Conditioned","Attic",0.5000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.5000,,1.0000,,0.0000,
"Mechanical_00004709","SITE_02021","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004710","SITE_02026","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Unknown","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004711","SITE_02027","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","No","N/A","No","Crawlspace",0.7500,,0.0000,,"Conditioned","In Walls",0.7500,,0.0000,,"Conditioned","Garage",0.0000,,0.2500,,"Unconditioned","Garage",0.0000,,0.2500,,"Unconditioned",0.7500,,0.7500,,0.0000,
"Mechanical_00004712","SITE_02030","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004713","SITE_02031","Metal Plenum, Flex Runs",,"Unknown","Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Attic",0.0000,,1.0000,,"Unconditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004714","SITE_02034","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",3.0000,,"N/A",,"N/A","N/A",,"N/A","R8","Unknown","Unknown","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004715","SITE_02035","All Metal",0.5000,,"Fiberglass batts",4.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Basement",0.2500,,0.2500,,"Conditioned","In Walls",0.2500,,0.2500,,"Conditioned","Crawlspace",0.2500,,0.2500,,"Unconditioned","Attic",0.2500,,0.2500,,"Unconditioned",0.5000,,0.5000,,0.0000,
"Mechanical_00004716","SITE_02036","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","Unknown","Unknown","Unknown","No","N/A","No","Attic",0.5000,,1.0000,,"Unconditioned","Crawlspace",0.5000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004717","SITE_02037","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004718","SITE_02038","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",3.0000,,"N/A",,"N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Yes","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
