"CK_SiteID","Building Size","Region","County","City","State","Zip","Zip_notes","Heating Zone","Heating Zone_notes","Cooling Zone","Cooling Zone_notes","Electric Utility","Gas Utility","BPA Utility","Strata Territory","Strata Population Estimate","Strata Population Estimate_notes","Site Case Weight","Site Case Weight_Notes","Site Visit Date","Site Visit Date_notes","Vintage","Vintage_notes","N Floors","N Floors_notes","In MF Complex","Qty Buildings in Complex","Qty Buildings in Complex_notes","Qty Studio Units","Qty Studio Units_notes","Qty One-Bedroom Units","Qty One-Bedroom Units_notes","Qty Two-Bedroom Units","Qty Two-Bedroom Units_notes","Qty Three-Bedroom Units","Qty Three-Bedroom Units_notes","Qty Four-Bedroom Units","Qty Four-Bedroom Units_notes","Total Units in Building","Total Units in Building_notes","Limited to 55 or Older","Limited to Low Income","Construction","Framing Type","Foundation Type","Commercial Space in Building","Parking Provided","Parking Lot","Covered Lot","Open Garage","Enclosed Garage","Parking Area Directly Illuminated","Parking Area (sq ft)","Parking Area (sq ft)_notes","Parking Stalls","Parking Stalls_notes","Parking Reserved for Commercial","Parking Reserved for Commercial_notes","Parking Notes","Interior Building Common Areas","Elevator Qty","Elevator Qty_notes","Pool Type","Pool Cover","Pool Solar Assist","Pool Location","Pool Heating Fuel","Pool Availability (months)","Pool Availability (months)_notes","Qty Residential Floors","Qty Residential Floors_notes","Qty Non-Residential Floors","Qty Non-Residential Floors_notes","Qty Parking Floors","Qty Parking Floors_notes","Qty Storage/Mechanical Floors","Qty Storage/Mechanical Floors_notes","Residential Area (sq ft)","Residential Area (sq ft)_notes","Interior Common Area (sq ft)","Interior Common Area (sq ft)_notes","Total Enclosed Area (sq ft)","Total Enclosed Area (sq ft)_notes","Commercial Area (sq ft)","Commercial Area (sq ft)_notes","Grocery Area (sq ft)","Grocery Area (sq ft)_notes","Office Area (sq ft)","Office Area (sq ft)_notes","Retail Area (sq ft)","Retail Area (sq ft)_notes","Other Commercial Area (sq ft)","Other Commercial Area (sq ft)_notes","Vacant Area (sq ft)","Vacant Area (sq ft)_notes","Total Ceiling Area","Total Ceiling Area_notes","Total Ceiling U-Value","Total Ceiling U-Value_notes","Ceiling UA","Ceiling UA-Notes","Total Wall Area","Total Wall Area_notes","Total Wall U-Value","Total Wall U-Value_notes","Wall UA","Wall UA_notes","Total Floor Area","Total Floor Area_notes","Total Floor U-Value","Total Floor U-Value_notes","Floor UA","Floor UA_notes","Total Window Area","Total Window Area_notes","Window UA","Window UA_notes","Whole House UA","Whole House UA_notes","Area of Conditioned Common Space","Area of Conditioned Common Space_notes","Total Residential Floor Area","Total Residential Floor Area_notes","Total Non-Residential Floor Area","Total Non-Residential Floor Area_notes","Total Conditioned Area","Total Conditioned Area_notes","Primary Heating System","Primary Heating Fuel","Primary Cooling System","Central Building Heat","Common Area Primary Heating System","Common Area Primary Heating Fuel","Common Area Primary Cooling System","Annual Residential Electric Usage (kWh)","Annual Residential Electric Usage (kWh)_notes","Annual Non-Residential Electric Usage (kWh)","Annual Non-Residential Electric Usage (kWh)_notes","Annual Electric Usage (kWh)","Annual Electric Usage (kWh)_notes","Annual Residential Gas Usage (Therms)","Annual Residential Gas Usage (Therms)_notes","Annual Non-Residential Gas Usage (Therms)","Annual Non-Residential Gas Usage (Therms)_notes","Annual Gas Usage (Therms)","Annual Gas Usage (Therms)_notes","Annual Residential Electric Usage (kBtu)","Annual Residential Electric Usage (kBtu)_notes","Annual Non-Residential Electric Usage (kBtu)","Annual Non-Residential Electric Usage (kBtu)_notes","Annual Electric Usage (kBtu)","Annual Electric Usage (kBtu)_notes","Annual Residential Gas Usage (kBtu)","Annual Residential Gas Usage (kBtu)_notes","Annual Non-Residential Gas Usage (kBtu)","Annual Non-Residential Gas Usage (kBtu)_notes","Annual Gas Usage (kBtu)","Annual Gas Usage (kBtu)_notes"
"BLDG_00023","Apartment Building (4 to 6 floors)","Puget Sound","King, WA","SEATTLE","WA",98133,,1,,1,,"Seattle City Light",,"Y","SCL",2633,,37.0800,,7/10/2017 12:00:00 AM,,2007,,3.50000,,"No",1,,0,,12,,8,,7,,0,,27,,"No","No","Frame","Wood","> 90% Conditioned Basement","No","Yes","Yes","No","No","No","NA",3200.0000,,40,,0,,"NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",4.00000,,0.0000,,0.0000,,0.0000,,23197.0000,,2968.0000,,26165.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",7980.0000,,0.0253,,201.8000,,16488.0000,,0.0671,,1106.2000,,7980.0000,,0.0326,,260.0000,,1286.1000,,18.1000,,2056.7000,,2968.0000,,23197.0000,,0.0000,,26165.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",5316.2000,,,"N/A",143537.7000,,,"N/A",,"N/A",,"N/A",18138.9100,,,"N/A",489750.6000,,,"N/A",,"N/A",,"N/A"
"BLDG_00024","Apartment Building (4 to 6 floors)","Puget Sound","King, WA","SEATTLE","WA",98136,,1,,1,,"Seattle City Light",,"Y","SCL",2633,,37.0800,,7/11/2017 12:00:00 AM,,1998,,4.00000,,"No",1,,0,,24,,9,,0,,0,,33,,"No","No","Frame over concrete slab","Wood","> 90% Slab","Yes","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,1.0000,,1.0000,,0.0000,,28371.0000,,4115.0000,,46606.0000,,0.0000,,0.0000,,0.0000,,5150.0000,,8970.0000,,0.0000,,0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",4743.1000,,54.6000,,,"Exclude",4115.0000,,28371.0000,,14120.0000,,46606.0000,,"Zonal Heat","Electric","N/A","N/A","N/A","N/A","N/A",6561.4000,,,"N/A",216525.3000,,50.9000,,,"N/A",1678.9000,,22387.4100,,,"N/A",738784.4000,,5087.6000,,,"N/A",167892.4000,
"BLDG_00025","Apartment Building (4 to 6 floors)","Puget Sound","King, WA","SEATTLE","WA",98104,,1,,1,,"Seattle City Light",,"Y","SCL",2633,,37.0800,,2/11/2017 12:00:00 AM,,2004,,4.00000,,"No",1,,,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",50,,"No","Yes","Rigid frame (concrete or steel)","Concrete","> 90% Slab","Yes","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,3.0000,,2.0000,,0.0000,,57300.0000,,4875.0000,,85600.0000,,23425.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",4704.4000,,65.9000,,,"Exclude",4875.0000,,57300.0000,,23425.0000,,85600.0000,,"Zonal Heat","Electric","N/A","N/A","N/A","N/A","N/A",7346.0000,,,"N/A",367300.1000,,,"N/A",,"N/A",,"N/A",25064.5600,,,"N/A",1253228.0000,,,"N/A",,"N/A",,"N/A"
"BLDG_00026","Apartment Building (4 to 6 floors)","Puget Sound","Snohomish, WA","EVERETT","WA",98201,,1,,1,,"Snohomish PUD",,"Y","SnoPUD",2183,,77.9700,,2/21/2017 12:00:00 AM,,1912,,5.00000,,"No",1,,40,,0,,0,,0,,0,,40,,"No","Yes","Solid masonry","Masonry","Other","Yes","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",4.00000,,1.0000,,0.0000,,0.0000,,20400.0000,,3300.0000,,40500.0000,,8400.0000,,0.0000,,6200.0000,,0.0000,,2200.0000,,0.0000,,4356.0000,,0.0446,,194.5000,,13200.0000,,0.1527,,2015.7000,,4356.0000,,0.0723,,314.8000,,8249.1000,,78.4000,,5659.7000,,3300.0000,,20400.0000,,16800.0000,,40500.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00027","Apartment Building (3 or fewer floors)","Puget Sound","Snohomish, WA","ARLINGTON","WA",98267,,1,,1,,"Snohomish PUD",,"Y","SnoPUD",2183,,77.9700,,7/20/2017 12:00:00 AM,,2001,,3.00000,,"No",1,,0,,50,,50,,0,,0,,100,,"Yes","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",33000.0000,,85,,100,,"Parking area approximated using google maps","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,75000.0000,,30000.0000,,105000.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",35000.0000,,0.0253,,885.0000,,51300.0000,,0.0533,,2735.3000,,35000.0000,,0.0330,,1153.4000,,5364.6000,,20.4000,,6812.2000,,30000.0000,,75000.0000,,0.0000,,105000.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00028","Apartment Building (3 or fewer floors)","Puget Sound","King, WA","MONROE","WA",98272,,1,,1,,"Snohomish PUD",,"Y","SnoPUD",2183,,77.9700,,2/7/2017 12:00:00 AM,,1971,,2.00000,,"Yes",4,,0,,0,,24,,0,,0,,24,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",6600.0000,,11,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,12244.0000,,,"NA",12244.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3061.0000,,0.0446,,136.7000,,6552.0000,,0.0838,,549.0000,,3061.0000,,0.0868,,265.7000,,2046.7000,,32.4000,,1729.1000,,0.0000,,12244.0000,,0.0000,,12244.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00029","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","TACOMA","WA",98404,,1,,1,,"City of Tacoma",,"Y","BPA",2434,,162.2700,,2/21/2017 12:00:00 AM,,1981,,3.00000,,"Yes",2,,0,,54,,0,,0,,0,,54,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",10230.0000,,36,,0,,"NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,29235.0000,,6900.0000,,36135.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",12045.0000,,0.0446,,537.7000,,15537.0000,,0.0952,,1479.7000,,12045.0000,,0.0410,,494.2000,,2660.6000,,18.7000,,3522.7000,,6900.0000,,29235.0000,,0.0000,,36135.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00030","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","TACOMA","WA",98407,,1,,1,,"City of Tacoma",,"Y","BPA",2434,,162.2700,,2/4/2017 12:00:00 AM,,1967,,2.00000,,"Yes",4,,0,,24,,0,,0,,0,,24,,"Yes","No","Frame","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",0.0000,,32,,10,,"Not assigned per building, not directly lit","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,20110.0000,,2450.0000,,22560.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",11280.0000,,0.0446,,503.6000,,8269.0000,,0.1123,,928.3000,,11280.0000,,0.0352,,397.1000,,2685.5000,,42.5000,,2849.5000,,2450.0000,,20110.0000,,0.0000,,22560.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00031","Apartment Building (3 or fewer floors)","Puget Sound","Pierce, WA","TACOMA","WA",98467,,1,,1,,"City of Tacoma",,"Y","BPA",2434,,162.2700,,2/21/2017 12:00:00 AM,,1980,,2.00000,,"Yes",25,,0,,0,,4,,0,,0,,4,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","Yes","No","No","NA",7200.0000,,20,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,3920.0000,,,"NA",3920.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",1960.0000,,0.0446,,87.5000,,3666.0000,,0.0978,,358.4000,,1960.0000,,0.0886,,173.7000,,370.8000,,35.2000,,760.5000,,0.0000,,3920.0000,,0.0000,,3920.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00032","Apartment Building (3 or fewer floors)","Western Washington","Clallam, WA","FORKS","WA",98331,,1,,1,,"Clallam County PUD",,"Y","BPA",2181,,41.9500,,9/5/2017 12:00:00 AM,,1909,,2.00000,,"Yes",3,,0,,0,,12,,0,,0,,12,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",4320.0000,,23,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,9600.0000,,,"NA",9600.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",4800.0000,,0.0446,,214.3000,,6900.0000,,0.1173,,809.4000,,4800.0000,,0.0700,,335.8000,,820.3000,,26.0000,,1671.2000,,0.0000,,9600.0000,,0.0000,,9600.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",7912.6000,,,"N/A",94951.3000,,,"N/A",,"N/A",,"N/A",26997.8300,,,"N/A",323974.0000,,,"N/A",,"N/A",,"N/A"
"BLDG_00033","Apartment Building (4 to 6 floors)","Western Washington","Clallam, WA","PORT ANGELES","WA",98362,,1,,1,,"City of Port Angeles",,"Y","BPA",2181,,41.9500,,7/18/2017 12:00:00 AM,,1970,,4.00000,,"No",1,,,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",56,,"No","Yes","Solid masonry","Masonry","> 90% Conditioned Basement","Yes","NA","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",,"NA",,"NA",,"NA",,"NA",30286.0000,,1594.0000,,31880.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",3016.2000,,20.5000,,,"Exclude",1594.0000,,30286.0000,,0.0000,,31880.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00034","Apartment Building (3 or fewer floors)","Western Washington","Clallam, WA","PORT ANGELES","WA",98362,,1,,1,,"City of Port Angeles",,"Y","BPA",2181,,41.9500,,7/18/2017 12:00:00 AM,,1920,,2.00000,,"No",1,,1,,2,,2,,0,,0,,5,,"No","No","Frame","Wood","> 90% Conditioned Basement","No","No","NA","NA","NA","NA","NA",,"NA",,"NA",,"NA","NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,3207.0000,,641.0000,,3848.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",1924.0000,,0.0446,,85.9000,,3834.0000,,0.1090,,417.8000,,1925.0000,,0.0530,,102.1000,,333.3000,,34.2000,,776.8000,,641.0000,,3207.0000,,0.0000,,3848.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00035","Apartment Building (3 or fewer floors)","Western Washington","Clallam, WA","PORT ANGELES","WA",98363,,1,,1,,"City of Port Angeles",,"Y","BPA",2181,,41.9500,,7/17/2017 12:00:00 AM,,,"Unknown",2.00000,,"Yes",5,,0,,0,,12,,0,,0,,12,,"No","Yes","Frame","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",7644.0000,,17,,10,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,1.0000,,0.0000,,10216.0000,,,"NA",10216.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",5108.0000,,0.0253,,129.2000,,7755.0000,,0.0533,,413.5000,,5108.0000,,0.0739,,377.4000,,945.8000,,29.9000,,1279.4000,,0.0000,,10216.0000,,0.0000,,10216.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00036","Apartment Building (3 or fewer floors)","Western Washington","Clallam, WA","PORT ANGELES","WA",98363,,1,,1,,"City of Port Angeles",,"Y","BPA",2181,,41.9500,,9/5/2017 12:00:00 AM,,1978,,2.00000,,"Yes",5,,0,,0,,12,,0,,0,,12,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",4000.0000,,11,,0,,"NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,6592.0000,,0.0000,,6592.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",0.0000,,,"Exclude",,"Exclude",2633.2000,,83.4000,,,"Exclude",0.0000,,6592.0000,,0.0000,,6592.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00037","Apartment Building (3 or fewer floors)","Western Washington","Clallam, WA","SEQUIM","WA",98382,,1,,1,,"Clallam County PUD",,"Y","BPA",2181,,41.9500,,7/18/2017 12:00:00 AM,,2008,,3.00000,,"Yes",7,,0,,0,,21,,3,,0,,24,,"No","Yes","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","No","No","No","NA",6195.0000,,23,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",3.00000,,0.0000,,0.0000,,0.0000,,19824.0000,,,"NA",19824.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",9970.0000,,0.0253,,252.1000,,21979.0000,,0.0533,,1171.9000,,9970.0000,,0.0775,,772.3000,,2202.0000,,34.9000,,3033.1000,,0.0000,,19824.0000,,0.0000,,19824.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",7163.5000,,,"N/A",171924.3000,,,"N/A",,"N/A",,"N/A",24441.9000,,,"N/A",586605.6000,,,"N/A",,"N/A",,"N/A"
"BLDG_00038","Apartment Building (3 or fewer floors)","Western Washington","Clallam, WA","SEQUIM","WA",98382,,1,,1,,"Clallam County PUD",,"Y","BPA",2181,,41.9500,,7/18/2017 12:00:00 AM,,1972,,1.00000,,"No",1,,,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",8,,"No","No","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","Yes","No","No","NA",1100.0000,,6,,100,,"NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",1.00000,,0.0000,,1.0000,,0.0000,,4920.0000,,230.0000,,5150.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",4920.0000,,0.0253,,124.4000,,2949.0000,,0.1754,,517.3000,,4920.0000,,0.0847,,416.9000,,471.8000,,68.4000,,1605.9000,,230.0000,,4920.0000,,0.0000,,5150.0000,,"Zonal Heat","N/A","N/A","N/A","N/A","N/A","N/A",7422.3000,,,"N/A",59378.6000,,,"N/A",,"N/A",,"N/A",25324.9900,,,"N/A",202599.9000,,,"N/A",,"N/A",,"N/A"
"BLDG_00039","Apartment Building (3 or fewer floors)","Western Washington","Grays Harbor, WA","ABERDEEN","WA",98520,,1,,1,,"Grays harbor pud",,"Y","BPA",2181,,41.9500,,7/20/2017 12:00:00 AM,,1908,,2.00000,,"No",2,,12,,0,,0,,0,,0,,12,,"No","No","Frame","Wood","> 90% Crawlspace","No","No","Yes","No","No","No","NA",,"NA",,"NA",0,,"NA","Yes",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,4904.0000,,568.0000,,5472.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",2736.0000,,0.0446,,122.1000,,3424.0000,,0.4000,,1369.6000,,2736.0000,,0.2300,,629.3000,,414.8000,,19.3000,,2352.5000,,568.0000,,4904.0000,,0.0000,,5472.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00040","Apartment Building (3 or fewer floors)","Western Washington","Lewis, WA","CENTRALIA","WA",98531,,1,,1,,"City of Centralia",,"Y","BPA",2181,,41.9500,,7/25/2017 12:00:00 AM,,1994,,2.00000,,"No",1,,0,,38,,,,0,,0,,38,,"Yes","Yes","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",8080.0000,,41,,0,,"NA","Yes",1,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,29792.0000,,5258.0000,,35050.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",17525.0000,,0.0253,,443.1000,,10981.0000,,,"Exclude",,"Exclude",17525.0000,,0.0326,,571.0000,,1264.8000,,12.6000,,,"Exclude",5258.0000,,29792.0000,,0.0000,,35050.0000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",12020.5000,,85058.4000,,541837.3000,,,"N/A",,"N/A",,"N/A",41013.9400,,290219.1000,,1848748.8000,,,"N/A",,"N/A",,"N/A"
"BLDG_00041","Apartment Building (3 or fewer floors)","Western Washington","Lewis, WA","CENTRALIA","WA",98531,,1,,1,,"City of Centralia",,"Y","BPA",2181,,41.9500,,7/11/2017 12:00:00 AM,,1970,,2.00000,,"Yes",3,,,"Unknown",,"Unknown",,"Unknown",,"Unknown",,"Unknown",20,,"No","No","Frame","Wood","> 90% Crawlspace","No","NA","Yes","No","No","No","NA",2624.0000,,24,,0,,"NA","NA",0,,"NA","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,16768.0000,,,"NA",16768.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",8384.0000,,,"Exclude",,"Exclude",5865.6000,,0.1754,,1028.9000,,8384.0000,,0.0847,,710.5000,,1618.6000,,30.8000,,,"Exclude",0.0000,,16768.0000,,0.0000,,16768.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00042","Apartment Building (3 or fewer floors)","Western Washington","Lewis, WA","CENTRALIA","WA",98531,,1,,1,,"City of Centralia",,"Y","BPA",2181,,41.9500,,9/7/2017 12:00:00 AM,,1993,,2.00000,,"Yes",2,,0,,0,,10,,0,,0,,10,,"No","No","Frame over concrete slab","Wood","> 90% Slab","No","Yes","Yes","Yes","No","No","NA",6000.0000,,15,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",2.00000,,0.0000,,0.0000,,0.0000,,7246.0000,,,"NA",7246.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3623.0000,,0.0446,,161.7000,,5040.0000,,0.0838,,422.3000,,3623.0000,,0.0635,,230.0000,,862.6000,,32.8000,,1141.8000,,0.0000,,7246.0000,,0.0000,,7246.0000,,"Electric Baseboard","Electric","Packaged AC","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00043","Apartment Building (3 or fewer floors)","Western Washington","Grays Harbor, WA","ELMA","WA",98541,,1,,1,,"Grays Harbor PUD",,"Y","BPA",2181,,41.9500,,9/28/2017 12:00:00 AM,,1946,,1.00000,,"Yes",7,,0,,4,,1,,0,,0,,5,,"Yes","No","Unknown","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",612.0000,,4,,0,,"Additional parking on gravel. There are other parking spaces but they look to bell to the other buildings in the complex.","No",0,,"N/A","NA","NA","NA","NA",,"NA",1.00000,,0.0000,,0.0000,,0.0000,,4576.0000,,,"NA",4576.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",4576.0000,,0.0446,,204.3000,,3707.0000,,0.0838,,310.6000,,4576.0000,,0.0847,,387.8000,,268.8000,,20.4000,,1004.8000,,0.0000,,4576.0000,,0.0000,,4576.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
"BLDG_00044","Apartment Building (3 or fewer floors)","Western Washington","Grays Harbor, WA","ELMA","WA",98541,,1,,1,,"Grays Harbor PUD",,"Y","BPA",2181,,41.9500,,7/20/2017 12:00:00 AM,,1975,,1.00000,,"Yes",7,,0,,5,,2,,0,,0,,6,,"Yes","No","Frame","Wood","> 90% Crawlspace","No","Yes","Yes","No","No","No","NA",1824.0000,,8,,0,,"NA","No",0,,"N/A","NA","NA","NA","NA",,"NA",1.00000,,0.0000,,0.0000,,0.0000,,3535.0000,,,"NA",3535.0000,,,"NA",,"NA",,"NA",,"NA",,"NA",,"NA",3535.0000,,0.0446,,157.8000,,2730.0000,,0.0838,,228.7000,,3535.0000,,0.0847,,299.6000,,365.0000,,23.1000,,824.8000,,0.0000,,3535.0000,,0.0000,,3535.0000,,"Electric Baseboard","Electric","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A"
