"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Game System Release","Used for DVD or Bluray","Used to access Internet","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00007312","SITE_00426","Room_00009590","Game Console","Yes",2016,,"N/A","Microsoft","1540","No","Unknown","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007357","SITE_00431","Room_00009653","Game Console","Yes",2013,,"N/A","Microsoft","1538","No","Original","No","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007346","SITE_00432","Room_00009659","Game Console","No",,"Unknown","LU20322324","Nintendo","RVL-001","No","Original","Unknown","Unknown","Yes","N/A","Living Room_3","Living Room"
"Appliance_00007328","SITE_00439","Room_00009722","Game Console","Yes",2015,,"N/A","Microsoft","1538","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007338","SITE_00440","Room_00009729","Game Console","No",,"Unknown","MC724659393","Sony","Unknown","Unknown","Slim","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007356","SITE_00444","Room_00009755","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox one","No","Slim","No","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007367","SITE_00444","Room_00009759","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Slim","Yes","Yes","No","N/A","Living Room_3","Living Room"
"Appliance_00007320","SITE_00450","Room_00009820","Game Console","Yes",2013,,"N/A","Sony","CUH-1001A","No","Unknown","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007389","SITE_00455","Room_00009853","Game Console","Yes",2016,,"N/A","Microsoft","Unknown","Unknown","Unknown","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007385","SITE_00456","Room_00009864","Game Console","Yes",2015,,"N/A","Microsoft","1540","No","Original","Unknown","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007425","SITE_00458","Room_00009882","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007426","SITE_00458","Room_00009885","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007427","SITE_00458","Room_00009889","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007339","SITE_00460","Room_00009899","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Original","Yes","Yes","Yes","Could not access nameplate","Living Room_1","Living Room"
"Appliance_00007340","SITE_00460","Room_00009904","Game Console","No",,"Unknown","LU36621895","Nintendo","Rvl-001","No","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007322","SITE_00460","Room_00009897","Game Console","Yes",2013,,"N/A","Sony","Cech-4001c","No","Unknown","Yes","Yes","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00007386","SITE_00462","Room_00009921","Game Console","No",,"Unknown","NS104052653","Nintendo","nintendo 64","No","Original","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007387","SITE_00462","Room_00009921","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Unknown","No","Unknown","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007368","SITE_00465","Room_00009946","Game Console","Yes",2013,,"N/A","Sony","Cech-4001c","No","Original","Yes","Yes","No","N/A","Living Room_1","Living Room"
"Appliance_00007369","SITE_00465","Room_00009946","Game Console","No",,"Unknown","HU3809877","Sony","Scph-90001","No","Unknown","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007370","SITE_00465","Room_00009946","Game Console","No",,"Unknown","LU652282083","Nintendo","Rvl-001","No","Original","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007390","SITE_00467","Room_00009960","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Unknown","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007391","SITE_00467","Room_00009960","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Unknown","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007388","SITE_00469","Room_00009970","Game Console","Yes",2006,,"N/A","Microsoft","xbox 360","No","Unknown","No","No","No","N/A","Family Room_1","Family Room"
"Appliance_00022803","SITE_00473","Room_00010022","Game Console","Yes",2011,,"N/A","Microsoft","1439","Unknown","Original","Yes","No","Yes","N/A","Living Room_3","Living Room"
"Appliance_00022804","SITE_00473","Room_00010031","Game Console","Yes",2016,,"N/A","Microsoft","1681","Unknown","Unknown","No","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007510","SITE_00475","Room_00010052","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","Yes","Yes","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00007511","SITE_00475","Room_00010057","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00022805","SITE_00476","Room_00010058","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Slim","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00007512","SITE_00477","Room_00010078","Game Console","No",,"Unknown","FW712490335","Nintendo","WUP-101(02)","Unknown","Original","No","Yes","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00022806","SITE_00478","Room_00010099","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Unknown","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00022807","SITE_00479","Room_00010105","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Slim","No","No","Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00022808","SITE_00482","Room_00010150","Game Console","No",,"Unknown","Unknown","Sony","Unknown","Unknown","Slim","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00022809","SITE_00482","Room_00010150","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Unknown","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007513","SITE_00484","Room_00010157","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007366","SITE_00496","Room_00010306","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007171","SITE_00497","Room_00010316","Game Console","Yes",2012,,"N/A","Microsoft","1439","No","Slim","Unknown","Unknown","Unknown","N/A","Bedroom_7","Bedroom"
"Appliance_00007172","SITE_00497","Room_00010320","Game Console","No",,"Unknown","Unknown","Sega","Sega","No","Unknown","No","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00007343","SITE_00498","Room_00010344","Game Console","No",,"Unknown","LU384053043","Nintendo","Rvl-001","No","Original","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007173","SITE_00499","Room_00010358","Game Console","Yes",2014,,"N/A","Microsoft","Unknown","No","Unknown","Yes","No","No","N/A","Family Room_1","Family Room"
"Appliance_00007174","SITE_00499","Room_00010360","Game Console","No",,"Unknown","Unknown","Microsoft","Elite","No","Original","Yes","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00007175","SITE_00499","Room_00010360","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00007176","SITE_00499","Room_00010360","Game Console","No",,"Unknown","Unknown","Nintendo","Game boy cube","No","Original","No","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00007319","SITE_00502","Room_00010392","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","No","No","Yes","Could not access nameplate","Living Room_1","Living Room"
"Appliance_00007371","SITE_00506","Room_00010462","Game Console","No",,"Unknown","LU373432019","Nintendo","Rvl-001","No","Original","No","No","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007372","SITE_00506","Room_00010462","Game Console","Yes",2007,,"N/A","Sony","Cechh01","No","Original","No","No","Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00007177","SITE_00507","Room_00010478","Game Console","Yes",2016,,"N/A","Microsoft","1681","No","Slim","Unknown","Unknown","Unknown","N/A","Bedroom_2","Bedroom"
"Appliance_00022810","SITE_00509","Room_00010515","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","No","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00022811","SITE_00509","Room_00010518","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","Unknown","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00022812","SITE_00509","Room_00010518","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007178","SITE_00510","Room_00010528","Game Console","Yes",2014,,"N/A","Sony","CUH-1115A","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007358","SITE_00514","Room_00010583","Game Console","Yes",2009,,"N/A","Microsoft","Unknown","No","Original","Yes","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007179","SITE_00517","Room_00010616","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007491","SITE_00520","Room_00010661","Game Console","No",,"Unknown","Unknown","Microsoft","XBOX1","No","Original","Yes","Yes","Yes","Could not access nameplate","Living Room_1","Living Room"
"Appliance_00007483","SITE_00528","Room_00010733","Game Console","Yes",2013,,"N/A","Sony","CECH-4201A","No","Original","Yes","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007180","SITE_00531","Room_00010772","Game Console","Yes",2013,,"N/A","Sony","Cuh-1001a","No","Slim","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007181","SITE_00533","Room_00010788","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007182","SITE_00534","Room_00010799","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007183","SITE_00534","Room_00010799","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007184","SITE_00534","Room_00010804","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Original","Unknown","Yes","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00007185","SITE_00537","Room_00010843","Game Console","No",,"Unknown","FW10398236","Nintendo","Wup-101","No","Unknown","No","Yes","Unknown","N/A","Family Room_1","Family Room"
"Appliance_00007186","SITE_00540","Room_00010892","Game Console","No",,"Unknown","LU336621283","Nintendo","Rvl-001","No","Original","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007187","SITE_00543","Room_00010941","Game Console","Yes",2013,,"N/A","Microsoft","1540","No","Original","Yes","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00007188","SITE_00544","Room_00010954","Game Console","No",,"Unknown","Unknown","Sony","Playstation 3","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007189","SITE_00544","Room_00010957","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox360","No","Original","Yes","Yes","Yes","N/A","Attic_1","Attic"
"Appliance_00007269","SITE_00546","Room_00010992","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox One","No","Original","Yes","Yes","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007190","SITE_00555","Room_00011099","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","No","Slim","No","No","No","N/A","Basement_1","Basement"
"Appliance_00007191","SITE_00558","Room_00011137","Game Console","No",,"Unknown","Unknown","Microsoft","Xbox 360","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007192","SITE_00558","Room_00011137","Game Console","No",,"Unknown","LU72592225","Nintendo","Rvl-001 (usa)","No","Original","No","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007193","SITE_00559","Room_00011154","Game Console","No",,"Unknown","Unknown","Microsoft","Unknown","No","Original","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007194","SITE_00574","Room_00011403","Game Console","No",,"Unknown","LU206851970","Nintendo","Rvl-001","No","Unknown","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007274","SITE_00575","Room_00011424","Game Console","Yes",2016,,"N/A","Microsoft","1681","No","Slim","Yes","Yes","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007283","SITE_00577","Room_00011452","Game Console","No",,"Unknown","KU50738040","Nintendo","Rvl-101","No","Slim","No","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00007279","SITE_00579","Room_00011490","Game Console","Yes",2008,,"N/A","Sony","Ceche01","No","Unknown","Yes","Yes","Unknown","N/A","Bedroom_4","Bedroom"
"Appliance_00007195","SITE_00590","Room_00011610","Game Console","Yes",2011,,"N/A","Microsoft","1439","No","Slim","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00007196","SITE_00590","Room_00011616","Game Console","Yes",2014,,"N/A","Microsoft","1540","No","Original","Yes","Yes","Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00007267","SITE_00594","Room_00011659","Game Console","No",,"Unknown","Unknown","Nintendo","RVL-001","No","Original","Yes","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007268","SITE_00594","Room_00011659","Game Console","No",,"Unknown","Unknown","Sony","Unknown","No","Original","Yes","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00007271","SITE_00595","Room_00011667","Game Console","No",,"Unknown","Unknown","Nintendo","Unknown","Unknown","Original","No","Yes","Yes","N/A","Bedroom_6","Bedroom"
