"PK_Envelope_ID","CK_SiteID","Floor Type","Floor Sub-Type","Floor Area","Floor Area_notes","Floor Perimeter","Floor Perimeter_notes","Foundation Wall Area","Foundation Wall Area_notes","Type of Area Below","Area Below Heated","Framing Type","Framing Size","Framing Spacing","Framing Spacing_notes","Crawlspace Vents Present","Crawlspace Vents Blocked","Basement Percent Below Grade","Basement Percent Below Grade_notes","Central Heating Equipment in Basement","Ducting in Basement","Slab Heated","Slab Insulated","Slab Insulation Position","Slab Insulation Type 1","Slab Insulation Thickness 1","Slab Insulation Thickness 1_notes","Slab Insulation Condition 1","Slab Insulation Condition 1_notes","Slab Insulation Type 2","Slab Insulation Thickness 2","Slab Insulation Thickness 2_notes","Slab Insulation Condition 2","Slab Insulation Condition 2_notes","Slab Insulation Type 3","Slab Insulation Thickness 3","Slab Insulation Thickness 3_notes","Slab Insulation Condition 3","Slab Insulation Condition 3_notes","Framed Floor Insulated","Framed Floor Insulation Type 1","Framed Floor Insulation Thickness 1","Framed Floor Insulation Thickness 1_notes","Framed Floor Insulation Condition 1","Framed Floor Insulation Condition 1_notes","Framed Floor Insulation Type 2","Framed Floor Insulation Thickness 2","Framed Floor Insulation Thickness 2_notes","Framed Floor Insulation Condition 2","Framed Floor Insulation Condition 2_notes","Framed Floor Insulation Type 3","Framed Floor Insulation Thickness 3","Framed Floor Insulation Thickness 3_notes","Framed Floor Insulation Condition 3","Framed Floor Insulation Condition 3_notes","Framed Floor Insulation R-Value","Framed Floor Insulation R-Value_notes","Crawlspace Walls Insulated","Crawlspace Wall Insulation Type 1","Crawlspace Wall Insulation Condition 1","Crawlspace Wall Insulation Condition 1_notes","Crawlspace Wall Insulation Type 2","Crawlspace Wall Insulation Thickness 2","Crawlspace Wall Insulation Thickness 2_notes","Crawlspace Wall Insulation Condition 2","Crawlspace Wall Insulation Condition 2_notes","Crawlspace Wall Exteriors Insulated","Crawlspace Wall Exterior Insulation Type 1","Crawlspace Wall Exterior Insulation Thickness 1","Crawlspace Wall Exterior Insulation Thickness 1_notes","Crawlspace Wall Exterior Insulation Condition 1","Crawlspace Wall Exterior Insulation Condition 1_notes","Crawlspace Wall Exterior Insulation Type 2","Crawlspace Wall Exterior Insulation Thickness 2","Crawlspace Wall Exterior Insulation Thickness 2_notes","Crawlspace Wall Exterior Insulation Condition 2","Crawlspace Wall Exterior Insulation Condition 2_notes","Crawlspace Wall Interior Insulation R-Value","Crawlspace Wall Interior Insulation R-Value_notes","Crawlspace Wall Exterior Insulation R-Value","Crawlspace Wall Exterior Insulation R-Value_notes","Crawlspace Wall Below Grade U-Value","Crawlspace Wall Below Grade U-Value_notes","Crawlspace Wall Above Grade U-Value","Crawlspace Wall Above Grade U-Value_notes","Foundation Wall U-Value","Foundation Wall U-Value_notes","Foundation Wall Heat Loss Rate (UA)","Foundation Wall Heat Loss Rate (UA)_notes","Foundation F-Value","Foundation F-Value_notes","Ground Contact Heat Loss Rate (UA)","Ground Contact Heat Loss Rate (UA)_notes","Framed Floor U-Value","Framed Floor U-Value_notes","Framed Floor Heat Loss Rate (UA)","Framed Floor Heat Loss Rate (UA)_notes","Final Floor / Foundation Heat Loss Rate (UA)","Final Floor / Foundation Heat Loss Rate (UA)_notes","Heat Loss Components","Floor Notes"
"Envelope_00005456","SITE_02025","Slab","N/A",572.0000,,152.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,110.9600,,,"N/A",,"N/A",110.9600,,"Components: Ground Contact UA","N/A"
"Envelope_00005457","SITE_02025","Floor over other area","Frame",728.0000,,,"N/A",,"N/A","Residential Occupancy","Yes","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9350,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0670,,48.7667,,0.0000,,"N/A - assumed no heat transfer","Batt insulation unknown type"
"Envelope_00005458","SITE_02026","Crawlspace","Unknown",576.0000,,96.0000,"Estimated","384.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Unknown","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",0.3500,,,"Unknown",0.6745,,259.0217,,0.5900,,56.6400,,0.1143,"Estimated based on homes of similar vintage",65.8397,,65.8397,,"Components: Framed Floor UA","N/A"
"Envelope_00005459","SITE_02026","Basement","Conditioned",816.0000,,122.0000,,"915.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.8000,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.6363,"Estimated based on homes of similar vintage",582.2235,,0.5277,"Estimated based on homes of similar vintage",64.3742,,0.2127,,173.5755,,64.3742,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00005460","SITE_02027","Crawlspace","Unconditioned",1640.0000,,176.0000,,"704.00","Estimated","N/A","N/A","Post and Beam","2x8 or 4x8",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",7.5000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.5750,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,478.7556,,0.5900,,103.8400,,0.0568,,93.1361,,93.1361,,"Components: Framed Floor UA","N/A"
"Envelope_00005461","SITE_02027","Floor over other area","Frame",900.0000,,120.0000,"Estimated","600.00","Estimated","Garage","No","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2780,"Estimated",166.7700,,0.7300,"Estimated",87.6000,,0.0920,"Estimated based on homes of similar vintage",82.8419,,62.4904,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00005280","SITE_02028","Crawlspace","Unconditioned",1340.0000,,138.0000,,"552.00","Estimated","N/A","N/A","Joist","2x10 or 4x10",16,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1000,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,375.3879,,0.5900,,81.4200,,0.0324,,43.4035,,43.4035,,"Components: Framed Floor UA","N/A"
"Envelope_00005281","SITE_02028","Cantilever","N/A",70.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"Exclude","Components: Framed Floor UA","N/A"
"Envelope_00005511","SITE_02029","Crawlspace","Unconditioned",2697.0000,,241.0000,,"964.00","Estimated","N/A","N/A","Post and Beam","2x8 or 4x8",16,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.5750,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,655.5687,,0.5900,,142.1900,,0.0395,,106.4380,,106.4380,,"Components: Framed Floor UA","N/A"
"Envelope_00005462","SITE_02030","Slab","N/A",1032.0000,,120.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,87.6000,,,"N/A",,"N/A",87.6000,,"Components: Ground Contact UA","N/A"
"Envelope_00005463","SITE_02031","Crawlspace","Unconditioned",1618.6000,,182.5000,,"730.00","Estimated","N/A","N/A","Post and Beam","2x8 or 4x8",30,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.5750,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,496.4369,,0.5900,,107.6750,,0.0395,,63.8786,,63.8786,,"Components: Framed Floor UA","N/A"
"Envelope_00005282","SITE_02032","Crawlspace","Unconditioned",1152.0000,,144.0000,,"576.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.5750,,"Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"Unknown",,"Unknown",0.6370,"Estimated based on homes of similar vintage",366.9337,,0.5950,"Estimated based on homes of similar vintage",85.6866,,0.0395,,45.4641,,45.4641,,"Components: Framed Floor UA","N/A"
"Envelope_00005464","SITE_02033","Crawlspace","Unconditioned",1340.0000,,159.0000,,"636.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",,"Unknown",1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"Unknown",,"Unknown",0.6578,"Estimated based on homes of similar vintage",418.3572,,0.5900,"Estimated based on homes of similar vintage",93.8100,,0.0522,"Estimated based on homes of similar vintage",70.0139,,61.5940,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","HO did not want us going in there.  They just fixed the insulation, which had been falling."
"Envelope_00005465","SITE_02034","Crawlspace","Unconditioned",1749.0000,,188.0000,,"752.00","Estimated","N/A","N/A","Joist","2x8 or 4x8",24,,"Yes","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.5750,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,511.3980,,0.5900,,110.9200,,0.0395,,69.0249,,62.1333,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00005466","SITE_02035","Crawlspace","Unconditioned",514.0000,,98.0000,,"392.00","Estimated","N/A","N/A","Post and Beam","2x10 or 4x10",16,,"Yes","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1000,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,266.5798,,0.5900,,57.8200,,0.0324,,16.6488,,15.8361,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00005467","SITE_02035","Basement","Conditioned",2137.0000,,205.0000,,"824.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.5000,,"Yes","Uninsulated","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.4094,"Estimated based on homes of similar vintage",337.3569,,0.5700,"Estimated based on homes of similar vintage",116.8500,,0.0324,,69.2189,,116.8500,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00005468","SITE_02035","Floor over other area","Frame",795.0000,,112.7800,"Estimated","563.91","Estimated","Garage","No","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2780,"Estimated",156.7402,,0.7300,"Estimated",82.3316,,0.2127,"Estimated based on homes of similar vintage",169.1085,,99.0471,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00001173","SITE_02036","Crawlspace","Unconditioned",934.0000,,124.0000,,"496.00","Estimated","N/A","N/A","Post and Beam","2x8 or 4x8",16,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.5750,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,337.3051,,0.5900,,73.1600,,0.0395,,36.8606,,36.8606,,"Components: Framed Floor UA","N/A"
"Envelope_00001174","SITE_02036","Floor over other area","Unknown",551.0000,,,"N/A",,"N/A","Unknown","Unknown","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2127,"Estimated based on homes of similar vintage",117.2060,,117.2060,,"Components: Framed Floor UA","N/A"
"Envelope_00001175","SITE_02036","Cantilever","N/A",74.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"Exclude","Components: Framed Floor UA","N/A"
"Envelope_00005469","SITE_02037","Crawlspace","Unconditioned",1750.0000,,190.0000,,"760.00","Estimated","N/A","N/A","Post and Beam","2x6 or 4x6",16,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7550,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,516.8384,,0.5900,,112.1000,,0.0490,,85.7828,,85.7828,,"Components: Framed Floor UA","N/A"
"Envelope_00005470","SITE_02038","Crawlspace","Unconditioned",2481.0000,,257.0000,,"1,028.00","Estimated","N/A","N/A","Post and Beam","2x6 or 4x6",30,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7550,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,699.0919,,0.5900,,151.6300,,0.0490,,121.6155,,121.6155,,"Components: Framed Floor UA","N/A"
"Envelope_00005471","SITE_02039","Crawlspace","Unconditioned",1666.0000,,215.0000,,"860.00","Estimated","N/A","N/A","Post and Beam","2x8 or 4x8",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",7.5000,,0.9000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.5750,,"Yes","Foil-Faced Polyisocyanurate Foam Board",0.9000,,"N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",0.3500,,,"Unknown",0.6745,,580.1008,,0.5900,,126.8500,,0.0568,,94.6127,,94.6127,,"Components: Framed Floor UA","N/A"
"Envelope_00005283","SITE_02040","Crawlspace","Unknown",1716.0000,,165.7000,"Estimated","662.79","Estimated","N/A","N/A","Joist","Unknown",,"Unknown","Unknown","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",3.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",10.2300,,"Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"Unknown",,"Unknown",0.6526,"Estimated based on homes of similar vintage",432.5247,,0.5944,"Estimated based on homes of similar vintage",98.4973,,0.0743,,127.4275,,127.4275,,"Components: Framed Floor UA","N/A"
"Envelope_00005226","SITE_02041","Crawlspace","Unconditioned",1355.0000,,156.5000,,"626.00","Estimated","N/A","N/A","Joist","2x6 or 4x6",16,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7550,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,425.7116,,0.5900,,92.3350,,0.0490,,66.4204,,66.4204,,"Components: Framed Floor UA","N/A"
"Envelope_00005131","SITE_02042","Crawlspace","Unconditioned",1014.0000,,155.2500,,"621.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"Unknown",,"Unknown",0.6578,"Estimated based on homes of similar vintage",408.4902,,0.5900,"Estimated based on homes of similar vintage",91.5975,,0.0522,"Estimated based on homes of similar vintage",52.9807,,52.9807,,"Components: Framed Floor UA","Crawl is inaccessible"
"Envelope_00005132","SITE_02042","Floor over other area","Frame",379.0000,,77.8700,"Estimated","389.36","Estimated","Garage","No","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2779,"Estimated",108.2222,,0.7300,"Estimated",56.8463,,0.2127,"Estimated based on homes of similar vintage",80.6190,,54.1650,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","Insulation type from homeowner"
"Envelope_00005133","SITE_02043","Crawlspace","Unconditioned",511.0000,,101.6000,,"406.40","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"Unknown",,"Unknown",0.5925,"Estimated based on homes of similar vintage",240.7978,,0.5997,"Estimated based on homes of similar vintage",60.9250,,0.0879,"Estimated based on homes of similar vintage",44.9148,,44.9148,,"Components: Framed Floor UA","Crawl inaccessible"
"Envelope_00005170","SITE_02044","Crawlspace","Unconditioned",956.0000,,140.0000,,"560.00","Estimated","N/A","N/A","Post and Beam","2x6 or 4x6",16,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7550,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,380.8283,,0.5900,,82.6000,,0.0490,,46.8619,,46.8619,,"Components: Framed Floor UA","N/A"
"Envelope_00005072","SITE_02045","Crawlspace","Unconditioned",1477.0000,,192.0000,,"768.00","Estimated","N/A","N/A","Joist","2x6 or 4x6",16,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7550,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,522.2788,,0.5900,,113.2800,,0.0490,,72.4007,,72.4007,,"Components: Framed Floor UA","N/A"
"Envelope_00005479","SITE_02046","Basement","Conditioned",240.0000,,62.0000,,"496.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",0.9000,,"Yes","Uninsulated","Unknown","Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",1.2625,"Estimated based on homes of similar vintage",626.2091,,0.5277,"Estimated based on homes of similar vintage",32.7148,,0.2127,,51.0516,,32.7148,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
