"PK_Envelope_ID","CK_SiteID","Ceiling Type","Ceiling Area","Ceiling Area_notes","Type of Area Above Ceiling","Ceiling Accessible","Ceiling Insulated","Ceiling Insulation Type 1","Ceiling Insulation Thickness 1","Ceiling Insulation Thickness 1_notes","Ceiling Insulation Condition 1","Ceiling Insulation Condition 1_notes","Ceiling Insulation Type 2","Ceiling Insulation Thickness 2","Ceiling Insulation Thickness 2_notes","Ceiling Insulation Condition 2","Ceiling Insulation Condition 2_notes","Ceiling Insulation Type 3","Ceiling Insulation Thickness 3","Ceiling Insulation Thickness 3_notes","Ceiling Insulation Condition 3","Ceiling Insulation Condition 3_notes","Ceiling Insulation R-Value","Ceiling Insulation R-Value_notes","Ceiling U-Value","Ceiling U-Value_notes","Ceiling Heat Loss Rate (UA)","Ceiling Heat Loss Rate (UA)_notes","Ceiling Notes"
"Envelope_00000480","BLDG_00119","Attic",5077.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",352.7961,,"N/A"
"Envelope_00000481","BLDG_00119","Roof Deck",400.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0262,"Estimated based on homes of similar vintage",10.4869,,"N/A"
"Envelope_00000485","BLDG_00120","Attic",5532.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",384.4137,,"N/A"
"Envelope_00000500","BLDG_00121","Attic",7772.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,248.8467,,"N/A"
"Envelope_00000469","BLDG_00122","Attic",2080.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,66.5982,,"N/A"
"Envelope_00000263","BLDG_00123","Attic",4000.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,128.0735,,"N/A"
"Envelope_00000264","BLDG_00124","Attic",3867.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,123.8150,,"N/A"
"Envelope_00000477","BLDG_00126","Attic",4400.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,140.8808,,"N/A"
"Envelope_00000468","BLDG_00127","Attic",3648.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,116.8030,,"N/A"
"Envelope_00000265","BLDG_00128","Attic",7200.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,230.5322,,"N/A"
"Envelope_00000549","BLDG_00129","Roof Deck",11450.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.2935,"Estimated based on homes of similar vintage",3360.6056,,"N/A"
"Envelope_00000545","BLDG_00130","Attic",9188.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,294.1847,,"N/A"
"Envelope_00000550","BLDG_00131","Attic",9516.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,304.6867,,"N/A"
"Envelope_00000551","BLDG_00132","Attic",4212.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",292.6881,,"N/A"
"Envelope_00000473","BLDG_00133","Attic",3716.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",169.0120,,"N/A"
"Envelope_00000510","BLDG_00134","Attic",2060.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,65.9578,,"N/A"
"Envelope_00000543","BLDG_00135","Attic",8224.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,263.3190,,"N/A"
"Envelope_00000492","BLDG_00136","Attic",10672.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,341.7000,,"N/A"
"Envelope_00000547","BLDG_00137","Attic",1824.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",82.9596,,"One story portion of building"
"Envelope_00000548","BLDG_00137","Attic",1360.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",61.8558,,"Two story portion of building, no access"
"Envelope_00000546","BLDG_00139","Attic",7488.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",340.5710,,"No access"
"Envelope_00000544","BLDG_00140","Attic",4024.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,128.8419,,"N/A"
"Envelope_00000690","BLDG_00141","Attic",4774.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0703,"Estimated based on homes of similar vintage",335.3768,,"N/A"
"Envelope_00000783","BLDG_00142","Attic",7362.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",334.8402,,"N/A"
"Envelope_00003396","BLDG_00143","Attic",11036.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",501.9419,,"N/A"
"Envelope_00000784","BLDG_00145","Attic",10736.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",488.2973,,"N/A"
"Envelope_00000785","BLDG_00146","Attic",6048.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0368,"Estimated based on homes of similar vintage",222.7124,,"N/A"
"Envelope_00000786","BLDG_00147","Attic",5328.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0322,"Estimated based on homes of similar vintage",171.3342,,"N/A"
"Envelope_00003399","BLDG_00148","Attic",8982.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,287.5889,,"N/A"
"Envelope_00003402","BLDG_00149","Attic",7568.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,242.3150,,"N/A"
"Envelope_00003403","BLDG_00150","Attic",8590.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",390.6924,,"N/A"
"Envelope_00003404","BLDG_00151","Attic",5080.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,162.6533,,"N/A"
"Envelope_00000787","BLDG_00152","Attic",3840.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0325,"Estimated based on homes of similar vintage",124.7355,,"Presumed from roof shape"
"Envelope_00003406","BLDG_00153","Attic",8600.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,275.3579,,"N/A"
"Envelope_00003407","BLDG_00155","Attic",5892.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,188.6522,,"N/A"
"Envelope_00003408","BLDG_00156","Roof Deck",18408.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.2935,"Estimated based on homes of similar vintage",5402.7972,,"N/A"
"Envelope_00000788","BLDG_00157","Roof Deck",5884.0000,,"N/A","No","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.2935,,1726.9697,,"N/A"
"Envelope_00003409","BLDG_00158","Attic",4426.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,141.7133,,"N/A"
"Envelope_00000282","BLDG_00159","Roof Deck",8448.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.2935,"Estimated based on homes of similar vintage",2479.5106,,"N/A"
"Envelope_00000694","BLDG_00160","Attic",4759.5000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00000742","BLDG_00161","Attic",2954.0000,,"N/A","Yes","Yes","Blown fiberglass",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",28.2500,,0.0394,,116.4859,,"N/A"
"Envelope_00000288","BLDG_00162","Attic",4970.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0479,"Estimated based on homes of similar vintage",237.9628,,"No access"
"Envelope_00000291","BLDG_00163","Attic",10372.0000,,"N/A","Yes","Yes","Blown cellulose",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1700,,0.0338,,350.9205,,"N/A"
"Envelope_00000292","BLDG_00164","Attic",4155.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0703,"Estimated based on homes of similar vintage",291.8916,,"N/A"
"Envelope_00000293","BLDG_00165","Roof Deck",4750.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0262,"Estimated based on homes of similar vintage",124.5320,,"N/A"
"Envelope_00008482","BLDG_00166","Attic",3976.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0361,"Estimated based on homes of similar vintage",143.4986,,"N/A"
"Envelope_00008483","BLDG_00166","Sloped / Vaulted (no attic)",266.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","Sloped section"
"Envelope_00008534","BLDG_00167","Attic",3312.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0368,"Estimated based on homes of similar vintage",121.9615,,"N/A"
"Envelope_00008531","BLDG_00168","Attic",5440.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",378.0207,,"N/A"
"Envelope_00008556","BLDG_00169","Attic",2400.0000,,"N/A","No","Yes","Blown fiberglass",20.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",56.5000,,0.0271,,65.1415,,"New construction so it is insulated but no access, info from manager he said 22"" blown in"
"Envelope_00008520","BLDG_00170","Attic",7359.0000,,"N/A","Yes","Yes","Blown cellulose",7.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",25.6300,,0.0415,,305.7134,,"N/A"
"Envelope_00008628","BLDG_00171","Roof Deck",2440.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.2935,"Estimated based on homes of similar vintage",716.1465,,"Roof deck assumed from roof shape"
"Envelope_00008490","BLDG_00172","Attic",1440.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,46.1064,,"N/A"
"Envelope_00008551","BLDG_00173","Attic",4364.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",198.4845,,"N/A"
"Envelope_00008617","BLDG_00174","Attic",6416.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",291.8140,,"inaccessible hatch"
"Envelope_00008518","BLDG_00176","Attic",1626.0000,,"N/A","Yes","Yes","Fiberglass batts",3.5000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",11.9400,,0.0802,,130.4630,,"Attic access hole above apt 5"
"Envelope_00008477","BLDG_00178","Attic",3546.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",246.4083,,"N/A"
"Envelope_00008547","BLDG_00180","Attic",5876.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",408.3179,,"N/A"
"Envelope_00008489","BLDG_00181","Attic",1346.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",61.2191,,"N/A"
"Envelope_00008513","BLDG_00182","Attic",4992.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,159.8357,,"N/A"
"Envelope_00008470","BLDG_00183","Attic",4320.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",196.4833,,"N/A"
"Envelope_00008533","BLDG_00184","Attic",1792.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,57.3769,,"Resident said there is insulation."
"Envelope_00008568","BLDG_00185","Attic",1988.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",90.4187,,"N/A"
"Envelope_00008371","BLDG_00187","Attic",3312.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,106.0448,,"N/A"
"Envelope_00008303","BLDG_00190","Sloped / Vaulted (no attic)",9691.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0754,"Estimated based on homes of similar vintage",730.5903,,"N/A"
"Envelope_00008354","BLDG_00191","Attic",4500.0000,,"N/A","No","Yes","Blown Fiberglass",11.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",31.0800,,0.0370,,166.5440,,"N/A"
"Envelope_00008365","BLDG_00192","Attic",5340.0000,,"N/A","No","Yes","Blown Fiberglass",11.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",31.0800,,0.0370,,197.6322,,"N/A"
"Envelope_00008356","BLDG_00193","Attic",4695.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,150.3262,,"N/A"
"Envelope_00008369","BLDG_00195","Attic",8920.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",619.8427,,"N/A"
"Envelope_00008409","BLDG_00197","Attic",10360.0000,,"N/A","No","Yes","Blown Fiberglass",11.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",31.0800,,0.0370,,383.4212,,"N/A"
"Envelope_00008404","BLDG_00198","Attic",1380.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,44.1853,,"N/A"
"Envelope_00008358","BLDG_00199","Attic",9216.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,295.0812,,"N/A"
"Envelope_00008310","BLDG_00200","Attic",5346.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,171.1702,,"N/A"
"Envelope_00008375","BLDG_00201","Attic",7850.0000,,"N/A","No","Yes","Fiberglass batts",,"Unknown",,"Unknown","Blown fiberglass",,"Unknown",,"Unknown","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",545.4894,,"Insulation based on home owner's word. He is part of the HOA board."
"Envelope_00008357","BLDG_00202","Attic",5760.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",261.9777,,"N/A"
"Envelope_00011940","BLDG_00203","Attic",4049.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0361,"Estimated based on homes of similar vintage",146.1332,,"N/A"
"Envelope_00008402","BLDG_00204","Attic",1449.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,46.3946,,"N/A"
"Envelope_00008347","BLDG_00205","Attic",6047.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0695,"Estimated based on homes of similar vintage",420.2006,,"N/A"
"Envelope_00008407","BLDG_00206","Attic",8933.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,286.0200,,"N/A"
"Envelope_00008355","BLDG_00207","Attic",7650.0000,,"N/A","Yes","Yes","Fiberglass batts",5.5000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",18.7600,,0.0533,,407.9827,,"N/A"
"Envelope_00008408","BLDG_00208","Attic",3375.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0455,"Estimated based on homes of similar vintage",153.5025,,"N/A"
"Envelope_00008312","BLDG_00209","Attic",1702.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,54.4953,,"N/A"
"Envelope_00008637","BLDG_00210","Attic",1664.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0330,"Estimated based on homes of similar vintage",54.8328,,"N/A"
"Envelope_00008658","BLDG_00211","Attic",10450.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0330,"Estimated based on homes of similar vintage",344.3524,,"N/A"
"Envelope_00008640","BLDG_00212","Attic",3468.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0330,"Estimated based on homes of similar vintage",114.2788,,"N/A"
"Envelope_00008787","BLDG_00213","Attic",3724.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0330,"Estimated based on homes of similar vintage",122.7147,,"N/A"
"Envelope_00008650","BLDG_00214","Attic",14775.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0343,"Estimated based on homes of similar vintage",506.4389,,"N/A"
"Envelope_00008657","BLDG_00215","Attic",3192.5000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0343,"Estimated based on homes of similar vintage",109.4285,,"N/A"
"Envelope_00008655","BLDG_00216","Attic",2642.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0343,"Estimated based on homes of similar vintage",90.5592,,"N/A"
"Envelope_00008656","BLDG_00216","Sloped / Vaulted (no attic)",837.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00008654","BLDG_00217","Attic",2552.0000,,"N/A","Yes","Yes","Blown fiberglass",12.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",33.9000,,0.0350,,89.3954,,"Packed down a bit in some areas, possibly some walking/crawling through"
"Envelope_00008788","BLDG_00218","Attic",3420.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0726,"Estimated based on homes of similar vintage",248.1725,,"N/A"
"Envelope_00008789","BLDG_00219","Attic",45.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0330,"Estimated based on homes of similar vintage",1.4829,,"N/A"
"Envelope_00008790","BLDG_00219","Attic",1855.0000,,"N/A","Yes","Yes","Fiberglass batts",10.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",34.1000,,0.0339,,62.8593,,"N/A"
"Envelope_00008641","BLDG_00220","Attic",10075.0000,,"N/A","No","Yes","Blown Fiberglass",14.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,322.5850,,"N/A"
"Envelope_00008791","BLDG_00221","Attic",10110.0000,,"N/A","Yes","Yes","Blown fiberglass",16.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",45.2000,,0.0299,,302.0379,,"N/A"
"Envelope_00008792","BLDG_00222","Attic",3400.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0330,"Estimated based on homes of similar vintage",112.0381,,"N/A"
"Envelope_00008794","BLDG_00224","Attic",3415.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0726,"Estimated based on homes of similar vintage",247.8097,,"N/A"
"Envelope_00008795","BLDG_00226","Attic",3072.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,98.3604,,"N/A"
"Envelope_00008797","BLDG_00228","Attic",4128.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Exclude",,"Exclude","N/A"
"Envelope_00008798","BLDG_00229","Attic",4896.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0343,"Estimated based on homes of similar vintage",167.8189,,"N/A"
"Envelope_00008799","BLDG_00230","Attic",6221.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0345,"Estimated based on homes of similar vintage",214.7120,,"2008 building. Attic unaccessible but very likely insulated."
"Envelope_00008801","BLDG_00231","Attic",10075.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0291,"Estimated based on homes of similar vintage",293.0977,,"N/A"
"Envelope_00008335","BLDG_00232","Attic",8161.0000,,"N/A","No","Yes","Blown Fiberglass",18.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",50.8500,,0.0283,,231.0215,,"N/A"
"Envelope_00008331","BLDG_00233","Attic",6380.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,204.2772,,"N/A"
"Envelope_00008332","BLDG_00235","Attic",6380.0000,,"N/A","Yes","Yes","Blown fiberglass",14.0000,,1.0000,,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",39.5500,,0.0320,,204.2772,,"N/A"
"Envelope_00008337","BLDG_00236","Attic",1035.0000,,"N/A","No","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0330,"Estimated based on homes of similar vintage",34.1057,,"N/A"
