"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_notes","Primary Cooling System","Control Type","Zones Served","Cooling Fuel","Cooling Capacity","Cooling Capacity_notes","Cooling Capacity Units","Cooling Capacity Type","SEER","SEER_notes","SEER Type","EER","EER_notes","EER Type","COP","COP_notes","COP Type","Frequency of Use","Distribution Type","Water or Ground Loop?","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Energy Star Label Present?","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Cooling Capacity 2","DMSHP Cooling Capacity 2_notes","DMSHP Cooling Capacity 2 Type","DMSHP EER 2","DMSHP EER 2_notes","DMSHP EER 2 Type","DMSHP SEER 2","DMSHP SEER 2_notes","DMSHP SEER 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP EER 3","DMSHP EER 3_notes","DMSHP EER 3 Type","DMSHP SEER 3","DMSHP SEER 3_notes","DMSHP SEER 3 Type","DMSHP Cooling Capacity 3","DMSHP Cooling Capacity 3_notes","DMSHP Cooling Capacity 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP EER 4","DMSHP EER 4_notes","DMSHP EER 4 Type","DMSHP SEER 4","DMSHP SEER 4_notes","DMSHP SEER 4 Type","DMSHP Cooling Capacity 4","DMSHP Cooling Capacity 4_notes","DMSHP Cooling Capacity 4 Type","Equipment Notes"
"Mechanical_00000061","SITE_01618","Air Source Heat Pump","Dual Fuel Primary",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",36000.0000,,"Btuh","Nominal",14.5000,,"Nominal",12.0000,,"Nominal",,"Unknown","N/A","N/A","N/A","N/A","Condenser","York","Yhjf36s41s1a","No",2011,,"W1G1163354","Furnace","Rheem","Rely-07eauer","No",,"N/A","FD5D302F480107736","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","No info on btuhSee furnace for air handler info"
"Mechanical_00000062","SITE_02023","Air Source Heat Pump","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",29000.0000,,"Btuh","Nominal",16.2000,,"Rated",13.5000,,"Nominal",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Lennox","Xp17-030-230-04","No",2011,,"5811G11763","Air Handler","Lennox","Cbx32mv-024/030-230-6-06","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000063","SITE_01593","Air Source Heat Pump","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",35400.0000,,"Btuh","Rated",13.5000,,"Nominal",11.5000,,"Nominal",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Rheem","13pjl36a01","Yes",2012,,"N/A","Air Handler","Rheem","Unknown","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Could not open closet doors enough to access the equipment"
"Mechanical_00000064","SITE_01584","Air Source Heat Pump","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",33600.0000,,"Btuh","Rated",13.0000,,"Nominal",11.0000,,"Nominal",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Goodman","GSH130361CB","No",2012,,"1206694781","Air Handler","Unknown","Unknown","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000065","SITE_01669","Air Source Heat Pump","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",18000.0000,,"Btuh","Nominal",,"Unknown","N/A",12.1500,,"Rated",,"Unknown","N/A","N/A","N/A","N/A","Condenser","International Comfort Products","TCH218AKC3","No",2004,,"E042727524","Air Handler","International Comfort Products","MV08B1500A4","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Numbers not listed"
"Mechanical_00000066","SITE_01566","Air Source Heat Pump","N/A",,"N/A","Yes","Smart/Wi-Fi Thermostat","Whole Home","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Unknown","Unknown","No",,"Unknown","Unknown","Air Handler","Trane","TAM8C0C60V51CBA","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","Condenser unit on roof. Did not access."
"Mechanical_00000067","SITE_00060","Air Source Heat Pump","N/A",,"N/A","Unknown","Unknown","Upstairs","Electric",,"Unknown","N/A","N/A",,"Unknown","N/A",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Unknown","Unknown","Unknown",,"Unknown","Unknown","Air Handler","Unknown","Unknown","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000068","SITE_00172","Air Source Heat Pump","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",40000.0000,,"Btuh","Nominal",13.2500,,"Nominal",11.0000,,"Nominal",,"Unknown","N/A","N/A","N/A","N/A","Condenser","American Standard","4a6h4042d1000aa","Yes",2015,,"N/A","Air Handler","American Standard","Tam7a0c42h31s1da","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000069","SITE_01197","Air Source Heat Pump","N/A",,"N/A","Yes","Smart/Wi-Fi Thermostat","Whole Home","Electric",35500.0000,,"Btuh","Average",14.5000,,"Average",12.0000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Trane","TWX036C100A3","Yes",1999,,"N/A","Air Handler","Trane","TWE036P13FB0","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000071","SITE_01205","Air Source Heat Pump","Dual Fuel Primary",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",46000.0000,,"Btuh","Nominal",18.0000,,"Nominal",11.0000,,"Nominal",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Carrier","25vna84a300","Yes",2016,,"N/A","Furnace","Carrier","59tn6a080v211120","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000072","SITE_00147","Air Source Heat Pump","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",36000.0000,,"Btuh","Average",14.5000,,"Average",12.0000,,"Average",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Trane","4twx4036a1000ab","Yes",2003,,"N/A","Air Handler","Trane","4teef37a1000aa","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000073","SITE_01999","Air Source Heat Pump","N/A",,"N/A","Yes","Programmable Thermostat","Whole Home","Electric",60000.0000,,"Btuh","Nominal",17.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","Trane","4a6h5060e1000ab","Yes",2010,,"N/A","Air Handler","American Standard","4tee3f65b1000aa","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00000074","SITE_02028","Air Source Heat Pump","N/A",,"N/A","Yes","Unknown","Whole Home","Electric",36000.0000,,"Btuh","Nominal",17.0000,,"Nominal",,"Unknown","N/A",,"Unknown","N/A","N/A","N/A","N/A","Condenser","American Standard","4A6H5036E1000AB","Yes",2011,,"N/A","Air Handler","American Standard","ADD060C936C3","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A"
