"SITEID","Building_Category","State","Site_Case_Weight","Ownership","Vintage","Conditioned_Area","COHORT","county","City","subregion","zip","utility_name","ut_class","utility_id","stratum","pop_ct","unit_multiplicity_ct","ALT_svy_wt"
SITE_01079,Manufactured,WA,997.59,Own / buying,1992,1218,MH,Sno,GOLD BAR,PS,98251,Snohomish Coun,BPA,17470,WA.6,16835,1,990.2941176
SITE_01080,Single Family (4 or fewer units),WA,3801.52,Own / buying,1986,2280,SF,Sno,SNOHOMIS,PS,98296,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01081,Single Family (4 or fewer units),WA,3801.52,Own / buying,1989,2460,SF,Sno,ARLINGTO,PS,98223,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01082,Single Family (4 or fewer units),WA,3801.52,Own / buying,1951,1900,SF,Sno,MOUNTLAK,PS,98043,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01083,Single Family (4 or fewer units),WA,3801.52,Own / buying,1967,2414.3,SF,Sno,LAKE STE,PS,98258,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01084,Single Family (4 or fewer units),WA,3801.52,Own / buying,2002,2118,SF,Sno,LYNNWOOD,PS,98037,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01085,Single Family (4 or fewer units),WA,3801.52,Own / buying,1992,1723.5,SF,Sno,EVERETT,PS,98208,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01086,Single Family (4 or fewer units),WA,3801.52,Own / buying,1978,2005,SF,Sno,SNOHOMIS,PS,98296,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01087,Single Family (4 or fewer units),WA,3801.52,Own / buying,1966,2386,SF,Sno,EDMONDS,PS,98020,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01088,Single Family (4 or fewer units),WA,3801.52,Own / buying,2006,1786,SF,Sno,BOTHELL,PS,98021,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01089,Single Family (4 or fewer units),WA,3801.52,Own / buying,1961,3174,SF,Sno,MUKILTEO,PS,98275,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01090,Single Family (4 or fewer units),WA,3801.52,Own / buying,1999,2325,SF,Sno,MILL CRE,PS,98012,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01091,Single Family (4 or fewer units),WA,3801.52,Own / buying,1989,1834,SF,Sno,LAKE STE,PS,98258,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01092,Single Family (4 or fewer units),WA,3801.52,Own / buying,1962,1941.5,SF,Sno,EVERETT,PS,98208,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01093,Single Family (4 or fewer units),WA,3801.52,Own / buying,1950,2620,SF,Sno,EDMONDS,PS,98020,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01094,Single Family (4 or fewer units),WA,3801.52,Own / buying,1998,2177,SF,Sno,ARLINGTO,PS,98223,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01095,Single Family (4 or fewer units),WA,3801.52,Own / buying,1963,2930,SF,Sno,EDMONDS,PS,98026,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01096,Single Family (4 or fewer units),WA,3801.52,Own / buying,2014,2158,SF,Sno,SNOHOMIS,PS,98296,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01097,Single Family (4 or fewer units),WA,3801.52,Own / buying,1967,1637,SF,Sno,EDMONDS,PS,98026,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01098,Single Family (4 or fewer units),WA,3801.52,Own / buying,1994,1205.2,SF,Sno,MARYSVIL,PS,98271,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01099,Single Family (4 or fewer units),WA,3801.52,Own / buying,2010,1668,SF,Sno,LAKE STE,PS,98258,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01100,Single Family (4 or fewer units),WA,3801.52,Own / buying,1951,1332,SF,Sno,MOUNTLAK,PS,98043,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01101,Single Family (4 or fewer units),WA,3801.52,Own / buying,2001,3010,SF,Sno,SNOHOMIS,PS,98290,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01102,Single Family (4 or fewer units),WA,3801.52,Own / buying,2011,1752,SF,Sno,LYNNWOOD,PS,98036,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01103,Multifamily (5 or more units),WA,630.9,Rent,1993,,MF,Kit,BREMERTO,WW,98310,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01104,Multifamily (5 or more units),WA,2383.66,Rent,,,MF,Pie,PUYALLUP,PS,98373,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01105,Multifamily (5 or more units),WA,2383.66,Rent,1978,,MF,Ska,MOUNT VE,PS,98273,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01106,Multifamily (5 or more units),WA,2002.11,Own / buying,2001,,MF,Sno,LYNNWOOD,PS,98087,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01107,Multifamily (5 or more units),WA,2383.66,Own / buying,1998,,MF,Wha,BELLINGH,PS,98226,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01108,Multifamily (5 or more units),WA,630.9,Rent,1986,,MF,Kit,PORT ORC,WW,98366,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01110,Multifamily (5 or more units),WA,630.9,Own / buying,1995,,MF,Kit,KINGSTON,WW,98346,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01111,Multifamily (5 or more units),WA,2383.66,Rent,1983,,MF,Isl,OAK HARB,PS,98277,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01112,Multifamily (5 or more units),WA,2383.66,Rent,1988,,MF,Isl,OAK HARB,PS,98277,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01113,Multifamily (5 or more units),WA,2383.66,Rent,,,MF,Thu,OLYMPIA,PS,98516,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01114,Multifamily (5 or more units),WA,2383.66,Rent,1978,,MF,Ska,BURLINGT,PS,98233,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01115,Multifamily (5 or more units),WA,630.9,Rent,1988,,MF,Kit,BREMERTO,WW,98310,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01116,Multifamily (5 or more units),WA,2383.66,Rent,1975,,MF,Wha,BELLINGH,PS,98225,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01117,Multifamily (5 or more units),WA,2383.66,Rent,,,MF,Pie,LAKEWOOD,PS,98439,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01118,Multifamily (5 or more units),WA,2383.66,Rent,1986,,MF,Wha,BELLINGH,PS,98225,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01119,Multifamily (5 or more units),WA,2383.66,Rent,1983,,MF,Pie,PUYALLUP,PS,98372,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01120,Multifamily (5 or more units),WA,2383.66,Own / buying,1970,,MF,Pie,PUYALLUP,PS,98372,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01121,Multifamily (5 or more units),WA,2383.66,Rent,2001,,MF,Wha,BELLINGH,PS,98226,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01122,Multifamily (5 or more units),WA,2383.66,Rent,1978,,MF,Isl,OAK HARB,PS,98277,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01123,Multifamily (5 or more units),WA,2002.11,Own / buying,2000,,MF,Sno,MUKILTEO,PS,98275,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01124,Multifamily (5 or more units),WA,2002.11,Own / buying,1984,,MF,Sno,EDMONDS,PS,98020,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01125,Multifamily (5 or more units),WA,2383.66,Rent,1985,,MF,Pie,PUYALLUP,PS,98371,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01126,Multifamily (5 or more units),WA,2383.66,Rent,1978,,MF,Wha,BLAINE,PS,98230,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01127,Multifamily (5 or more units),WA,630.9,Rent,1977,,MF,Kit,PORT ORC,WW,98366,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01128,Multifamily (5 or more units),WA,2000.27,Rent,2003,,MF,Kin,FEDERAL,PS,98001,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01129,Multifamily (5 or more units),WA,2000.27,Rent,1980,,MF,Kin,AUBURN,PS,98002,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01130,Multifamily (5 or more units),WA,2000.27,Rent,1957,,MF,Kin,KENT,PS,98030,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01131,Multifamily (5 or more units),WA,2000.27,Rent,1963,,MF,Kin,BELLEVUE,PS,98004,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01132,Multifamily (5 or more units),WA,2000.27,Rent,1980,,MF,Kin,BELLEVUE,PS,98007,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01133,Multifamily (5 or more units),WA,2000.27,Own / buying,1978,,MF,Kin,BELLEVUE,PS,98007,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01134,Multifamily (5 or more units),WA,2002.11,Own / buying,1999,,MF,Sno,BOTHELL,PS,98012,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01135,Multifamily (5 or more units),WA,2002.11,Rent,2014,,MF,Sno,BOTHELL,PS,98012,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01136,Multifamily (5 or more units),WA,2002.11,Own / buying,1988,,MF,Sno,BOTHELL,PS,98012,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01137,Single Family (4 or fewer units),WA,3801.52,Own / buying,1975,1596,SF,Sno,EDMONDS,PS,98026,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01138,Multifamily (5 or more units),WA,2000.27,Rent,2016,,MF,Kin,KENMORE,PS,98028,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01139,Multifamily (5 or more units),WA,2000.27,Own / buying,1995,,MF,Kin,KIRKLAND,PS,98033,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01140,Multifamily (5 or more units),WA,2000.27,Rent,1960,,MF,Kin,MERCER I,PS,98040,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01141,Multifamily (5 or more units),WA,2000.27,Rent,1969,,MF,Kin,REDMOND,PS,98052,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01142,Multifamily (5 or more units),WA,2002.11,Rent,1991,,MF,Sno,LYNNWOOD,PS,98087,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01143,Multifamily (5 or more units),WA,2002.11,Own / buying,2001,,MF,Sno,LYNNWOOD,PS,98087,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01144,Multifamily (5 or more units),WA,2002.11,Rent,1988,,MF,Kin,LYNNWOOD,PS,98087,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01145,Multifamily (5 or more units),WA,2002.11,Rent,1979,,MF,Sno,LYNNWOOD,PS,98087,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01146,Multifamily (5 or more units),WA,2000.27,Rent,2007,,MF,Kin,AUBURN,PS,98092,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01147,Multifamily (5 or more units),WA,2002.39,Rent,,,MF,Kin,SEATTLE,PS,98101,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01148,Multifamily (5 or more units),WA,2002.39,Rent,2004,,MF,Kin,SEATTLE,PS,98104,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01149,Multifamily (5 or more units),WA,2002.39,Rent,2009,,MF,Kin,SEATTLE,PS,98105,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01150,Multifamily (5 or more units),WA,2002.39,Rent,1971,,MF,Kin,SEATTLE,PS,98105,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01151,Single Family (4 or fewer units),WA,2292.4,Own / buying,1928,2316,SF,Kin,TUKWILA,PS,98168,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01152,Single Family (4 or fewer units),WA,2292.4,Own / buying,2001,1358,SF,Kin,SEATTLE,PS,98107,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01153,Multifamily (5 or more units),WA,2002.39,Own / buying,1975,,MF,Kin,SEATTLE,PS,98109,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01154,Multifamily (5 or more units),WA,2002.39,Rent,1997,,MF,Kin,SEATTLE,PS,98109,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01155,Multifamily (5 or more units),WA,2002.39,Rent,2002,,MF,Kin,SEATTLE,PS,98115,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01156,Multifamily (5 or more units),WA,2002.39,Rent,1985,,MF,Kin,SEATTLE,PS,98117,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01157,Multifamily (5 or more units),WA,2002.39,Rent,1957,,MF,Kin,SEATTLE,PS,98118,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01158,Multifamily (5 or more units),WA,2002.39,Own / buying,2008,,MF,Kin,SEATTLE,PS,98121,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01159,Multifamily (5 or more units),WA,2002.39,Own / buying,1983,,MF,Kin,SEATTLE,PS,98122,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01160,Multifamily (5 or more units),WA,2002.39,Rent,1988,,MF,Kin,SEATTLE,PS,98122,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01161,Multifamily (5 or more units),WA,2002.39,Own / buying,1909,,MF,Kin,SEATTLE,PS,98122,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01162,Single Family (4 or fewer units),WA,587.74,Own / buying,2009,1259,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01163,Multifamily (5 or more units),WA,2002.39,Rent,1970,,MF,Kin,SEATTLE,PS,98125,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01164,Multifamily (5 or more units),WA,2002.39,Rent,1995,,MF,Kin,SEATTLE,PS,98125,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01165,Multifamily (5 or more units),WA,2002.39,Own / buying,1980,,MF,Kin,SEATTLE,PS,98126,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01166,Multifamily (5 or more units),WA,2002.39,Rent,1950,,MF,Kin,SEATTLE,PS,98115,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01167,Multifamily (5 or more units),WA,2002.39,Rent,1989,,MF,Kin,SEATTLE,PS,98146,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01168,Multifamily (5 or more units),WA,2002.39,Rent,1960,,MF,Kin,SEATTLE,PS,98146,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01169,Multifamily (5 or more units),WA,2002.39,Rent,1985,,MF,Kin,BURIEN,PS,98148,Seattle City o,BPA,16868,WA.1,226582,1,2312.061224
SITE_01170,Multifamily (5 or more units),WA,2000.27,Own / buying,1980,,MF,Kin,TUKWILA,PS,98188,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01171,Multifamily (5 or more units),WA,2002.39,Rent,1950,,MF,Pie,SEATTLE,PS,98199,Seattle City o,BPA,16868,WA.2,193386,1,2685.916667
SITE_01172,Multifamily (5 or more units),WA,2002.11,Rent,1986,,MF,Sno,EVERETT,PS,98204,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_01173,Multifamily (5 or more units),WA,2383.66,Rent,1995,,MF,Wha,BELLINGH,PS,98225,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01174,Multifamily (5 or more units),WA,2383.66,Rent,1991,,MF,Wha,BELLINGH,PS,98225,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01175,Multifamily (5 or more units),WA,2383.66,Rent,1978,,MF,Wha,BELLINGH,PS,98225,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01176,Multifamily (5 or more units),WA,2383.66,Rent,1979,,MF,Isl,OAK HARB,PS,98277,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01177,Single Family (4 or fewer units),WA,12576.67,Rent,1950,600,SF,Isl,OAK HARB,PS,98277,Puget Sound En,non-BPA,15500,PS.7,447680,1,14922.66667
SITE_01178,Multifamily (5 or more units),WA,2383.66,Rent,1976,,MF,Ska,SEDRO WO,PS,98284,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01179,Multifamily (5 or more units),WA,2383.66,Rent,1970,,MF,Pie,PUYALLUP,PS,98371,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01180,Single Family (4 or fewer units),WA,12576.67,Rent,2002,1314,SF,Pie,BONNEY L,PS,98391,Puget Sound En,non-BPA,15500,PS.6,436013,1,10381.2619
SITE_01181,Multifamily (5 or more units),WA,2383.66,Rent,2003,,MF,Pie,BONNEY L,PS,98391,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01182,Multifamily (5 or more units),WA,2804.94,Rent,1980,,MF,Pie,TACOMA,PS,98408,Tacoma City of,BPA,18429,WA.2,193386,1,2685.916667
SITE_01183,Multifamily (5 or more units),WA,2804.94,Rent,1980,,MF,Pie,TACOMA,PS,98409,Tacoma City of,BPA,18429,WA.2,193386,1,2685.916667
SITE_01184,Multifamily (5 or more units),WA,2804.94,Rent,1969,,MF,Pie,TACOMA,PS,98409,Tacoma City of,BPA,18429,WA.2,193386,1,2685.916667
SITE_01185,Multifamily (5 or more units),WA,2804.94,Rent,1970,,MF,Pie,TACOMA,PS,98444,Elmhurst Mutua,BPA,5832,WA.2,193386,1,2685.916667
SITE_01186,Multifamily (5 or more units),WA,2383.66,Rent,1964,,MF,Pie,LAKEWOOD,PS,98498,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01187,Multifamily (5 or more units),WA,2804.94,Rent,,,MF,Pie,UNIVERSI,PS,98467,Tacoma City of,BPA,18429,WA.2,193386,1,2685.916667
SITE_01188,Multifamily (5 or more units),WA,2804.94,Rent,,,MF,Pie,LAKEWOOD,PS,98499,Lakeview Light,BPA,10627,WA.2,193386,1,2685.916667
SITE_01189,Multifamily (5 or more units),WA,2804.94,Rent,1990,,MF,Pie,LAKEWOOD,PS,98499,Lakeview Light,BPA,10627,WA.2,193386,1,2685.916667
SITE_01190,Multifamily (5 or more units),WA,2383.66,Rent,1972,,MF,Thu,OLYMPIA,PS,98502,Puget Sound En,PSE,15500,WA.2,193386,1,2685.916667
SITE_01191,Multifamily (5 or more units),WA,2383.66,Rent,1975,,MF,Wha,BELLINGH,PS,98225,Puget Sound En,PSE,15500,WA.3,52212,1,1411.135135
SITE_01192,Single Family (4 or fewer units),WA,3801.52,Own / buying,1950,3440,SF,Sno,WOODWAY,PS,98020,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01193,Single Family (4 or fewer units),WA,12576.67,Own / buying,2005,2452,SF,Kin,KENT,PS,98031,Puget Sound En,non-BPA,15500,PS.7,447680,1,14922.66667
SITE_01194,Single Family (4 or fewer units),WA,12576.67,Own / buying,1977,1824,SF,Wha,BELLINGH,PS,98229,Puget Sound En,non-BPA,15500,PS.6,436013,1,10381.2619
SITE_01195,Single Family (4 or fewer units),WA,10259.39,Own / buying,1956,1764,SF,Pie,TACOMA,PS,98409,Tacoma City of,BPA,18429,PS.6,436013,1,10381.2619
SITE_01196,Single Family (4 or fewer units),WA,12576.67,Own / buying,1964,2974,SF,Kin,SAMMAMIS,PS,98075,Puget Sound En,non-BPA,15500,PS.7,447680,1,14922.66667
SITE_01197,Single Family (4 or fewer units),WA,10259.39,Own / buying,2000,1776,SF,Pie,GIG HARB,PS,98329,Peninsula Ligh,BPA,14668,PS.6,436013,1,10381.2619
SITE_01198,Single Family (4 or fewer units),WA,2292.4,Own / buying,1906,2164,SF,Kin,SEATTLE,PS,98117,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01199,Single Family (4 or fewer units),WA,12576.67,Own / buying,1978,1152,SF,Thu,OLYMPIA,PS,98513,Puget Sound En,non-BPA,15500,PS.6,436013,1,10381.2619
SITE_01200,Single Family (4 or fewer units),WA,12576.67,Own / buying,1993,1462,SF,Thu,LACEY,PS,98503,Puget Sound En,non-BPA,15500,PS.6,436013,1,10381.2619
SITE_01201,Single Family (4 or fewer units),WA,2292.4,Own / buying,1970,1008,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01202,Single Family (4 or fewer units),WA,12576.67,Own / buying,2005,2909,SF,Kin,MAPLE VA,PS,98038,Puget Sound En,non-BPA,15500,PS.7,447680,1,14922.66667
SITE_01203,Single Family (4 or fewer units),WA,10259.39,Own / buying,1943,765,SF,Pie,TACOMA,PS,98404,Tacoma City of,BPA,18429,PS.6,436013,1,10381.2619
SITE_01204,Single Family (4 or fewer units),WA,12576.67,Own / buying,1997,1896,SF,Wha,LYNDEN,PS,98264,Puget Sound En,non-BPA,15500,PS.6,436013,1,10381.2619
SITE_01205,Single Family (4 or fewer units),WA,12576.67,Own / buying,1968,3000,SF,Thu,OLYMPIA,PS,98512,Puget Sound En,non-BPA,15500,PS.6,436013,1,10381.2619
SITE_01206,Single Family (4 or fewer units),WA,12576.67,Own / buying,1980,1300,SF,Kin,KIRKLAND,PS,98033,Puget Sound En,non-BPA,15500,PS.7,447680,1,14922.66667
SITE_01207,Single Family (4 or fewer units),WA,10259.39,Rent,1956,863,SF,Pie,TACOMA,PS,98408,Tacoma City of,BPA,18429,PS.6,436013,1,10381.2619
SITE_01208,Single Family (4 or fewer units),WA,3801.52,Own / buying,1973,2146,SF,Sno,BOTHELL,PS,98021,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01209,Single Family (4 or fewer units),WA,12576.67,Own / buying,1995,2709,SF,Kin,SAMMAMIS,PS,98074,Puget Sound En,non-BPA,15500,PS.7,447680,1,14922.66667
SITE_01210,Single Family (4 or fewer units),WA,12576.67,Own / buying,2007,1296.8,SF,Kin,RENTON,PS,98055,Puget Sound En,non-BPA,15500,PS.7,447680,1,14922.66667
SITE_01211,Single Family (4 or fewer units),WA,2292.4,Own / buying,1904,2927.4,SF,Kin,SEATTLE,PS,98103,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01212,Single Family (4 or fewer units),WA,2292.4,Own / buying,1964,2780,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01213,Single Family (4 or fewer units),WA,3801.52,Own / buying,2003,1641,SF,Sno,ARLINGTO,PS,98223,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_01214,Single Family (4 or fewer units),WA,2292.4,Own / buying,1948,1889,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01215,Single Family (4 or fewer units),WA,587.74,Own / buying,1982,2030,SF,Kin,SEATTLE,PS,98125,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_01216,Single Family (4 or fewer units),WA,12576.67,Own / buying,2013,2413,SF,Kin,KENT,PS,98042,Puget Sound En,non-BPA,15500,PS.7,447680,1,14922.66667
SITE_01217,Single Family (4 or fewer units),WA,2292.4,Own / buying,1944,1688,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_01218,Manufactured,OR,1135.4,Own / buying,1998,1620,MH,Des,LA PINE,EO,97739,Midstate Elect,BPA,12439,OR.9,3709,1,463.625
SITE_01219,Manufactured,OR,1135.4,Own / buying,2003,1908,MH,Des,LA PINE,EO,97739,Midstate Elect,BPA,12439,OR.9,3709,1,463.625
SITE_01220,Manufactured,OR,1135.4,Own / buying,1977,924,MH,Des,LA PINE,EO,97739,Midstate Elect,BPA,12439,OR.9,3709,1,463.625
SITE_01221,Manufactured,OR,1135.4,Own / buying,1998,880,MH,Des,LA PINE,EO,97739,Midstate Elect,BPA,12439,OR.9,3709,1,463.625
SITE_01222,Manufactured,OR,894.83,Own / buying,1997,1064,MH,Cur,GOLD BEA,WO,97444,Coos-Curry Ele,BPA,4317,OR.7,62783,1,3923.9375
SITE_01223,Manufactured,OR,894.83,Own / buying,1996,1566,MH,Lan,FLORENCE,WO,97439,Central Lincol,BPA,3264,OR.5,14327,1,754.0526316
SITE_01224,Manufactured,OR,894.83,Own / buying,1985,2419,MH,Lin,TOLEDO,WO,97391,Central Lincol,BPA,3264,OR.6,15098,1,1078.428571
SITE_01225,Manufactured,OR,894.83,Own / buying,1983,845,MH,Til,ROCKAWAY,WO,97136,Tillamook Peop,BPA,18917,OR.3,3793,1,541.8571429
SITE_01226,Manufactured,OR,894.83,Own / buying,1986,1836,MH,Til,BEAVER,WO,97108,Tillamook Peop,BPA,18917,OR.3,3793,1,541.8571429
SITE_01227,Manufactured,OR,894.83,Own / buying,1970,824,MH,Lan,SPRINGFI,WO,97477,City of Spring,BPA,17839,OR.5,14327,1,754.0526316
SITE_01228,Manufactured,OR,894.83,Own / buying,1975,924,MH,Lan,VENETA,WO,97487,Emerald People,BPA,40437,OR.5,14327,1,754.0526316
SITE_01229,Manufactured,OR,894.83,Own / buying,1986,1296,MH,Lan,SPRINGFI,WO,97478,City of Spring,BPA,17839,OR.5,14327,1,754.0526316
SITE_01230,Multifamily (5 or more units),OR,819.89,Rent,2000,,MF,Hoo,HOOD RIV,EO,97031,Hood River Ele,BPA,8830,OR.4,24339,1,1872.230769
SITE_01231,Multifamily (5 or more units),OR,819.89,Rent,,,MF,Was,THE DALL,EO,97058,Northern Wasco,BPA,13788,OR.4,24339,1,1872.230769
SITE_01232,Multifamily (5 or more units),OR,1307,Rent,1960,,MF,Jef,MADRAS,EO,97741,PacifiCorp,non-BPA,14354,OR.1,173057,1,4554.131579
SITE_01233,Multifamily (5 or more units),OR,1307,Rent,,,MF,Jef,MADRAS,EO,97741,PacifiCorp,non-BPA,14354,OR.1,173057,1,4554.131579
SITE_01234,Multifamily (5 or more units),OR,1307,Rent,1991,,MF,Jef,MADRAS,EO,97741,PacifiCorp,non-BPA,14354,OR.1,173057,1,4554.131579
SITE_01235,Multifamily (5 or more units),OR,1307,Rent,1970,,MF,Jef,MADRAS,EO,97741,PacifiCorp,non-BPA,14354,OR.1,173057,1,4554.131579
