"PK_Mechanical_ID","CK_SiteID","System Type","Technology","Size (Gallons)","Size (Gallons)_notes","Make","Model","Year Manufactured on Nameplate","Year Manufactured","Year Manufactured_notes","Serial Number","Provided by Heating System","Supplemental Solar Water Heating","Fuel Type","Capacity","Capacity_notes","Capacity Units","Energy Factor","Energy Factor_notes","HPWH in Conditioned Space","HPWH Conditioned Space Type","HPWH Conditioned Space Size","HPWH Conditioned Space Size_notes","HPWH Relation to Space Heating Unit","HPWH Ducting","Location","Serves Whole House","Within 4 feet of a drain","Drain Type","Tank Wrap","Tank Wrap Thickness","Tank Wrap Thickness_notes","Pipe Wrap","Pipe Wrap Type","Pipe Wrap Length","Pipe Wrap Length_notes","Pipe Wrap Thickness","Pipe Wrap Thickness_notes","Can Exhaust to Garage or Get Supply Air from Home Interior","In a room greater than 1,000 cubic feet","Eight feet of Vertical Space","Wifi Enabled"
"Mechanical_00010341","SITE_00078","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","MI50S6DS13","No",,"Unknown","TG6216482","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010342","SITE_01907","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Mi50t6ds13","No",,"Unknown","XF4405058","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Unknown","Unknown","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","Unknown","Unknown","Unknown","Unknown"
"Mechanical_00010343","SITE_00800","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","MI50T6DS13","No",,"Unknown","PH9718090","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010344","SITE_01183","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","MI50T6DS13","No",,"Unknown","ZJ3612716","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010345","SITE_01145","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Mi5os6ds13","No",,"Unknown","WC8799924","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010346","SITE_01737","Storage Water Heater","Fossil Fuel Non-Condensing",75.0000,,"Bradford White","MI75S6BN12","No",,"Unknown","AC4396873","No","No","Natural Gas",75000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Other","No","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010347","SITE_01008","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Miii50t60","No",,"Unknown","YFL595795","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","Yes",2.0000,,"Yes","Polyethylene Foam",4.0000,,1.0000,,"N/A","No","Yes","No"
"Mechanical_00010348","SITE_01211","Storage Water Heater","Fossil Fuel Condensing",75.0000,,"Bradford White","MIITW75T6BN12","No",,"Unknown","AH5095992","No","No","Natural Gas",76000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","No","No"
"Mechanical_00010349","SITE_01817","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Re350s6","No",,"Unknown","ME36129738","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",10.0000,,0.7500,,"N/A","No","No","No"
"Mechanical_00010350","SITE_01057","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Re350s6","No",,"Unknown","NF37824571","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00010351","SITE_01044","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Re350s6","No",,"Unknown","ME36256140","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010352","SITE_01132","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Re350s6","No",,"Unknown","NC37439019","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010353","SITE_01610","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Re350t6","No",,"Unknown","ME36192631","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Plumbed drain","No",,"N/A","Yes","Polyethylene Foam",5.0000,,2.5000,,"Yes","Yes","Yes","No"
"Mechanical_00010354","SITE_00172","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Re350t6","No",,"Unknown","MF36271698","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",3.0000,,1.0000,,"Yes","Yes","No","No"
"Mechanical_00010355","SITE_01577","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Bradford White","Rg250t6n","No",,"Unknown","MF36322233","No","No","Natural Gas",40000.0000,,"Btuh",0.6200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010356","SITE_01891","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Bradford White","RH250T6N","Yes",2013,,"N/A","No","No","Natural Gas",40000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010357","SITE_01205","Storage Water Heater","Electric Resistance",,"Unknown","Eccotemp","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","No","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","Yes","N/A","No"
"Mechanical_00010358","SITE_01089","Instantaneous Water Heater","Fossil Fuel Condensing",0.0000,,"Eternal","Gu195s","No",,"Unknown","G003401","No","No","Natural Gas",31000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00010359","SITE_01705","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","Yes","Plumbed drain","Yes",2.0000,,"Yes","Polyethylene Foam",2.0000,,1.5000,,"Yes","No","Yes","No"
"Mechanical_00010360","SITE_01916","Storage Water Heater","Fossil Fuel Non-Condensing",,"Unknown","General Electric","Unknown","No",,"Unknown","Unknown","No","No","Natural Gas",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010361","SITE_01088","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Unknown","No",,"Unknown","Unknown","Yes","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",8.0000,,0.7500,,"No","No","No","No"
"Mechanical_00010362","SITE_01185","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Ge 0212r08366","Yes",2012,,"N/A","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010363","SITE_01649","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","GE 50T06TAG","No",2010,,"GE0410R12109","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",2.0000,,0.5000,,"No","No","Yes","No"
"Mechanical_00011263","SITE_00195","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82v52-2","Yes",2013,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00011264","SITE_00402","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Reliance","12-50-nact 400","Yes",2016,,"10019218","No","No","Natural Gas",40000.0000,,"Btuh",0.6200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011265","SITE_00298","Storage Water Heater","Electric Resistance",40.0000,,"Reliance","640dors","No",2014,,"1403J009187","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011266","SITE_00298","Storage Water Heater","Electric Resistance",40.0000,,"Reliance","940dkrs","No",2013,,"130J010447","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011267","SITE_00823","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Ecrt 52 200","No",2013,,"1310J000107","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011268","SITE_00827","Storage Water Heater","Electric Resistance",40.0000,,"Reliance","640d0rt","No",2013,,"1347J012053","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011269","SITE_00821","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"AO Smith","FSG 40 222","No",1994,,"GL94-2106490-222","No","No","Natural Gas",32000.0000,,"Btuh",0.5600,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011270","SITE_00820","Storage Water Heater","Unknown",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Unknown","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","Unknown","Unknown","Unknown","Unknown"
"Mechanical_00011271","SITE_00822","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"AO Smith","FSG 40232","No",,"Unknown","Unknown","No","No","Natural Gas",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Floor drain","Yes",1.5000,,"No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011272","SITE_00855","Storage Water Heater","Electric Resistance",50.0000,,"Reliance","650D0RS","No",2004,,"J04147478","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",4.0000,,1.0000,,"No","No","No","No"
"Mechanical_00011273","SITE_00817","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","81V52D C","Yes",2003,,"N/A","No","No","Electric",4.2000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Floor drain","Yes",1.5000,,"No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011274","SITE_00956","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Bradford White","MI40T6FBN","No",2014,,"LG34735920","No","No","Natural Gas",40000.0000,,"Btuh",0.5900,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011275","SITE_00818","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250S6DS-1NCWW","No",2013,,"KA17608234","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011276","SITE_00824","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"AO Smith","GCV 40 200","No",2010,,"1039J001857","No","No","Natural Gas",40000.0000,,"Btuh",0.5900,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011277","SITE_00836","Storage Water Heater","Fossil Fuel Condensing",72.0000,,"Bradford White","CDW2TW75T10BN","No",,"Unknown","Unknown","No","No","Natural Gas",76000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","Yes",1.0000,,"Yes","Polyethylene Foam",23.0000,,0.5000,,"Yes","No","Yes","No"
"Mechanical_00011278","SITE_00831","Storage Water Heater","Electric Resistance",55.0000,,"Reliance","650DOCT","No",2005,,"A05A053314","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00011279","SITE_00853","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Sears","153.335916","No",2000,,"E00113206","No","No","Natural Gas",40000.0000,,"Btuh",0.5600,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011280","SITE_00397","Storage Water Heater","Fossil Fuel Non-Condensing",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Natural Gas",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Unknown","Yes",0.2500,,"No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011281","SITE_00406","Storage Water Heater","Electric Resistance",65.0000,,"Bradford White","M265R6DS5","No",2005,,"BD6162966","No","Unknown","Electric",4.5000,,"kW",0.8900,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Unknown","Yes","Yes","No"
"Mechanical_00011282","SITE_00406","Instantaneous Water Heater","Electric Resistance",0.0000,,"Stiebel Eltron","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","No","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011283","SITE_00395","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Unknown","Unknown","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011284","SITE_00393","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"American Appliance","GVF90-533T","No",1991,,"9108310700","No","No","Natural Gas",38000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011285","SITE_00392","Storage Water Heater","Fossil Fuel Non-Condensing",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Natural Gas",,"Unknown","Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","Yes",3.0000,,"No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011286","SITE_00295","Storage Water Heater","Electric Resistance",50.0000,,"Richmond","8MV52","No",1994,,"RC 1094121577","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","Yes",2.0000,,"Yes","Fiberglass",4.0000,,0.5000,,"No","No","Yes","No"
"Mechanical_00011287","SITE_00409","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","GE50M06AAG","Yes",2010,,"N/A","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011288","SITE_00403","Instantaneous Water Heater","Fossil Fuel Condensing",0.5000,,"Navien","NR-240(A)","No",2010,,"9545-20100212-3017","Unknown","No","Natural Gas",199900.0000,,"Btuh",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","Unknown"
"Mechanical_00011289","SITE_00296","Storage Water Heater","Electric Resistance",40.0000,,"Rheem","XE40M06ST45U0","No",2014,,"RH M231409779","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011290","SITE_00390","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Bradford White","MI5036FBN7","No",2006,,"CC7546319","No","No","Natural Gas",40000.0000,,"Btuh",0.5800,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011291","SITE_00394","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Rheem","41V50","No",2000,,"RHNG0200138699","No","No","Natural Gas",40000.0000,,"Btuh",0.5400,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Unknown","Yes","Yes","No"
"Mechanical_00011118","SITE_00445","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250T6DS-1NCWW","No",2010,,"GG13718516","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011119","SITE_00711","Storage Water Heater","Electric Resistance",80.0000,,"Kenmore","153.321844","No",2014,,"1425A012081","No","No","Electric",3.8000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011120","SITE_00765","Instantaneous Water Heater","Electric Resistance",0.0000,,"PowerStar","45-557701","No",,"Unknown","63A800022","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","No","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011121","SITE_00765","Storage Water Heater","Electric Resistance",19.0000,,"US Craftmaster","E1f20us015v","No",2007,,"0707604111","No","No","Electric",1.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","No","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011122","SITE_00765","Storage Water Heater","Electric Resistance",65.0000,,"General Electric","Pe65t09a","No",1999,,"GE 1299406215","No","No","Electric",4.5000,,"kW",0.8900,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00011123","SITE_00704","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Ge50t06tag","Yes",2009,,"N/A","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00011124","SITE_00787","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","81vr52d","No",1996,,"R 1296C02624","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00011125","SITE_00457","Storage Water Heater","Electric Resistance",,"Unknown","Unknown","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Exterior","Yes","No","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A","Unknown","Unknown","Unknown"
"Mechanical_00011126","SITE_00498","Storage Water Heater","Electric Resistance",50.0000,,"Ruud","Pe2-52-2","Yes",2010,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00011127","SITE_00744","Storage Water Heater","Electric Resistance",50.0000,,"Ruud","Pe3r-52-2","No",2010,,"RU0110R03853","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Exterior","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",14.0000,,1.0000,,"N/A","No","Yes","No"
"Mechanical_00011128","SITE_00773","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Ect 52 210","No",2010,,"1023J016220","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00011129","SITE_00434","Storage Water Heater","Electric Resistance",30.0000,,"AO Smith","Ent-30 100","No",2016,,"1641103602854","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011130","SITE_00674","Storage Water Heater","Electric Resistance",50.0000,,"American Appliance","E63-50h-045do","No",2013,,"1342T469096","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",3.0000,,0.5000,,"No","No","Yes","No"
"Mechanical_00011131","SITE_00775","Storage Water Heater","Electric Resistance",50.0000,,"Whirlpool","Ee3j50rd045v","No",2007,,"0730133889","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011132","SITE_00790","Storage Water Heater","Electric Resistance",50.0000,,"Ruud","Pe52-2c","No",2000,,"RU 0900627164","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00011133","SITE_00653","Storage Water Heater","Electric Resistance",50.0000,,"Ruud","Per52-2 b","No",1992,,"0192B26934","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00011134","SITE_00688","Storage Water Heater","Electric Resistance",50.0000,,"Ruud","PE52-2 C","No",2001,,"RU 1201239726","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",1.5000,,1.0000,,"No","No","No","No"
"Mechanical_00011135","SITE_00443","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250S6DS-1NCWW","No",2012,,"JF16806977","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011136","SITE_00759","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"American Appliance","FG6150T403NO","No",2005,,"0530101876","No","No","Natural Gas",40000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00011137","SITE_00667","Storage Water Heater","Electric Resistance",40.0000,,"General Electric","PE40M9A","No",2001,,"GE0701229176","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00011138","SITE_00421","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","EES52930","No",2002,,"GH02-0896142-930","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00011139","SITE_00745","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Kenmore","153.338450","No",1993,,"G93544688","No","No","Natural Gas",40000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00011140","SITE_00757","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"General Electric","SG50T12AVG00","No",2011,,"GELN110V06172","No","No","Natural Gas",40000.0000,,"Btuh",0.6200,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",8.0000,,0.5000,,"No","Yes","No","No"
"Mechanical_00011141","SITE_00448","Storage Water Heater","Electric Resistance",50.0000,,"Ruud","PE52-2 C","No",1997,,"RU 0797117207","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Unknown","N/A","No",,"N/A","Yes","Polyethylene Foam",3.0000,,0.5000,,"No","No","Yes","No"
