NAICS,REGION,DESCRIPTION,FLOORAREA[Msf],SITES[unit],FLOORAREA_PER_SITE[sf/unit],BUILDINGS[unit],BUILDINGS_PER_SITE[unit/unit],PURCHASES[GWh],TRANSFERS[GWh],GENERATION[GWh],SALES[GWh],NET_DEMAND[GWh],REPORTED_ELECTRIC[GWh],REPORTED_ELECTRIFICATION[pu],UNREPORTED_ELECTRIC[GWh],UNREPORTED_ELECTRIFICATION[pu],A,B,C,D,E,I,Z
325992,WEST,"  Photographic Film, Paper, Plate, and Chemicals",,,233422.0,,5.7,160.0,0.0,0.0,0.0,160.0,993.0,0.030924471299093658,1.0,6.824,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
327120,NERC,   Clay Building Material and Refractories,58.0,446.0,143775.5,1801.0,4.1,,0.0,20.0,0.0,,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
327120,NORTHEAST,   Clay Building Material and Refractories,,,143775.5,,4.1,260.0,0.0,16.0,0.0,276.0,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
327120,MIDWEST,   Clay Building Material and Refractories,,,143775.5,,4.1,,0.0,0.0,0.0,,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
327120,SOUTH,   Clay Building Material and Refractories,,,143775.5,,4.1,,0.0,0.0,0.0,,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
327120,WEST,   Clay Building Material and Refractories,,,143775.5,,4.1,102.0,0.0,,0.0,105.0,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
327211,NERC,  Flat Glass,43.0,50.0,854934.0,191.0,3.8,1662.0,32.0,1.0,37.0,1658.0,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
327211,NORTHEAST,  Flat Glass,,,854934.0,,3.8,309.0,0.0,0.0,0.0,310.0,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
327211,MIDWEST,  Flat Glass,,,854934.0,,3.8,430.0,32.0,0.0,37.0,426.0,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
327211,SOUTH,  Flat Glass,,,854934.0,,3.8,725.0,0.0,0.0,0.0,725.0,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
327211,WEST,  Flat Glass,,,854934.0,,3.8,197.0,0.0,0.0,0.0,197.0,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
327212,NERC,  Other Pressed and Blown Glass and Glassware,25.0,194.0,133977.0,604.0,3.1,,0.0,0.0,0.0,,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
327212,NORTHEAST,  Other Pressed and Blown Glass and Glassware,,,133977.0,,3.1,,0.0,0.0,0.0,,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
327212,MIDWEST,  Other Pressed and Blown Glass and Glassware,,,133977.0,,3.1,463.0,0.0,0.0,0.0,463.0,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
327212,SOUTH,  Other Pressed and Blown Glass and Glassware,,,133977.0,,3.1,1198.0,0.0,0.0,0.0,1198.0,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
327212,WEST,  Other Pressed and Blown Glass and Glassware,,,133977.0,,3.1,123.0,0.0,0.0,0.0,123.0,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
327213,NERC,  Glass Containers,32.0,59.0,548622.7,359.0,6.2,3544.0,0.0,0.0,0.0,3544.0,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
327213,NORTHEAST,  Glass Containers,,,548622.7,,6.2,651.0,0.0,0.0,0.0,651.0,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
327213,MIDWEST,  Glass Containers,,,548622.7,,6.2,873.0,0.0,0.0,0.0,873.0,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
327213,SOUTH,  Glass Containers,,,548622.7,,6.2,1112.0,0.0,0.0,0.0,1112.0,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
327213,WEST,  Glass Containers,,,548622.7,,6.2,909.0,0.0,0.0,0.0,909.0,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
327215,NERC,  Glass Products from Purchased Glass,58.0,683.0,85814.4,1035.0,1.5,3341.0,0.0,12.0,3.0,3350.0,3347.0,0.023446668658500147,204.0,0.01672549019607843,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
327215,NORTHEAST,  Glass Products from Purchased Glass,,,85814.4,,1.5,364.0,0.0,12.0,3.0,373.0,3347.0,0.023446668658500147,204.0,0.01672549019607843,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
327215,MIDWEST,  Glass Products from Purchased Glass,,,85814.4,,1.5,1417.0,0.0,0.0,0.0,1417.0,3347.0,0.023446668658500147,204.0,0.01672549019607843,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
327215,SOUTH,  Glass Products from Purchased Glass,,,85814.4,,1.5,1168.0,0.0,0.0,0.0,1168.0,3347.0,0.023446668658500147,204.0,0.01672549019607843,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
327215,WEST,  Glass Products from Purchased Glass,,,85814.4,,1.5,393.0,0.0,0.0,0.0,393.0,3347.0,0.023446668658500147,204.0,0.01672549019607843,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
327310,NERC,  Cements,22.0,189.0,120297.3,2189.0,11.7,10959.0,0.0,221.0,0.0,11180.0,11008.0,0.09205704941860465,105.0,2.502133333333333,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
327310,NORTHEAST,  Cements,,,120297.3,,11.7,870.0,0.0,0.0,0.0,870.0,11008.0,0.09205704941860465,105.0,2.502133333333333,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
327310,MIDWEST,  Cements,,,120297.3,,11.7,,0.0,172.0,0.0,,11008.0,0.09205704941860465,105.0,2.502133333333333,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
327310,SOUTH,  Cements,,,120297.3,,11.7,4882.0,0.0,0.0,0.0,4882.0,11008.0,0.09205704941860465,105.0,2.502133333333333,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
327310,WEST,  Cements,,,120297.3,,11.7,,0.0,49.0,0.0,,11008.0,0.09205704941860465,105.0,2.502133333333333,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
327410,NERC,  Lime,4.0,83.0,80618.6,502.0,7.1,1481.0,0.0,20.0,20.0,1481.0,1461.0,0.24521560574948664,1.0,64.828,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
327410,NORTHEAST,  Lime,,,80618.6,,7.1,78.0,0.0,20.0,20.0,78.0,1461.0,0.24521560574948664,1.0,64.828,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
327410,MIDWEST,  Lime,,,80618.6,,7.1,,0.0,0.0,0.0,,1461.0,0.24521560574948664,1.0,64.828,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
327410,SOUTH,  Lime,,,80618.6,,7.1,687.0,0.0,0.0,0.0,687.0,1461.0,0.24521560574948664,1.0,64.828,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
327410,WEST,  Lime,,,80618.6,,7.1,,0.0,0.0,0.0,,1461.0,0.24521560574948664,1.0,64.828,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
327420,NERC, Gypsum,29.0,122.0,275830.4,391.0,3.7,1368.0,0.0,38.0,0.0,1406.0,1368.0,0.13219005847953216,1.0,64.828,0.15000000000000002,0.29375,0.018750000000000003,0.0,0.225,0.025,0.2875
327420,NORTHEAST, Gypsum,,,275830.4,,3.7,119.0,0.0,15.0,0.0,133.0,1368.0,0.13219005847953216,1.0,64.828,0.15000000000000002,0.29375,0.018750000000000003,0.0,0.225,0.025,0.2875
327420,MIDWEST, Gypsum,,,275830.4,,3.7,269.0,0.0,0.0,0.0,269.0,1368.0,0.13219005847953216,1.0,64.828,0.15000000000000002,0.29375,0.018750000000000003,0.0,0.225,0.025,0.2875
327420,SOUTH, Gypsum,,,275830.4,,3.7,709.0,0.0,0.0,0.0,709.0,1368.0,0.13219005847953216,1.0,64.828,0.15000000000000002,0.29375,0.018750000000000003,0.0,0.225,0.025,0.2875
327420,WEST, Gypsum,,,275830.4,,3.7,272.0,0.0,23.0,0.0,295.0,1368.0,0.13219005847953216,1.0,64.828,0.15000000000000002,0.29375,0.018750000000000003,0.0,0.225,0.025,0.2875
327993,NERC,  Mineral Wool,43.0,186.0,242384.6,405.0,2.2,3205.0,0.0,2.0,0.0,3207.0,3207.0,0.03510944808231992,118.0,0.05783050847457627,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
327993,NORTHEAST,  Mineral Wool,,,242384.6,,2.2,161.0,0.0,1.0,0.0,162.0,3207.0,0.03510944808231992,118.0,0.05783050847457627,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
327993,MIDWEST,  Mineral Wool,,,242384.6,,2.2,1349.0,0.0,0.0,0.0,1349.0,3207.0,0.03510944808231992,118.0,0.05783050847457627,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
327993,SOUTH,  Mineral Wool,,,242384.6,,2.2,1167.0,0.0,0.0,0.0,1167.0,3207.0,0.03510944808231992,118.0,0.05783050847457627,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
327993,WEST,  Mineral Wool,,,242384.6,,2.2,528.0,0.0,0.0,0.0,528.0,3207.0,0.03510944808231992,118.0,0.05783050847457627,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
331110,NERC,  Iron and Steel Mills and Ferroalloys,251.0,345.0,788537.3,4101.0,12.5,60334.0,0.0,4605.0,468.0,64471.0,59867.0,0.06679579735079426,2337.0,0.8117552417629439,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
331110,NORTHEAST,  Iron and Steel Mills and Ferroalloys,,,788537.3,,12.5,6800.0,0.0,453.0,3.0,7250.0,59867.0,0.06679579735079426,2337.0,0.8117552417629439,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
331110,MIDWEST,  Iron and Steel Mills and Ferroalloys,,,788537.3,,12.5,24383.0,0.0,3811.0,284.0,27910.0,59867.0,0.06679579735079426,2337.0,0.8117552417629439,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
331110,SOUTH,  Iron and Steel Mills and Ferroalloys,,,788537.3,,12.5,25153.0,0.0,340.0,181.0,25313.0,59867.0,0.06679579735079426,2337.0,0.8117552417629439,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
331110,WEST,  Iron and Steel Mills and Ferroalloys,,,788537.3,,12.5,3998.0,0.0,0.0,0.0,3998.0,59867.0,0.06679579735079426,2337.0,0.8117552417629439,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
331314,NERC,  Secondary Smelting and Alloying of Aluminum,17.0,96.0,211771.4,484.0,5.2,4695.0,0.0,0.0,3848.0,847.0,847.0,0.08056670602125147,6.0,1.1373333333333333,0.16,0.32999999999999996,0.02,0.01,0.18,0.030000000000000006,0.27
331314,NORTHEAST,  Secondary Smelting and Alloying of Aluminum,,,211771.4,,5.2,16.0,0.0,0.0,0.0,16.0,847.0,0.08056670602125147,6.0,1.1373333333333333,0.16,0.32999999999999996,0.02,0.01,0.18,0.030000000000000006,0.27
331314,MIDWEST,  Secondary Smelting and Alloying of Aluminum,,,211771.4,,5.2,470.0,0.0,0.0,0.0,470.0,847.0,0.08056670602125147,6.0,1.1373333333333333,0.16,0.32999999999999996,0.02,0.01,0.18,0.030000000000000006,0.27
331314,SOUTH,  Secondary Smelting and Alloying of Aluminum,,,211771.4,,5.2,4181.0,0.0,0.0,3848.0,332.0,847.0,0.08056670602125147,6.0,1.1373333333333333,0.16,0.32999999999999996,0.02,0.01,0.18,0.030000000000000006,0.27
331314,WEST,  Secondary Smelting and Alloying of Aluminum,,,211771.4,,5.2,28.0,0.0,0.0,0.0,28.0,847.0,0.08056670602125147,6.0,1.1373333333333333,0.16,0.32999999999999996,0.02,0.01,0.18,0.030000000000000006,0.27
331315,NERC,"  Aluminum Sheet, Plate and Foils",47.0,57.0,833178.6,379.0,6.6,4494.0,0.0,9.0,0.0,4504.0,4494.0,0.04783177570093458,6.0,1.1373333333333333,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331315,NORTHEAST,"  Aluminum Sheet, Plate and Foils",,,833178.6,,6.6,496.0,0.0,0.0,0.0,496.0,4494.0,0.04783177570093458,6.0,1.1373333333333333,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331315,MIDWEST,"  Aluminum Sheet, Plate and Foils",,,833178.6,,6.6,1543.0,0.0,0.0,0.0,1543.0,4494.0,0.04783177570093458,6.0,1.1373333333333333,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331315,SOUTH,"  Aluminum Sheet, Plate and Foils",,,833178.6,,6.6,2092.0,0.0,9.0,0.0,2102.0,4494.0,0.04783177570093458,6.0,1.1373333333333333,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331315,WEST,"  Aluminum Sheet, Plate and Foils",,,833178.6,,6.6,362.0,0.0,0.0,0.0,362.0,4494.0,0.04783177570093458,6.0,1.1373333333333333,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331318,NERC,"  Other Aluminum Rolling, Drawing and Extruding",36.0,191.0,200159.3,501.0,2.7,1741.0,0.0,,0.0,1744.0,1741.0,0.03723607122343481,97.0,0.03517525773195876,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
331318,NORTHEAST,"  Other Aluminum Rolling, Drawing and Extruding",,,200159.3,,2.7,300.0,0.0,0.0,0.0,300.0,1741.0,0.03723607122343481,97.0,0.03517525773195876,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
331318,MIDWEST,"  Other Aluminum Rolling, Drawing and Extruding",,,200159.3,,2.7,,0.0,0.0,0.0,,1741.0,0.03723607122343481,97.0,0.03517525773195876,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
331318,SOUTH,"  Other Aluminum Rolling, Drawing and Extruding",,,200159.3,,2.7,658.0,0.0,,0.0,661.0,1741.0,0.03723607122343481,97.0,0.03517525773195876,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
331318,WEST,"  Other Aluminum Rolling, Drawing and Extruding",,,200159.3,,2.7,,0.0,0.0,0.0,,1741.0,0.03723607122343481,97.0,0.03517525773195876,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
331410,NERC,   Nonferrous Metal (except Aluminum) Smelting and Refining,14.0,108.0,148746.8,695.0,7.1,7810.0,0.0,36.0,25.0,7821.0,7785.0,0.0210373795761079,24.0,0.9951666666666668,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331410,NORTHEAST,   Nonferrous Metal (except Aluminum) Smelting and Refining,,,148746.8,,7.1,205.0,0.0,0.0,0.0,205.0,7785.0,0.0210373795761079,24.0,0.9951666666666668,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331410,MIDWEST,   Nonferrous Metal (except Aluminum) Smelting and Refining,,,148746.8,,7.1,2522.0,0.0,0.0,25.0,2496.0,7785.0,0.0210373795761079,24.0,0.9951666666666668,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331410,SOUTH,   Nonferrous Metal (except Aluminum) Smelting and Refining,,,148746.8,,7.1,2867.0,0.0,36.0,0.0,2904.0,7785.0,0.0210373795761079,24.0,0.9951666666666668,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331410,WEST,   Nonferrous Metal (except Aluminum) Smelting and Refining,,,148746.8,,7.1,2217.0,0.0,0.0,0.0,2217.0,7785.0,0.0210373795761079,24.0,0.9951666666666668,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331511,NERC,   Iron Foundries,43.0,320.0,135116.5,1308.0,4.1,6046.0,0.0,9.0,0.0,6055.0,6047.0,0.029340830163717545,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331511,NORTHEAST,   Iron Foundries,,,135116.5,,4.1,549.0,0.0,0.0,0.0,549.0,6047.0,0.029340830163717545,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331511,MIDWEST,   Iron Foundries,,,135116.5,,4.1,4216.0,0.0,9.0,0.0,4224.0,6047.0,0.029340830163717545,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331511,SOUTH,   Iron Foundries,,,135116.5,,4.1,1157.0,0.0,0.0,0.0,1157.0,6047.0,0.029340830163717545,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331511,WEST,   Iron Foundries,,,135116.5,,4.1,125.0,0.0,0.0,0.0,125.0,6047.0,0.029340830163717545,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331523,NERC,   Nonferrous Metal Die-Casting Foundaries,28.0,254.0,114964.6,549.0,2.2,2105.0,0.0,0.0,0.0,2105.0,2105.0,0.03890166270783848,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331523,NORTHEAST,   Nonferrous Metal Die-Casting Foundaries,,,114964.6,,2.2,91.0,0.0,0.0,0.0,91.0,2105.0,0.03890166270783848,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331523,MIDWEST,   Nonferrous Metal Die-Casting Foundaries,,,114964.6,,2.2,1428.0,0.0,0.0,0.0,1428.0,2105.0,0.03890166270783848,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331523,SOUTH,   Nonferrous Metal Die-Casting Foundaries,,,114964.6,,2.2,452.0,0.0,0.0,0.0,452.0,2105.0,0.03890166270783848,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331523,WEST,   Nonferrous Metal Die-Casting Foundaries,,,114964.6,,2.2,135.0,0.0,0.0,0.0,135.0,2105.0,0.03890166270783848,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331524,NERC,"  Aluminum Foundries, except Die-Casting",19.0,268.0,70095.9,610.0,2.3,793.0,0.0,0.0,0.0,793.0,793.0,0.047329129886506935,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331524,NORTHEAST,"  Aluminum Foundries, except Die-Casting",,,70095.9,,2.3,74.0,0.0,0.0,0.0,74.0,793.0,0.047329129886506935,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331524,MIDWEST,"  Aluminum Foundries, except Die-Casting",,,70095.9,,2.3,445.0,0.0,0.0,0.0,445.0,793.0,0.047329129886506935,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331524,SOUTH,"  Aluminum Foundries, except Die-Casting",,,70095.9,,2.3,216.0,0.0,0.0,0.0,216.0,793.0,0.047329129886506935,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
331524,WEST,"  Aluminum Foundries, except Die-Casting",,,70095.9,,2.3,58.0,0.0,0.0,0.0,58.0,793.0,0.047329129886506935,124.0,0.44025806451612903,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
334413,NERC,  Semiconductors and Related Devices,129.0,388.0,357738.8,1518.0,4.1,19101.0,0.0,34.0,0.0,19135.0,19106.0,0.01607243797759866,275.0,0.024814545454545454,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
334413,NORTHEAST,  Semiconductors and Related Devices,,,357738.8,,4.1,2128.0,0.0,0.0,0.0,2128.0,19106.0,0.01607243797759866,275.0,0.024814545454545454,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
334413,MIDWEST,  Semiconductors and Related Devices,,,357738.8,,4.1,638.0,0.0,3.0,0.0,641.0,19106.0,0.01607243797759866,275.0,0.024814545454545454,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
334413,SOUTH,  Semiconductors and Related Devices,,,357738.8,,4.1,3842.0,0.0,0.0,0.0,3842.0,19106.0,0.01607243797759866,275.0,0.024814545454545454,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
334413,WEST,  Semiconductors and Related Devices,,,357738.8,,4.1,12493.0,0.0,30.0,0.0,12523.0,19106.0,0.01607243797759866,275.0,0.024814545454545454,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
336111,NERC,Automobiles,84.0,44.0,1975817.3,233.0,5.5,3592.0,0.0,42.0,4.0,3631.0,3623.0,0.03107811206182721,4.0,0.853,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
336111,NORTHEAST,Automobiles,,,1975817.3,,5.5,1.0,0.0,0.0,0.0,1.0,3623.0,0.03107811206182721,4.0,0.853,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
336111,MIDWEST,Automobiles,,,1975817.3,,5.5,2121.0,0.0,9.0,0.0,2129.0,3623.0,0.03107811206182721,4.0,0.853,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
336111,SOUTH,Automobiles,,,1975817.3,,5.5,842.0,0.0,34.0,4.0,872.0,3623.0,0.03107811206182721,4.0,0.853,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
336111,WEST,Automobiles,,,1975817.3,,5.5,629.0,0.0,0.0,0.0,629.0,3623.0,0.03107811206182721,4.0,0.853,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
336112,NERC,  Light Trucks and Utility Vehicles,81.0,37.0,2183486.7,294.0,8.0,3573.0,0.0,83.0,0.0,3656.0,3574.0,0.03723223279238948,4.0,0.853,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
336112,NORTHEAST,  Light Trucks and Utility Vehicles,,,2183486.7,,8.0,0.0,0.0,0.0,0.0,0.0,3574.0,0.03723223279238948,4.0,0.853,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
