REGION,NAICS,DESCRIPTION,FLOORAREA[Msf],SITES[unit],FLOORAREA_PER_SITE[sf/unit],BUILDINGS[unit],BUILDINGS_PER_SITE[unit/unit],PURCHASES[GWh],TRANSFERS[GWh],GENERATION[GWh],SALES[GWh],NET_DEMAND[GWh],REPORTED_ELECTRIC[GWh],REPORTED_ELECTRIFICATION[pu],UNREPORTED_ELECTRIC[GWh],UNREPORTED_ELECTRIFICATION[pu],A,B,C,D,E,I,Z
SOUTH,322130,  Paperboard Mills,65,147,517925.8,2633,19.1,11243,15,15571,1688,25141,16108.0,0.19423913583312638,194.0,10.939505154639175,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,322130,  Paperboard Mills,65,147,517925.8,2633,19.1,3463,0,2041,1130,4373,16108.0,0.19423913583312638,194.0,10.939505154639175,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,324110,  Petroleum Refineries,58,174,491872.6,7987,47.1,47532,3206,17286,3866,64158,46871.0,0.24546657848136375,733.0,10.589768076398363,0.14545454545454548,0.21818181818181817,0.018181818181818184,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.39999999999999997
NORTHEAST,324110,  Petroleum Refineries,58,174,491872.6,7987,47.1,2491,0,230,0,2721,46871.0,0.24546657848136375,733.0,10.589768076398363,0.14545454545454548,0.21818181818181817,0.018181818181818184,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.39999999999999997
MIDWEST,324110,  Petroleum Refineries,58,174,491872.6,7987,47.1,9670,0,766,126,10310,46871.0,0.24546657848136375,733.0,10.589768076398363,0.14545454545454548,0.21818181818181817,0.018181818181818184,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.39999999999999997
SOUTH,324110,  Petroleum Refineries,58,174,491872.6,7987,47.1,28134,2545,11191,3309,38561,46871.0,0.24546657848136375,733.0,10.589768076398363,0.14545454545454548,0.21818181818181817,0.018181818181818184,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.39999999999999997
WEST,324110,  Petroleum Refineries,58,174,491872.6,7987,47.1,7237,660,5099,431,12566,46871.0,0.24546657848136375,733.0,10.589768076398363,0.14545454545454548,0.21818181818181817,0.018181818181818184,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.39999999999999997
NERC,324121,   Asphalt Paving Mixture and Block,9,1285,7716.9,2610,2.3,932,Q,2,*,935,933.0,0.20845016077170417,29.0,0.5882758620689655,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
NORTHEAST,324121,   Asphalt Paving Mixture and Block,9,1285,7716.9,2610,2.3,262,Q,0,0,263,933.0,0.20845016077170417,29.0,0.5882758620689655,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
MIDWEST,324121,   Asphalt Paving Mixture and Block,9,1285,7716.9,2610,2.3,147,0,1,0,148,933.0,0.20845016077170417,29.0,0.5882758620689655,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
SOUTH,324121,   Asphalt Paving Mixture and Block,9,1285,7716.9,2610,2.3,337,0,*,*,337,933.0,0.20845016077170417,29.0,0.5882758620689655,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
WEST,324121,   Asphalt Paving Mixture and Block,9,1285,7716.9,2610,2.3,187,0,Q,0,188,933.0,0.20845016077170417,29.0,0.5882758620689655,0.10909090909090911,0.3045454545454545,0.01363636363636364,0.018181818181818184,0.16363636363636364,0.03636363636363637,0.3545454545454545
NERC,324122,   Asphalt Shingle and Coating Materials,20,162,127002.0,668,4.2,730,0,9,1,738,730.0,0.06543561643835617,29.0,0.5882758620689655,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
NORTHEAST,324122,   Asphalt Shingle and Coating Materials,20,162,127002.0,668,4.2,35,0,1,1,35,730.0,0.06543561643835617,29.0,0.5882758620689655,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
MIDWEST,324122,   Asphalt Shingle and Coating Materials,20,162,127002.0,668,4.2,232,0,9,0,241,730.0,0.06543561643835617,29.0,0.5882758620689655,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
SOUTH,324122,   Asphalt Shingle and Coating Materials,20,162,127002.0,668,4.2,361,0,*,0,361,730.0,0.06543561643835617,29.0,0.5882758620689655,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
WEST,324122,   Asphalt Shingle and Coating Materials,20,162,127002.0,668,4.2,101,0,*,0,101,730.0,0.06543561643835617,29.0,0.5882758620689655,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
NERC,324199,  Other Petroleum and Coal Products,3,86,41125.3,556,6.6,593,0,1460,908,1145,-316.0,-0.626253164556962,29.0,0.5882758620689655,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
NORTHEAST,324199,  Other Petroleum and Coal Products,3,86,41125.3,556,6.6,41,0,0,0,41,-316.0,-0.626253164556962,29.0,0.5882758620689655,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
MIDWEST,324199,  Other Petroleum and Coal Products,3,86,41125.3,556,6.6,265,0,760,760,265,-316.0,-0.626253164556962,29.0,0.5882758620689655,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
SOUTH,324199,  Other Petroleum and Coal Products,3,86,41125.3,556,6.6,257,0,551,10,798,-316.0,-0.626253164556962,29.0,0.5882758620689655,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
WEST,324199,  Other Petroleum and Coal Products,3,86,41125.3,556,6.6,30,0,149,138,40,-316.0,-0.626253164556962,29.0,0.5882758620689655,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
NERC,325110,  Petrochemicals,5,44,113973.3,882,20.6,W,566,3907,1123,W,5810.0,0.31536041308089496,2115.0,1.43416926713948,0.17777777777777778,0.2666666666666667,0.022222222222222223,0.0,0.2,0.022222222222222223,0.3111111111111111
NORTHEAST,325110,  Petrochemicals,5,44,113973.3,882,20.6,18,0,0,0,18,5810.0,0.31536041308089496,2115.0,1.43416926713948,0.17777777777777778,0.2666666666666667,0.022222222222222223,0.0,0.2,0.022222222222222223,0.3111111111111111
MIDWEST,325110,  Petrochemicals,5,44,113973.3,882,20.6,4,0,0,0,4,5810.0,0.31536041308089496,2115.0,1.43416926713948,0.17777777777777778,0.2666666666666667,0.022222222222222223,0.0,0.2,0.022222222222222223,0.3111111111111111
SOUTH,325110,  Petrochemicals,5,44,113973.3,882,20.6,W,566,3907,1123,W,5810.0,0.31536041308089496,2115.0,1.43416926713948,0.17777777777777778,0.2666666666666667,0.022222222222222223,0.0,0.2,0.022222222222222223,0.3111111111111111
WEST,325110,  Petrochemicals,5,44,113973.3,882,20.6,*,0,0,0,*,5810.0,0.31536041308089496,2115.0,1.43416926713948,0.17777777777777778,0.2666666666666667,0.022222222222222223,0.0,0.2,0.022222222222222223,0.3111111111111111
NERC,325120,  Industrial Gases,6,427,27063.8,973,4.3,19969,0,10,0,19979,19971.0,0.01862240248360122,4.0,2.559,0.17777777777777778,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.2,0.03333333333333334,0.39999999999999997
NORTHEAST,325120,  Industrial Gases,6,427,27063.8,973,4.3,2868,0,0,0,2868,19971.0,0.01862240248360122,4.0,2.559,0.17777777777777778,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.2,0.03333333333333334,0.39999999999999997
MIDWEST,325120,  Industrial Gases,6,427,27063.8,973,4.3,5798,0,2,0,5800,19971.0,0.01862240248360122,4.0,2.559,0.17777777777777778,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.2,0.03333333333333334,0.39999999999999997
SOUTH,325120,  Industrial Gases,6,427,27063.8,973,4.3,9167,0,8,0,9174,19971.0,0.01862240248360122,4.0,2.559,0.17777777777777778,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.2,0.03333333333333334,0.39999999999999997
WEST,325120,  Industrial Gases,6,427,27063.8,973,4.3,2136,0,0,0,2136,19971.0,0.01862240248360122,4.0,2.559,0.17777777777777778,0.15555555555555556,0.022222222222222223,0.011111111111111112,0.2,0.03333333333333334,0.39999999999999997
NERC,325180,  Other Basic Inorganic Chemicals,50,511,108618.8,6082,12.8,21823,2030,4623,640,27836,23213.0,0.05262120363589368,4.0,2.559,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NORTHEAST,325180,  Other Basic Inorganic Chemicals,50,511,108618.8,6082,12.8,2539,0,0,0,2539,23213.0,0.05262120363589368,4.0,2.559,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
MIDWEST,325180,  Other Basic Inorganic Chemicals,50,511,108618.8,6082,12.8,2396,0,1,24,2373,23213.0,0.05262120363589368,4.0,2.559,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
SOUTH,325180,  Other Basic Inorganic Chemicals,50,511,108618.8,6082,12.8,11763,2011,3937,574,17137,23213.0,0.05262120363589368,4.0,2.559,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
WEST,325180,  Other Basic Inorganic Chemicals,50,511,108618.8,6082,12.8,5125,19,685,42,5786,23213.0,0.05262120363589368,4.0,2.559,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NERC,325193,  Ethyl Alcohol ,20,211,112716.7,1740,8.6,11390,0,2393,83,13699,11306.0,0.148177251017159,406.0,0.4622167487684729,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NORTHEAST,325193,  Ethyl Alcohol ,20,211,112716.7,1740,8.6,221,0,0,0,221,11306.0,0.148177251017159,406.0,0.4622167487684729,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
MIDWEST,325193,  Ethyl Alcohol ,20,211,112716.7,1740,8.6,10434,0,2339,83,12690,11306.0,0.148177251017159,406.0,0.4622167487684729,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
SOUTH,325193,  Ethyl Alcohol ,20,211,112716.7,1740,8.6,296,0,1,0,296,11306.0,0.148177251017159,406.0,0.4622167487684729,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
WEST,325193,  Ethyl Alcohol ,20,211,112716.7,1740,8.6,440,0,53,*,493,11306.0,0.148177251017159,406.0,0.4622167487684729,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NERC,325194,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",8,69,143873.1,856,12.7,3017,0,127,20,3124,2998.0,0.04666177451634423,5.0,4.7768,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
NORTHEAST,325194,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",8,69,143873.1,856,12.7,205,0,1,0,206,2998.0,0.04666177451634423,5.0,4.7768,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
MIDWEST,325194,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",8,69,143873.1,856,12.7,420,0,0,0,420,2998.0,0.04666177451634423,5.0,4.7768,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
SOUTH,325194,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",8,69,143873.1,856,12.7,2387,0,15,0,2402,2998.0,0.04666177451634423,5.0,4.7768,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
WEST,325194,"  Cyclic Crudes, Intermediate and Gum and Wood Chemicals",8,69,143873.1,856,12.7,5,0,110,20,95,2998.0,0.04666177451634423,5.0,4.7768,0.16,0.24000000000000005,0.02,0.01,0.18,0.030000000000000006,0.36
NERC,325199,  Other Basic Organic Chemicals,76,518,165861.0,7675,16.3,W,Q,10967,2583,W,16805.0,0.1606005355548944,187.0,5.85696256684492,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NORTHEAST,325199,  Other Basic Organic Chemicals,76,518,165861.0,7675,16.3,667,0,1,0,668,16805.0,0.1606005355548944,187.0,5.85696256684492,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
MIDWEST,325199,  Other Basic Organic Chemicals,76,518,165861.0,7675,16.3,4193,0,19,54,4157,16805.0,0.1606005355548944,187.0,5.85696256684492,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
SOUTH,325199,  Other Basic Organic Chemicals,76,518,165861.0,7675,16.3,W,Q,10938,2525,W,16805.0,0.1606005355548944,187.0,5.85696256684492,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,325199,  Other Basic Organic Chemicals,76,518,165861.0,7675,16.3,495,9,9,4,509,16805.0,0.1606005355548944,187.0,5.85696256684492,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,325211,  Plastics Materials and Resins,118,844,148606.5,5625,6.9,21549,2355,22537,6971,39470,16934.0,0.1112214479744892,283.0,1.2538798586572437,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NORTHEAST,325211,  Plastics Materials and Resins,118,844,148606.5,5625,6.9,1124,0,Q,0,1124,16934.0,0.1112214479744892,283.0,1.2538798586572437,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
MIDWEST,325211,  Plastics Materials and Resins,118,844,148606.5,5625,6.9,4475,0,*,0,4475,16934.0,0.1112214479744892,283.0,1.2538798586572437,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
SOUTH,325211,  Plastics Materials and Resins,118,844,148606.5,5625,6.9,15710,2355,22536,6971,33630,16934.0,0.1112214479744892,283.0,1.2538798586572437,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,325211,  Plastics Materials and Resins,118,844,148606.5,5625,6.9,240,0,0,0,240,16934.0,0.1112214479744892,283.0,1.2538798586572437,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,325212,  Synthetic Rubber,11,85,125357.3,702,8.3,1162,*,301,35,1428,1127.0,0.09990771960958296,-24.0,-1.4216666666666666,0.12000000000000002,0.23500000000000001,0.015000000000000003,0.02,0.18,0.04,0.38999999999999996
NORTHEAST,325212,  Synthetic Rubber,11,85,125357.3,702,8.3,10,*,*,0,10,1127.0,0.09990771960958296,-24.0,-1.4216666666666666,0.12000000000000002,0.23500000000000001,0.015000000000000003,0.02,0.18,0.04,0.38999999999999996
MIDWEST,325212,  Synthetic Rubber,11,85,125357.3,702,8.3,122,0,0,0,122,1127.0,0.09990771960958296,-24.0,-1.4216666666666666,0.12000000000000002,0.23500000000000001,0.015000000000000003,0.02,0.18,0.04,0.38999999999999996
SOUTH,325212,  Synthetic Rubber,11,85,125357.3,702,8.3,1014,0,301,35,1280,1127.0,0.09990771960958296,-24.0,-1.4216666666666666,0.12000000000000002,0.23500000000000001,0.015000000000000003,0.02,0.18,0.04,0.38999999999999996
WEST,325212,  Synthetic Rubber,11,85,125357.3,702,8.3,16,0,0,0,16,1127.0,0.09990771960958296,-24.0,-1.4216666666666666,0.12000000000000002,0.23500000000000001,0.015000000000000003,0.02,0.18,0.04,0.38999999999999996
NERC,325220,  Artificial and Synthetic Fibers and Filaments,26,89,313159.4,493,5.5,3256,0,188,39,3405,3217.0,0.03712154180913895,-24.0,-1.4216666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
NORTHEAST,325220,  Artificial and Synthetic Fibers and Filaments,26,89,313159.4,493,5.5,23,0,2,0,25,3217.0,0.03712154180913895,-24.0,-1.4216666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
MIDWEST,325220,  Artificial and Synthetic Fibers and Filaments,26,89,313159.4,493,5.5,52,0,0,0,52,3217.0,0.03712154180913895,-24.0,-1.4216666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
SOUTH,325220,  Artificial and Synthetic Fibers and Filaments,26,89,313159.4,493,5.5,3174,0,186,39,3322,3217.0,0.03712154180913895,-24.0,-1.4216666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
WEST,325220,  Artificial and Synthetic Fibers and Filaments,26,89,313159.4,493,5.5,6,0,0,0,6,3217.0,0.03712154180913895,-24.0,-1.4216666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
NERC,325311,  Nitrogenous Fertilizers,16,133,128985.3,1362,10.5,3847,0,255,15,4088,3832.0,0.16205219206680585,286.0,0.22667132867132866,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NORTHEAST,325311,  Nitrogenous Fertilizers,16,133,128985.3,1362,10.5,26,0,0,0,26,3832.0,0.16205219206680585,286.0,0.22667132867132866,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
MIDWEST,325311,  Nitrogenous Fertilizers,16,133,128985.3,1362,10.5,1403,0,0,0,1403,3832.0,0.16205219206680585,286.0,0.22667132867132866,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
SOUTH,325311,  Nitrogenous Fertilizers,16,133,128985.3,1362,10.5,1941,0,174,8,2107,3832.0,0.16205219206680585,286.0,0.22667132867132866,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,325311,  Nitrogenous Fertilizers,16,133,128985.3,1362,10.5,477,0,81,7,551,3832.0,0.16205219206680585,286.0,0.22667132867132866,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,325312,  Phosphatic Fertilizers,4,57,87329.1,629,12.6,2125,0,1812,127,3810,1998.0,0.06147747747747748,286.0,0.22667132867132866,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
NORTHEAST,325312,  Phosphatic Fertilizers,4,57,87329.1,629,12.6,1,0,0,0,1,1998.0,0.06147747747747748,286.0,0.22667132867132866,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
MIDWEST,325312,  Phosphatic Fertilizers,4,57,87329.1,629,12.6,11,0,0,0,11,1998.0,0.06147747747747748,286.0,0.22667132867132866,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
SOUTH,325312,  Phosphatic Fertilizers,4,57,87329.1,629,12.6,1750,0,1738,125,3363,1998.0,0.06147747747747748,286.0,0.22667132867132866,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
WEST,325312,  Phosphatic Fertilizers,4,57,87329.1,629,12.6,364,0,73,1,436,1998.0,0.06147747747747748,286.0,0.22667132867132866,0.17142857142857146,0.19285714285714287,0.021428571428571432,0.0,0.2571428571428572,0.028571428571428574,0.32857142857142857
NERC,325412,  Pharmaceutical Preparation,97,601,170807.3,2543,4.4,5604,5,146,1,5754,5617.0,0.02854975965818052,92.0,0.11126086956521739,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NORTHEAST,325412,  Pharmaceutical Preparation,97,601,170807.3,2543,4.4,W,5,63,0,W,5617.0,0.02854975965818052,92.0,0.11126086956521739,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
MIDWEST,325412,  Pharmaceutical Preparation,97,601,170807.3,2543,4.4,2211,0,41,0,2251,5617.0,0.02854975965818052,92.0,0.11126086956521739,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
SOUTH,325412,  Pharmaceutical Preparation,97,601,170807.3,2543,4.4,W,0,1,0,W,5617.0,0.02854975965818052,92.0,0.11126086956521739,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,325412,  Pharmaceutical Preparation,97,601,170807.3,2543,4.4,824,*,41,1,864,5617.0,0.02854975965818052,92.0,0.11126086956521739,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,325992,"  Photographic Film, Paper, Plate, and Chemicals",28,121,233422.0,682,5.7,995,1,*,4,993,993.0,0.030924471299093658,1.0,6.824,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NORTHEAST,325992,"  Photographic Film, Paper, Plate, and Chemicals",28,121,233422.0,682,5.7,436,1,*,3,435,993.0,0.030924471299093658,1.0,6.824,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
MIDWEST,325992,"  Photographic Film, Paper, Plate, and Chemicals",28,121,233422.0,682,5.7,88,0,0,1,87,993.0,0.030924471299093658,1.0,6.824,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
SOUTH,325992,"  Photographic Film, Paper, Plate, and Chemicals",28,121,233422.0,682,5.7,311,0,0,0,311,993.0,0.030924471299093658,1.0,6.824,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
WEST,325992,"  Photographic Film, Paper, Plate, and Chemicals",28,121,233422.0,682,5.7,160,0,0,0,160,993.0,0.030924471299093658,1.0,6.824,0.13333333333333333,0.2833333333333333,0.016666666666666666,0.016666666666666666,0.15,0.03333333333333333,0.36666666666666664
NERC,327120,   Clay Building Material and Refractories,58,446,143775.5,1801,4.1,W,*,20,0,W,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
NORTHEAST,327120,   Clay Building Material and Refractories,58,446,143775.5,1801,4.1,260,0,16,0,276,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
MIDWEST,327120,   Clay Building Material and Refractories,58,446,143775.5,1801,4.1,W,*,*,0,W,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
SOUTH,327120,   Clay Building Material and Refractories,58,446,143775.5,1801,4.1,W,0,*,0,W,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
WEST,327120,   Clay Building Material and Refractories,58,446,143775.5,1801,4.1,102,0,Q,0,105,1502.0,0.09768042609853528,3.0,2.2746666666666666,0.12000000000000002,0.33499999999999996,0.015000000000000003,0.01,0.18,0.030000000000000006,0.30999999999999994
NERC,327211,  Flat Glass,43,50,854934.0,191,3.8,1662,32,1,37,1658,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NORTHEAST,327211,  Flat Glass,43,50,854934.0,191,3.8,309,0,*,0,310,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
MIDWEST,327211,  Flat Glass,43,50,854934.0,191,3.8,430,32,*,37,426,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
SOUTH,327211,  Flat Glass,43,50,854934.0,191,3.8,725,0,*,0,725,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
WEST,327211,  Flat Glass,43,50,854934.0,191,3.8,197,0,0,0,197,1657.0,0.1276668678334339,63.0,0.6499047619047619,0.14545454545454548,0.3090909090909091,0.018181818181818184,0.009090909090909092,0.16363636363636364,0.02727272727272728,0.3272727272727272
NERC,327212,  Other Pressed and Blown Glass and Glassware,25,194,133977.0,604,3.1,W,0,*,0,W,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
NORTHEAST,327212,  Other Pressed and Blown Glass and Glassware,25,194,133977.0,604,3.1,W,0,*,0,W,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
MIDWEST,327212,  Other Pressed and Blown Glass and Glassware,25,194,133977.0,604,3.1,463,0,0,0,463,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
SOUTH,327212,  Other Pressed and Blown Glass and Glassware,25,194,133977.0,604,3.1,1198,0,0,0,1198,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
WEST,327212,  Other Pressed and Blown Glass and Glassware,25,194,133977.0,604,3.1,123,0,*,0,123,2237.0,0.048808225301743405,63.0,0.6499047619047619,0.16,0.33999999999999997,0.02,0.0,0.18,0.02,0.27999999999999997
NERC,327213,  Glass Containers,32,59,548622.7,359,6.2,3544,0,*,0,3544,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
NORTHEAST,327213,  Glass Containers,32,59,548622.7,359,6.2,651,0,0,0,651,3544.0,0.055839729119638824,63.0,0.6499047619047619,0.13333333333333336,0.3722222222222222,0.01666666666666667,0.0,0.2,0.022222222222222223,0.25555555555555554
